num_personas_hogar,area_vivienda_m2,num_electrodomesticos,horas_uso_ac,estrato_social,mes,consumo_kwh,nivel_consumo
3,210.8,3,5.8,D,Enero,261.7,normal
3,85.7,14,1.9,C,Abril,281.4,normal
4,117.9,13,6.5,D,Octubre,350.4,alto
3,165.8,8,3.9,C,Julio,245.2,normal
6,285.1,14,0.7,B,Julio,375.9,alto
4,207.2,5,5.8,B,Junio,298.5,normal
6,191.3,11,9.9,B,Noviembre,449.5,alto
1,240.7,3,0.7,B,Octubre,196.7,normal
4,,9,2.5,B,Noviembre,265.2,normal
5,265.5,7,8.7,C,Julio,414.8,alto
3,65.4,7,7.5,A,Septiembre,283.1,normal
2,185.3,12,6.0,B,Octubre,349.5,alto
3,35.9,14,2.6,B,Marzo,268.3,normal
6,282.6,6,7.4,B,Septiembre,427.1,alto
7,153.3,10,2.1,C,Marzo,332.9,alto
1,203.5,2,0.0,C,Noviembre,150.7,normal
3,105.3,9,6.0,B,Febrero,309.9,alto
7,126.3,2,8.8,D,Febrero,339.4,alto
1,95.9,10,9.4,C,Junio,298.1,normal
2,248.2,6,6.6,C,Enero,298.7,normal
1,200.6,8,7.1,C,Enero,274.2,normal
2,115.8,8,2.8,C,Enero,226.9,normal
7,,9,3.3,A,Diciembre,384.5,alto
6,232.9,3,10.6,B,Diciembre,410.3,alto
1,110.6,8,9.2,B,Abril,296.4,normal
5,272.8,4,8.4,B,Enero,379.0,alto
1,231.4,13,6.8,D,Abril,331.2,alto
6,221.3,12,3.5,C,Abril,340.8,alto
7,265.2,13,7.8,C,Enero,512.0,alto
4,75.4,11,5.6,B,Julio,314.4,alto
3,287.3,14,6.9,D,Mayo,384.1,alto
6,114.1,6,2.5,C,Febrero,257.7,normal
4,101.5,3,10.2,B,Enero,314.9,alto
7,194.7,5,,B,Abril,266.5,normal
2,282.9,4,,A,Febrero,349.0,alto
5,283.7,14,7.4,A,Enero,461.0,alto
6,90.3,8,0.5,D,Mayo,239.1,normal
1,102.1,4,1.1,D,Febrero,117.1,normal
1,,7,10.4,B,Julio,324.3,alto
7,34.0,10,8.2,B,Abril,376.4,alto
1,87.2,9,4.6,A,Mayo,202.7,normal
6,179.3,2,3.7,C,Marzo,272.6,normal
7,138.2,12,3.2,D,Octubre,371.6,alto
2,153.1,10,6.4,C,Febrero,269.6,normal
3,152.8,14,9.9,A,Agosto,390.6,alto
4,35.9,6,6.6,C,Mayo,238.5,normal
6,113.9,3,5.5,C,Abril,287.2,normal
4,143.4,7,,C,Julio,243.5,normal
1,245.5,6,6.3,B,Octubre,322.9,alto
4,168.5,2,0.6,D,Agosto,194.9,normal
1,200.4,13,2.4,C,Septiembre,249.7,normal
1,117.9,10,9.4,D,Marzo,299.8,normal
6,240.8,3,7.0,D,Septiembre,341.2,alto
1,220.0,12,11.0,C,Marzo,414.5,alto
1,55.6,10,7.4,C,Diciembre,258.6,normal
5,234.9,7,3.4,B,Octubre,312.9,alto
6,36.9,14,1.8,B,Noviembre,302.1,alto
7,95.5,6,11.1,D,Julio,414.6,alto
6,120.7,9,0.6,C,Agosto,242.6,normal
6,68.0,14,1.0,B,Diciembre,287.4,normal
6,188.0,2,10.7,B,Marzo,394.3,alto
2,203.4,12,11.9,B,Noviembre,455.1,alto
7,,9,11.3,C,Enero,476.9,alto
5,51.0,4,8.1,A,Octubre,334.9,alto
3,91.0,5,10.1,C,Julio,307.0,alto
4,242.6,2,6.3,C,Enero,299.0,normal
3,80.3,8,4.7,C,Noviembre,259.7,normal
3,34.3,3,3.1,B,Junio,175.4,normal
2,235.1,3,3.9,B,Diciembre,266.6,normal
6,257.2,13,3.5,C,Marzo,430.5,alto
7,55.0,11,8.9,D,Abril,398.8,alto
1,110.2,10,1.9,C,Junio,173.7,normal
1,,13,5.5,C,Junio,306.3,alto
7,69.1,9,9.2,A,Febrero,425.0,alto
5,149.4,4,4.1,B,Abril,248.1,normal
3,151.3,7,6.9,C,Junio,296.7,normal
7,,10,,B,Abril,414.5,alto
1,48.2,11,8.6,B,Septiembre,302.5,alto
5,97.0,12,9.6,D,Diciembre,383.9,alto
2,33.1,10,4.0,C,Mayo,193.8,normal
4,153.2,5,4.9,C,Abril,277.2,normal
7,189.2,5,11.0,C,Abril,471.4,alto
2,70.8,3,5.5,C,Mayo,214.4,normal
4,61.1,8,3.6,D,Mayo,279.1,normal
2,98.1,7,3.5,A,Octubre,212.4,normal
4,161.1,2,0.0,C,Junio,174.7,normal
4,52.0,9,3.0,B,Junio,258.9,normal
7,38.1,4,,B,Marzo,332.5,alto
3,173.5,10,2.8,C,Septiembre,315.1,alto
6,234.8,13,1.9,C,Diciembre,396.3,alto
1,129.5,5,6.1,D,Octubre,214.4,normal
7,200.6,2,0.9,C,Octubre,276.4,normal
7,77.2,7,7.7,B,Diciembre,351.4,alto
6,285.7,3,7.6,C,Abril,373.5,alto
3,63.6,2,8.4,B,Agosto,270.0,normal
6,54.8,14,3.4,A,Agosto,363.2,alto
5,123.5,8,11.1,D,Junio,399.4,alto
6,172.7,13,9.1,B,Marzo,465.7,alto
5,195.2,10,9.1,C,Enero,431.7,alto
6,131.6,4,1.0,C,Marzo,225.1,normal
1,85.0,7,,B,Junio,283.2,normal
1,108.9,5,8.3,B,Octubre,322.8,alto
3,299.9,11,6.1,B,Marzo,436.5,alto
1,176.2,13,5.5,D,Junio,309.0,alto
2,272.2,13,5.2,C,Marzo,319.8,alto
4,191.7,6,4.8,B,Diciembre,322.6,alto
1,270.5,9,5.8,C,Abril,291.3,normal
2,,5,10.9,C,Junio,292.4,normal
6,56.3,12,6.7,C,Enero,361.7,alto
1,80.9,11,,C,Septiembre,297.5,normal
2,150.4,3,7.0,D,Marzo,248.8,normal
6,74.0,14,4.3,D,Octubre,343.2,alto
4,90.1,14,4.0,B,Agosto,293.8,normal
6,,7,7.0,C,Junio,358.1,alto
1,,6,3.7,A,Febrero,200.7,normal
1,33.2,2,,D,Agosto,89.4,bajo
5,79.9,7,9.8,A,Junio,388.3,alto
2,205.3,10,5.3,C,Julio,332.5,alto
7,286.7,6,5.7,C,Junio,403.5,alto
1,205.5,6,,D,Mayo,286.2,normal
5,115.6,12,8.7,B,Marzo,429.0,alto
4,165.0,12,1.0,B,Febrero,296.4,normal
5,295.9,11,4.6,D,Noviembre,423.4,alto
5,266.2,13,2.2,C,Octubre,349.0,alto
2,186.1,9,10.9,A,Febrero,384.2,alto
7,197.5,3,4.0,D,Julio,337.5,alto
5,77.8,14,8.6,C,Julio,410.8,alto
7,271.6,6,8.0,A,Noviembre,461.3,alto
3,184.8,9,10.3,D,Julio,366.6,alto
6,234.8,6,0.9,C,Abril,295.6,normal
5,,8,0.8,C,Junio,169.0,normal
3,168.3,3,8.5,C,Febrero,312.6,alto
4,257.0,13,7.5,B,Noviembre,402.1,alto
4,104.7,8,11.6,C,Julio,379.4,alto
5,36.9,4,8.6,B,Mayo,335.4,alto
5,183.7,11,4.1,B,Diciembre,360.6,alto
1,80.3,3,6.5,B,Septiembre,185.4,normal
3,225.5,6,10.0,B,Agosto,379.8,alto
3,198.0,4,2.7,B,Noviembre,239.5,normal
3,200.1,4,,C,Enero,318.3,alto
6,225.4,8,6.7,A,Julio,383.4,alto
5,111.8,6,1.5,B,Marzo,240.3,normal
4,91.0,13,,D,Junio,306.7,alto
4,145.7,5,3.6,C,Diciembre,225.8,normal
4,,12,4.2,D,Septiembre,297.6,normal
6,286.0,4,5.0,C,Septiembre,329.6,alto
2,253.2,4,10.2,b,Diciembre,382.0,alto
1,32.1,6,0.4,C,Diciembre,125.6,normal
5,128.6,6,8.5,D,Septiembre,349.7,alto
4,196.7,13,0.8,B,Diciembre,326.5,alto
7,203.7,13,5.0,B,Agosto,446.8,alto
5,150.8,2,9.1,B,Noviembre,349.3,alto
7,276.7,2,2.4,D,Abril,332.0,alto
2,210.7,11,10.7,A,Diciembre,399.6,alto
4,,2,8.6,D,Noviembre,349.3,alto
4,239.8,11,,C,Junio,401.5,alto
7,95.4,11,10.7,C,Diciembre,453.2,alto
6,278.0,9,0.1,C,Febrero,320.9,alto
2,210.8,3,7.9,C,Octubre,290.3,normal
1,113.8,7,5.3,D,Octubre,277.0,normal
1,203.1,10,9.1,C,Mayo,346.7,alto
4,75.3,7,5.3,C,Febrero,266.7,normal
7,41.6,3,2.9,C,Octubre,239.4,normal
2,183.5,11,,A,Marzo,281.5,normal
6,,11,10.4,D,Abril,440.1,alto
5,245.9,3,9.9,B,Octubre,414.7,alto
7,39.0,3,6.2,D,Septiembre,279.8,normal
3,221.1,2,1.0,B,Enero,214.8,normal
1,267.7,5,6.3,C,Enero,266.6,normal
2,74.9,10,4.1,B,Marzo,252.1,normal
6,277.7,13,2.8,B,Mayo,416.6,alto
6,138.7,13,1.6,C,Febrero,315.3,alto
7,200.3,6,10.1,D,Diciembre,411.2,alto
5,36.7,13,5.0,B,Noviembre,344.4,alto
4,157.8,14,1.0,D,Septiembre,299.9,normal
4,73.8,8,9.2,D,Abril,309.7,alto
1,104.2,12,8.9,A,Febrero,326.9,alto
7,187.2,11,10.5,D,Abril,490.4,alto
6,144.4,6,1.8,B,Julio,255.0,normal
4,206.9,9,1.5,D,Septiembre,256.4,normal
7,254.4,7,4.6,C,Junio,397.6,alto
7,95.0,7,9.4,C,Septiembre,396.6,alto
3,235.3,3,5.8,C,Agosto,265.2,normal
1,194.1,10,2.5,D,Febrero,243.2,normal
4,68.8,7,3.0,C,Diciembre,202.8,normal
5,268.4,10,3.1,B,Diciembre,365.4,alto
1,191.1,12,8.1,D,Junio,330.5,alto
2,273.0,6,7.4,C,Agosto,3299.8566771593964,alto
4,86.4,10,9.4,A,Mayo,368.9,alto
5,117.7,7,11.4,c,Mayo,405.5,alto
5,90.6,13,10.2,D,Julio,3191.5500309297504,alto
5,,10,0.6,D,Abril,229.6,normal
1,70.9,11,,D,Diciembre,203.9,normal
2,161.7,5,8.6,C,Febrero,290.6,normal
2,92.0,5,1.2,A,Julio,154.2,normal
6,146.3,9,,B,Marzo,410.6,alto
7,160.9,8,3.6,C,Junio,354.2,alto
3,120.8,9,4.5,C,Enero,286.5,normal
6,142.8,3,3.7,C,Diciembre,283.7,normal
5,278.1,10,7.3,B,Septiembre,435.6,alto
5,243.8,8,10.3,C,Junio,415.0,alto
1,144.0,5,11.0,C,Septiembre,309.7,alto
1,242.6,11,8.3,D,Septiembre,352.2,alto
4,47.5,11,11.9,D,Febrero,367.3,alto
2,273.1,9,2.4,C,Enero,272.3,normal
1,127.1,5,11.9,D,Octubre,329.7,alto
6,168.9,11,2.6,C,Septiembre,342.2,alto
2,146.1,7,5.5,B,Mayo,294.1,normal
4,173.4,2,,B,Enero,341.4,alto
6,177.5,6,1.3,C,Noviembre,236.8,normal
6,263.9,8,3.1,B,Febrero,368.2,alto
2,152.0,11,9.4,A,Diciembre,374.8,alto
1,275.3,5,8.2,C,Marzo,333.1,alto
2,73.7,10,,B,Julio,202.3,normal
4,201.1,7,7.7,B,Febrero,416.6,alto
1,208.8,10,6.1,B,Octubre,306.7,alto
4,265.9,8,1.3,C,Marzo,261.2,normal
5,57.0,3,4.0,D,Febrero,220.8,normal
1,155.2,10,3.5,C,Marzo,255.5,normal
3,37.7,4,4.0,B,Diciembre,2957.582293337869,normal
6,265.3,6,2.9,C,Febrero,353.1,alto
3,87.5,8,0.3,B,Septiembre,216.3,normal
6,276.7,9,5.7,C,Julio,397.4,alto
1,47.0,4,3.3,D,Diciembre,91.3,bajo
1,145.2,6,2.6,C,Julio,237.2,normal
1,148.2,4,2.0,A,Diciembre,179.1,normal
4,43.5,11,9.2,C,Junio,336.3,alto
2,99.4,10,5.0,C,Junio,271.0,normal
7,187.5,6,3.1,C,Octubre,321.9,alto
7,166.5,11,6.0,B,Junio,388.8,alto
1,139.8,13,7.7,B,Mayo,322.5,alto
1,158.3,11,0.8,C,Mayo,213.1,normal
3,285.1,5,7.7,C,Junio,337.1,alto
1,112.7,14,9.8,A,Marzo,380.8,alto
6,62.3,5,5.9,C,Diciembre,283.5,normal
1,104.6,10,11.9,C,Marzo,4733.982405135247,alto
6,220.0,11,4.2,C,Febrero,350.6,alto
2,202.7,4,0.8,C,Septiembre,179.0,normal
3,212.2,8,11.0,C,Julio,407.6,alto
6,151.7,3,11.4,D,Agosto,370.2,alto
5,261.6,14,0.1,D,Febrero,362.7,alto
2,108.0,2,2.7,B,Noviembre,161.3,normal
6,95.2,14,8.4,D,Junio,427.7,alto
6,240.8,14,4.5,C,Septiembre,398.9,alto
4,170.3,12,9.6,D,Septiembre,387.2,alto
2,288.4,7,9.4,C,Marzo,390.4,alto
5,,6,11.2,B,Agosto,481.5,alto
3,249.3,8,,B,Mayo,398.4,alto
4,100.3,2,10.7,B,Enero,291.8,normal
5,136.1,11,8.5,A,Noviembre,431.6,alto
1,50.3,7,1.3,D,Junio,152.4,normal
7,210.3,13,9.3,D,Diciembre,484.6,alto
3,79.3,8,10.3,C,Septiembre,344.9,alto
5,133.6,11,6.9,C,Noviembre,380.1,alto
5,114.7,14,1.3,D,Mayo,239.7,normal
3,273.2,7,4.7,D,Noviembre,329.2,alto
2,104.5,3,2.7,C,Marzo,162.6,normal
2,212.7,8,2.3,D,Marzo,242.6,normal
1,80.3,8,7.1,B,Diciembre,304.4,alto
4,40.5,9,0.4,C,Julio,151.5,normal
6,,13,10.8,D,Agosto,540.2,alto
4,,2,3.3,B,Septiembre,234.3,normal
2,185.0,6,4.9,D,Junio,246.1,normal
5,98.3,10,11.3,C,Diciembre,405.1,alto
4,99.7,7,,D,Enero,192.8,normal
3,181.3,5,9.5,A,Agosto,363.0,alto
7,290.3,7,11.3,C,Diciembre,453.5,alto
7,,13,3.3,D,Diciembre,388.8,alto
1,138.3,4,2.5,A,Junio,222.9,normal
2,40.9,13,3.4,B,Junio,259.1,normal
4,,2,,A,Julio,188.6,normal
3,297.5,6,,C,Abril,318.2,alto
2,232.6,11,5.1,C,Octubre,283.1,normal
5,130.0,4,2.3,C,Febrero,240.7,normal
3,194.3,9,11.8,D,Noviembre,381.3,alto
3,,5,3.4,C,Noviembre,228.2,normal
6,63.0,8,6.8,A,Mayo,350.3,alto
4,206.2,5,10.8,D,Octubre,364.4,alto
5,117.3,6,3.8,B,Julio,290.8,normal
5,124.4,3,1.2,C,Noviembre,176.9,normal
1,75.0,4,11.4,C,Diciembre,273.9,normal
6,,4,9.1,C,Septiembre,376.6,alto
5,170.8,4,4.0,A,Mayo,323.6,alto
2,225.0,2,7.2,C,Febrero,239.5,normal
3,84.7,9,7.6,B,Agosto,289.6,normal
1,32.3,13,5.0,A,Agosto,233.6,normal
6,68.6,12,8.3,D,Noviembre,385.6,alto
1,285.2,8,10.4,D,Febrero,328.5,alto
5,45.9,11,6.0,B,Octubre,314.3,alto
6,298.3,14,4.7,C,Febrero,433.1,alto
7,268.4,11,10.0,C,Junio,516.8,alto
6,105.5,13,0.2,C,Diciembre,295.2,normal
1,280.6,3,4.1,B,Marzo,208.8,normal
4,280.9,2,11.2,C,Agosto,406.6,alto
1,185.5,8,,A,Febrero,279.0,normal
6,270.1,8,9.6,D,Enero,455.3,alto
1,211.3,12,0.5,B,Febrero,266.0,normal
3,125.7,5,2.9,A,Marzo,202.8,normal
1,187.2,7,5.2,D,Abril,261.6,normal
1,223.0,10,0.5,B,Octubre,225.0,normal
6,228.0,6,5.3,D,Septiembre,348.5,alto
1,59.3,12,2.2,B,Noviembre,196.6,normal
5,104.4,3,4.1,D,Enero,248.5,normal
6,101.7,4,3.7,C,Junio,278.1,normal
7,167.6,11,10.2,B,Mayo,480.3,alto
4,74.5,7,7.7,B,Septiembre,300.8,alto
1,118.7,10,2.2,D,Agosto,209.0,normal
3,49.0,3,2.6,d,Diciembre,163.3,normal
4,75.1,12,2.2,B,Mayo,259.4,normal
1,74.5,9,11.4,C,Agosto,345.0,alto
5,293.5,3,4.4,D,Mayo,339.5,alto
3,170.4,8,5.4,D,Enero,289.3,normal
2,220.6,8,4.2,D,Noviembre,276.6,normal
1,200.2,6,8.8,D,Octubre,299.9,normal
3,131.8,6,11.6,D,Febrero,327.1,alto
4,260.3,10,5.8,B,Septiembre,428.0,alto
1,231.9,8,10.7,C,Marzo,343.9,alto
6,184.4,3,0.4,D,Agosto,194.7,normal
1,223.2,2,11.6,C,Agosto,323.3,alto
5,214.2,2,11.2,C,Marzo,385.9,alto
2,280.7,11,0.2,C,Agosto,257.9,normal
2,241.1,2,9.3,C,Abril,310.7,alto
2,,3,5.1,B,Agosto,275.5,normal
5,251.8,4,8.8,C,Enero,348.3,alto
4,210.0,7,1.4,D,Enero,237.0,normal
1,177.8,5,,D,Agosto,230.5,normal
5,87.2,7,1.1,C,Abril,254.5,normal
1,126.5,7,6.3,A,Febrero,243.8,normal
3,209.8,9,10.7,D,Enero,380.9,alto
7,88.9,12,0.9,B,Enero,302.5,alto
2,163.4,4,,D,Enero,238.9,normal
2,262.6,12,9.1,D,Julio,406.4,alto
2,187.6,4,3.9,C,Enero,213.1,normal
4,283.2,7,11.5,A,Agosto,474.3,alto
1,216.5,3,3.8,C,Junio,223.3,normal
2,176.2,14,4.4,C,Junio,302.7,alto
7,96.2,7,,A,Agosto,427.6,alto
1,269.9,2,7.5,B,Diciembre,281.9,normal
7,254.4,2,11.1,C,Junio,413.0,alto
3,148.4,6,11.1,A,Julio,387.8,alto
7,196.8,14,10.9,B,Agosto,554.0,alto
4,127.3,7,,B,Noviembre,320.1,alto
3,182.8,6,2.9,D,Octubre,236.8,normal
2,171.9,4,4.1,C,Septiembre,210.0,normal
1,51.0,12,5.0,C,Junio,234.3,normal
6,179.6,7,7.5,C,Noviembre,346.3,alto
2,259.8,13,0.2,D,Enero,262.7,normal
3,155.2,14,,D,Junio,407.7,alto
4,,8,9.2,D,Octubre,332.5,alto
5,292.8,9,3.6,C,Marzo,346.7,alto
7,267.1,10,1.1,A,Agosto,364.9,alto
2,125.3,14,4.5,B,Agosto,295.4,normal
6,,7,9.2,C,Marzo,349.1,alto
1,251.7,12,4.6,B,Junio,320.6,alto
3,188.8,10,4.1,D,Julio,278.7,normal
6,291.2,9,6.3,C,Junio,414.4,alto
4,57.3,14,9.4,A,Abril,414.4,alto
1,115.1,9,,C,Octubre,190.1,normal
2,78.5,6,1.5,D,Diciembre,2857.4018783162433,normal
4,108.0,9,7.2,C,Mayo,310.8,alto
4,166.7,4,7.9,B,Diciembre,309.5,alto
1,102.9,10,1.2,C,Septiembre,150.2,normal
1,199.0,9,3.4,C,Marzo,238.1,normal
2,90.3,3,3.7,C,Enero,190.3,normal
1,160.1,9,10.4,B,Enero,342.8,alto
1,197.1,6,0.4,D,Octubre,194.4,normal
6,76.5,14,4.5,C,Mayo,340.2,alto
6,142.3,6,2.3,C,Enero,280.2,normal
6,173.6,13,1.6,d,Febrero,348.3,alto
7,74.2,2,,D,Febrero,183.1,normal
7,237.9,11,,B,Octubre,479.0,alto
1,169.4,2,,C,Octubre,177.8,normal
4,109.4,8,3.1,C,Marzo,288.4,normal
7,108.9,3,1.6,A,Julio,252.5,normal
4,44.1,13,1.9,D,Junio,238.0,normal
5,48.9,11,6.8,C,Junio,346.1,alto
5,107.0,4,9.0,D,Abril,369.0,alto
7,183.6,11,5.6,B,Junio,388.3,alto
4,220.1,13,5.1,C,Septiembre,374.7,alto
5,240.9,9,0.5,D,Septiembre,306.6,alto
5,84.6,14,4.6,C,Julio,350.0,alto
1,249.4,9,1.2,C,Noviembre,195.6,normal
5,281.9,4,,C,Abril,361.9,alto
5,175.3,14,6.0,C,Julio,394.4,alto
1,279.3,7,8.6,C,Abril,350.9,alto
2,157.7,4,6.6,B,Enero,227.1,normal
2,276.9,10,7.6,D,Noviembre,396.8,alto
5,30.5,11,6.8,C,Abril,331.9,alto
4,177.3,10,2.6,A,Octubre,323.5,alto
2,174.9,3,3.8,B,Octubre,256.9,normal
5,,2,11.8,C,Abril,374.6,alto
2,36.7,6,9.6,C,Agosto,254.2,normal
6,279.2,4,5.6,D,Julio,364.1,alto
3,,8,4.2,C,Noviembre,281.6,normal
7,163.9,3,6.7,C,Marzo,335.4,alto
4,,7,,D,Mayo,310.5,alto
3,32.8,8,0.5,B,Abril,169.6,normal
3,110.8,14,9.5,B,Diciembre,415.8,alto
4,207.4,3,2.7,A,Abril,258.1,normal
6,213.9,13,8.9,D,Julio,441.5,alto
5,59.9,2,4.9,B,Enero,206.9,normal
3,54.4,11,0.4,C,Febrero,175.0,normal
6,117.7,11,9.8,C,Noviembre,407.4,alto
6,,4,3.0,D,Diciembre,251.3,normal
2,130.4,13,1.2,D,Mayo,260.4,normal
3,291.6,2,8.1,D,Septiembre,350.7,alto
6,182.0,8,6.0,C,Julio,367.9,alto
3,127.6,3,11.1,B,Mayo,341.9,alto
2,,13,3.0,D,Septiembre,294.9,normal
3,,8,,D,Junio,336.9,alto
3,194.3,14,0.0,B,Febrero,264.1,normal
4,90.2,7,4.3,C,Febrero,261.2,normal
7,48.4,6,9.5,D,Mayo,355.0,alto
6,128.7,8,7.6,B,Marzo,399.7,alto
3,,10,0.2,B,Febrero,218.7,normal
2,,5,7.8,B,Abril,260.9,normal
3,120.4,10,6.4,C,Marzo,322.8,alto
3,227.3,2,2.8,B,Mayo,244.6,normal
2,293.6,6,3.4,D,Abril,301.8,alto
5,85.6,8,0.8,D,Febrero,229.8,normal
3,193.4,9,,D,Marzo,275.5,normal
5,133.2,10,10.7,C,Abril,391.7,alto
7,299.7,5,10.4,C,Septiembre,471.7,alto
5,,12,5.6,A,Julio,399.4,alto
4,289.0,5,6.3,A,Febrero,349.0,alto
7,201.8,5,2.6,D,Agosto,307.3,alto
2,175.4,6,8.2,A,Septiembre,328.0,alto
4,,8,1.8,B,Julio,237.8,normal
4,289.0,10,2.7,B,Mayo,345.5,alto
5,65.7,2,6.5,C,Agosto,4499.428147301933,normal
4,49.9,13,9.4,D,Junio,356.2,alto
7,,4,5.1,A,Mayo,369.1,alto
3,71.6,9,,D,Febrero,252.5,normal
4,156.4,8,9.8,D,Noviembre,312.6,alto
7,57.0,9,3.9,A,Diciembre,321.7,alto
1,,13,3.8,A,Junio,249.0,normal
6,193.1,12,3.1,D,Septiembre,379.8,alto
3,128.5,2,,B,Junio,345.9,alto
7,272.4,9,,B,Marzo,329.8,alto
7,291.5,13,1.6,C,Diciembre,341.3,alto
3,128.5,10,,C,Mayo,328.2,alto
3,167.3,4,4.1,C,Noviembre,241.8,normal
7,217.5,14,5.3,C,Junio,367.5,alto
7,156.8,4,0.6,D,Enero,264.2,normal
7,239.7,4,0.3,C,Mayo,290.4,normal
1,48.4,4,3.8,B,Marzo,149.3,normal
1,45.7,14,8.0,C,Mayo,290.1,normal
1,254.0,8,8.0,D,Julio,304.6,alto
5,296.9,8,11.5,D,Marzo,451.7,alto
5,125.1,5,11.9,C,Octubre,431.8,alto
7,137.7,3,7.8,C,Diciembre,317.2,alto
2,150.0,9,9.6,D,Febrero,3006.3201151886606,alto
5,,5,2.3,C,Abril,225.9,normal
3,225.0,4,10.5,C,Marzo,359.3,alto
7,183.0,13,4.7,B,Enero,408.2,alto
1,,7,0.5,C,Diciembre,236.6,normal
7,72.2,12,4.2,B,Junio,373.6,alto
1,128.1,10,4.0,B,Junio,280.5,normal
6,247.9,10,8.9,C,Marzo,476.5,alto
3,297.3,9,11.0,A,Mayo,479.4,alto
7,125.4,4,4.7,A,Abril,360.2,alto
3,143.0,11,,D,Diciembre,227.2,normal
3,,11,,B,Abril,315.5,alto
4,62.4,3,8.4,C,Noviembre,266.9,normal
3,105.5,8,0.6,B,Octubre,228.0,normal
7,121.6,13,,C,Octubre,460.9,alto
3,35.2,11,10.8,B,Septiembre,364.0,alto
3,132.0,3,3.1,C,Enero,225.4,normal
5,37.4,5,3.7,D,Julio,243.5,normal
2,214.3,2,9.1,D,Abril,275.6,normal
4,263.3,4,8.5,B,Noviembre,382.0,alto
7,123.4,6,0.6,C,Enero,240.6,normal
1,214.5,11,,C,Marzo,201.6,normal
3,262.7,12,2.6,d,Marzo,331.4,alto
6,30.5,6,2.6,D,Marzo,254.8,normal
6,165.0,12,1.6,c,Febrero,332.3,alto
7,193.2,8,5.6,B,Diciembre,399.5,alto
3,141.2,7,8.0,A,Julio,328.1,alto
4,68.5,6,6.5,C,Agosto,303.5,alto
5,,14,11.3,C,Marzo,412.6,alto
3,180.0,5,4.8,B,Noviembre,274.7,normal
4,275.9,3,6.4,B,Septiembre,331.8,alto
1,292.5,10,5.1,C,Marzo,331.7,alto
3,40.5,4,7.4,D,Noviembre,249.3,normal
5,142.4,14,7.7,C,Abril,444.2,alto
5,295.6,11,1.5,A,Marzo,362.8,alto
6,156.3,12,3.4,C,Junio,350.8,alto
1,56.8,9,10.4,C,Octubre,348.3,alto
4,246.4,6,10.6,B,Mayo,428.8,alto
6,231.1,12,5.1,D,Agosto,396.6,alto
7,123.2,10,5.2,A,Agosto,395.6,alto
7,78.5,2,5.8,B,Marzo,283.4,normal
4,290.5,8,5.4,C,Septiembre,361.0,alto
1,195.5,2,0.9,C,Abril,161.4,normal
7,276.7,10,,B,Marzo,469.9,alto
5,97.7,8,1.8,A,Diciembre,270.8,normal
5,91.3,5,11.2,C,Octubre,380.5,alto
5,139.3,13,8.1,C,Marzo,406.1,alto
2,45.1,10,3.9,D,Octubre,238.9,normal
1,,14,0.7,A,Octubre,276.4,normal
6,94.5,4,7.8,C,Enero,315.6,alto
1,225.0,14,8.2,B,Octubre,409.6,alto
3,236.1,5,2.3,C,Agosto,262.8,normal
5,145.4,14,10.4,C,Abril,469.3,alto
6,106.2,13,9.2,A,Agosto,420.9,alto
1,42.3,14,7.4,D,Noviembre,295.1,normal
1,248.5,6,7.7,C,Octubre,312.1,alto
1,100.6,10,9.2,C,Mayo,283.0,normal
3,124.8,4,5.8,C,Julio,287.1,normal
3,174.8,6,1.3,D,Junio,4199.034664272352,normal
6,234.7,11,5.0,D,Noviembre,421.0,alto
1,189.2,11,1.1,D,Octubre,197.4,normal
7,117.3,6,6.8,B,Abril,365.8,alto
5,226.5,4,1.3,B,Mayo,248.9,normal
5,105.4,13,1.2,C,Junio,316.1,alto
1,129.3,2,0.9,C,Agosto,143.7,normal
4,66.2,11,0.6,B,Abril,254.2,normal
2,63.5,9,10.9,D,Noviembre,312.9,alto
7,99.8,4,8.7,C,Agosto,330.3,alto
7,237.2,10,6.4,B,Mayo,421.7,alto
7,264.1,3,11.4,D,Diciembre,464.6,alto
1,168.3,8,,c,Enero,279.1,normal
7,114.6,8,8.6,D,Enero,352.9,alto
3,,14,8.4,C,Septiembre,400.2,alto
5,288.2,12,6.2,D,Enero,430.6,alto
1,110.6,12,7.7,B,Octubre,296.7,normal
6,196.2,12,6.8,B,Noviembre,407.0,alto
7,145.2,12,11.3,d,Febrero,475.3,alto
2,213.7,8,5.9,B,Marzo,314.1,alto
5,169.7,7,7.8,B,Junio,368.4,alto
7,267.3,3,5.6,B,Noviembre,403.6,alto
1,191.9,2,1.0,C,Abril,152.3,normal
2,88.0,10,0.4,D,Julio,184.0,normal
5,,12,4.4,D,Diciembre,302.7,alto
4,168.9,2,6.5,B,Enero,313.5,alto
3,123.1,3,2.3,D,Diciembre,171.7,normal
7,,3,9.0,A,Enero,4437.844612080696,alto
3,124.9,10,2.9,B,Julio,277.2,normal
1,73.2,2,9.3,C,Enero,222.3,normal
1,281.5,7,6.8,B,Mayo,346.3,alto
6,170.8,9,5.9,A,Noviembre,401.1,alto
1,251.6,11,2.2,D,Marzo,259.9,normal
3,85.1,14,11.4,D,Marzo,351.8,alto
3,35.0,8,7.8,C,Mayo,288.0,normal
5,226.1,4,1.0,C,Julio,266.8,normal
4,112.8,12,1.8,B,Febrero,284.0,normal
