horas_estudio_semana,asistencia_pct,nota_parcial,trabaja,horas_trabajo_semana,nivel_socioeconomico,nota_final,riesgo_academico
9.8,91.4,19.2,0,0.0,Alto,16.7,aprobado
22.0,87.0,,1,8.0,Medio,16.0,aprobado
6.9,89.0,19.8,1,34.0,Medio,14.6,aprobado
7.1,94.9,10.1,1,15.0,Bajo,10.0,reprobado
21.5,96.4,12.9,1,30.0,Medio,15.6,aprobado
14.9,63.4,19.3,1,15.0,Bajo,16.1,aprobado
7.6,74.9,,0,0.0,Bajo,11.9,en_riesgo
14.1,99.8,14.8,0,0.0,Bajo,15.6,aprobado
6.8,75.1,7.9,0,0.0,Medio,9.7,reprobado
13.6,60.8,19.8,0,0.0,Medio,15.8,aprobado
15.6,40.9,8.7,0,0.0,Bajo,9.4,reprobado
11.6,49.5,8.4,0,0.0,Medio,12.2,en_riesgo
27.5,48.4,12.3,0,0.0,Medio,15.6,aprobado
19.8,56.1,11.3,0,0.0,Bajo,14.8,aprobado
15.3,83.8,13.1,0,0.0,Medio,14.7,aprobado
21.1,74.3,8.2,1,26.0,Medio,15.8,aprobado
27.6,58.3,,1,16.0,Medio,15.4,aprobado
28.6,65.5,16.9,0,0.0,medio,18.8,aprobado
16.6,97.1,5.9,0,0.0,Medio,15.2,aprobado
29.9,70.1,8.5,0,0.0,Bajo,16.4,aprobado
,86.6,14.0,0,0.0,Bajo,12.5,en_riesgo
22.8,86.4,16.7,1,24.0,Alto,19.2,aprobado
,56.5,17.4,1,33.0,Bajo,13.8,en_riesgo
12.2,54.9,16.1,1,8.0,ALTO,16.7,aprobado
27.5,66.6,11.4,0,0.0,Medio,19.8,aprobado
25.5,67.9,9.3,1,31.0,Medio,16.5,aprobado
9.8,41.2,7.8,0,0.0,Medio,7.3,reprobado
10.1,40.7,15.0,1,37.0,Alto,13.6,en_riesgo
21.4,62.7,11.7,1,40.0,MEDIO,14.3,aprobado
28.9,62.3,11.0,1,13.0,Medio,18.4,aprobado
10.6,80.0,17.4,0,0.0,Medio,15.5,aprobado
8.8,75.3,6.9,0,0.0,Bajo,9.1,reprobado
13.2,82.9,18.5,1,19.0,Medio,16.5,aprobado
,94.9,7.3,1,25.0,Medio,15.8,aprobado
14.8,56.7,7.6,0,0.0,Bajo,13.2,en_riesgo
9.8,43.6,8.8,1,23.0,Bajo,9.6,reprobado
24.1,63.5,12.3,0,0.0,Bajo,17.1,aprobado
,81.2,19.3,0,0.0,Medio,18.9,aprobado
20.5,77.7,,0,0.0,Alto,18.5,aprobado
20.7,55.7,7.8,0,0.0,Bajo,12.9,en_riesgo
3.7,98.9,11.2,1,35.0,MEDIO,11.4,en_riesgo
26.6,69.2,17.2,0,0.0,Bajo,19.1,aprobado
29.6,70.0,7.5,0,0.0,Medio,15.1,aprobado
14.7,58.1,11.0,0,0.0,Bajo,11.7,en_riesgo
2.0,86.2,12.4,0,0.0,Medio,12.5,en_riesgo
23.7,83.9,14.9,1,32.0,Bajo,18.8,aprobado
22.4,92.9,12.7,0,0.0,Medio,16.4,aprobado
,98.5,20.0,0,0.0,Alto,20.0,aprobado
11.4,97.1,7.2,0,0.0,Medio,11.1,en_riesgo
22.9,52.4,11.9,1,34.0,Bajo,13.0,en_riesgo
,77.2,9.0,0,0.0,Medio,9.8,reprobado
16.5,46.4,9.1,1,35.0,Medio,10.5,reprobado
27.4,50.4,9.2,0,0.0,Bajo,14.8,aprobado
1.6,84.0,14.2,0,0.0,Medio,12.9,en_riesgo
13.5,98.0,11.9,0,0.0,Medio,13.0,en_riesgo
16.8,63.2,11.1,0,0.0,Bajo,11.3,en_riesgo
4.8,84.2,,0,0.0,Bajo,14.5,aprobado
17.3,44.8,15.3,1,27.0,Medio,14.5,aprobado
14.2,58.0,15.6,0,0.0,Bajo,12.8,en_riesgo
8.1,61.7,14.3,0,0.0,Alto,13.8,en_riesgo
26.8,45.2,7.6,0,0.0,Bajo,14.7,aprobado
7.9,58.7,17.1,0,0.0,Bajo,13.0,en_riesgo
28.5,69.3,6.5,0,0.0,Alto,14.2,aprobado
5.9,82.4,17.4,0,0.0,Medio,14.5,aprobado
23.2,87.6,15.5,1,27.0,Bajo,17.8,aprobado
,64.7,,1,14.0,Bajo,14.1,aprobado
25.7,60.7,15.6,1,46.0,Bajo,15.7,aprobado
6.2,91.3,11.8,1,29.0,Medio,11.3,en_riesgo
19.9,54.1,16.6,1,20.0,Bajo,16.3,aprobado
28.2,60.9,18.8,0,0.0,Alto,20.0,aprobado
11.9,89.4,12.9,1,30.0,Bajo,12.6,en_riesgo
12.3,87.7,15.0,0,0.0,Alto,13.9,en_riesgo
19.1,69.4,11.4,0,0.0,Medio,17.5,aprobado
20.3,74.8,6.0,0,0.0,Medio,14.0,aprobado
16.4,93.0,19.5,0,0.0,Bajo,18.8,aprobado
11.0,52.2,19.4,1,24.0,Alto,16.7,aprobado
15.0,90.7,18.5,1,22.0,Medio,17.5,aprobado
14.4,98.0,19.7,0,0.0,Bajo,16.5,aprobado
1.8,42.0,13.7,1,15.0,Medio,11.1,en_riesgo
,99.1,8.2,1,38.0,Medio,9.0,reprobado
7.2,51.8,14.6,1,17.0,Medio,11.0,en_riesgo
25.0,99.6,11.1,0,0.0,medio,18.3,aprobado
4.6,82.1,16.5,0,0.0,Medio,13.1,en_riesgo
26.8,52.7,15.9,0,0.0,Medio,18.9,aprobado
,73.4,18.0,0,0.0,Medio,12.8,en_riesgo
29.4,89.6,12.7,0,0.0,Medio,19.1,aprobado
6.2,47.7,6.0,0,0.0,Medio,5.8,reprobado
7.7,46.6,9.7,1,44.0,Medio,7.9,reprobado
16.2,53.7,15.5,1,42.0,MEDIO,15.0,aprobado
4.4,68.4,6.0,0,0.0,Bajo,6.8,reprobado
28.6,80.3,8.3,0,0.0,Bajo,16.3,aprobado
16.1,70.5,15.3,0,0.0,Bajo,13.3,en_riesgo
27.9,59.2,19.7,0,0.0,Medio,20.0,aprobado
,56.7,18.4,0,0.0,Alto,20.0,aprobado
10.8,56.2,19.9,0,0.0,Bajo,16.6,aprobado
24.9,91.7,,0,0.0,Alto,20.0,aprobado
,88.3,7.6,1,23.0,Medio,16.7,aprobado
,46.3,15.0,1,30.0,Bajo,14.7,aprobado
3.6,94.3,14.3,0,0.0,Alto,12.9,en_riesgo
,70.1,9.0,0,0.0,Medio,10.3,reprobado
27.9,93.4,13.6,0,0.0,Medio,20.0,aprobado
1.8,70.9,6.0,1,10.0,Medio,7.2,reprobado
7.0,88.2,12.4,0,0.0,Alto,13.0,en_riesgo
21.4,76.2,8.2,1,27.0,Alto,13.1,en_riesgo
25.5,43.8,15.0,0,0.0,Medio,17.2,aprobado
6.7,68.6,15.7,1,17.0,Alto,11.2,en_riesgo
29.4,74.4,16.2,0,0.0,Medio,20.0,aprobado
4.7,93.3,19.7,1,12.0,Alto,15.9,aprobado
21.9,83.0,5.8,1,0.0,Bajo,12.1,en_riesgo
18.1,73.5,16.4,0,0.0,Medio,14.4,aprobado
14.9,96.2,8.7,0,0.0,Medio,14.6,aprobado
28.0,80.2,14.2,1,18.0,Medio,19.4,aprobado
5.4,60.8,12.4,1,17.0,bajo,9.3,reprobado
12.8,86.6,11.8,0,0.0,Medio,13.9,en_riesgo
18.0,80.3,,1,31.0,Medio,17.9,aprobado
7.7,52.0,14.2,0,0.0,Bajo,12.1,en_riesgo
19.4,48.5,16.8,0,0.0,Medio,16.7,aprobado
6.6,42.3,15.7,0,0.0,Bajo,12.3,en_riesgo
9.7,78.8,8.5,1,35.0,Medio,8.0,reprobado
10.5,79.2,9.3,1,17.0,Bajo,10.9,reprobado
4.1,67.3,15.6,0,0.0,Medio,12.2,en_riesgo
27.8,49.9,10.1,0,0.0,medio,14.2,aprobado
,66.3,12.2,0,0.0,Medio,16.9,aprobado
23.7,98.0,10.2,1,21.0,Bajo,16.8,aprobado
,42.9,10.8,0,0.0,Medio,17.2,aprobado
10.6,67.1,15.3,0,0.0,Medio,14.4,aprobado
23.7,80.3,13.2,0,0.0,Bajo,18.5,aprobado
1.4,83.2,11.3,0,0.0,Bajo,9.9,reprobado
25.1,50.6,6.7,0,0.0,Alto,12.4,en_riesgo
28.4,53.4,,0,0.0,Alto,17.6,aprobado
17.1,51.1,8.9,1,40.0,Bajo,10.4,reprobado
27.6,54.1,16.3,1,44.0,Alto,19.8,aprobado
23.2,76.5,12.2,1,23.0,Medio,15.4,aprobado
14.4,77.2,17.7,0,0.0,Alto,15.1,aprobado
15.2,55.7,10.2,0,0.0,Bajo,9.5,reprobado
4.0,74.9,13.0,1,44.0,Bajo,6.8,reprobado
10.9,84.0,14.0,0,0.0,Bajo,12.5,en_riesgo
5.6,42.3,17.9,1,13.0,Bajo,12.7,en_riesgo
28.4,67.4,10.5,1,17.0,Alto,17.0,aprobado
22.7,80.6,,1,39.0,Medio,16.4,aprobado
9.3,51.8,5.2,0,0.0,Bajo,7.3,reprobado
1.6,67.8,19.7,0,0.0,Medio,13.0,en_riesgo
15.9,55.4,11.8,1,25.0,medio,11.4,en_riesgo
21.4,70.7,,0,0.0,Bajo,13.9,en_riesgo
27.6,98.4,11.6,0,0.0,Alto,19.1,aprobado
9.8,45.5,10.6,1,19.0,Alto,12.5,en_riesgo
25.7,88.8,19.7,0,0.0,Medio,20.0,aprobado
28.2,52.8,15.9,0,0.0,Bajo,19.1,aprobado
20.2,58.3,8.0,0,0.0,Medio,12.9,en_riesgo
,95.4,14.0,1,21.0,Bajo,18.2,aprobado
22.4,50.1,9.8,1,20.0,Medio,11.7,en_riesgo
8.8,85.3,14.6,1,10.0,Bajo,12.0,en_riesgo
1.1,76.5,17.4,0,0.0,Medio,13.7,en_riesgo
23.9,62.8,15.5,1,18.0,Medio,15.5,aprobado
18.5,64.3,9.9,0,0.0,BAJO,12.0,en_riesgo
4.6,45.5,,0,0.0,Bajo,10.9,reprobado
22.0,90.0,,0,0.0,ALTO,18.3,aprobado
17.6,47.6,17.9,0,0.0,Bajo,15.6,aprobado
27.6,79.4,,0,0.0,Alto,19.7,aprobado
28.8,68.6,19.7,0,0.0,Bajo,20.0,aprobado
29.9,96.4,16.5,0,0.0,Alto,20.0,aprobado
11.3,55.3,,1,15.0,Medio,11.1,en_riesgo
11.9,47.4,5.7,1,13.0,Bajo,5.9,reprobado
1.5,62.5,10.8,0,0.0,Medio,8.5,reprobado
6.1,85.9,7.5,1,45.0,Medio,8.2,reprobado
23.1,95.9,9.1,1,22.0,Medio,15.2,aprobado
16.4,45.0,19.8,1,34.0,medio,18.3,aprobado
24.7,59.2,6.3,0,0.0,Bajo,13.7,en_riesgo
11.9,40.2,16.9,1,41.0,Medio,9.9,reprobado
23.5,94.3,6.1,1,22.0,Medio,14.8,aprobado
8.4,63.3,5.8,0,0.0,Bajo,9.3,reprobado
26.6,55.5,5.4,0,0.0,Medio,13.0,en_riesgo
2.8,79.3,18.0,1,26.0,Alto,13.7,en_riesgo
15.7,43.7,7.5,0,0.0,Alto,8.8,reprobado
24.5,96.0,12.2,0,0.0,Alto,19.0,aprobado
7.2,86.5,18.9,1,23.0,Bajo,14.4,aprobado
18.7,83.2,9.5,0,0.0,Medio,16.7,aprobado
13.3,44.7,12.7,1,24.0,Bajo,11.7,en_riesgo
20.5,74.6,17.8,1,21.0,Alto,19.4,aprobado
2.8,58.1,,1,14.0,Bajo,11.1,en_riesgo
22.3,45.0,11.2,0,0.0,Medio,13.6,en_riesgo
5.3,82.5,11.9,1,34.0,Medio,10.8,reprobado
22.0,46.1,6.9,0,0.0,Medio,13.1,en_riesgo
28.6,93.6,17.1,0,0.0,Medio,20.0,aprobado
22.6,75.5,16.8,1,40.0,Bajo,18.3,aprobado
6.6,68.6,19.7,1,39.0,ALTO,14.0,aprobado
8.2,54.5,11.5,1,32.0,Medio,6.9,reprobado
10.4,76.9,14.7,0,0.0,Medio,14.4,aprobado
4.8,69.2,,0,0.0,alto,13.8,en_riesgo
10.2,93.1,19.6,1,12.0,Bajo,14.7,aprobado
18.6,96.9,5.9,0,0.0,bajo,11.3,en_riesgo
18.2,55.1,12.4,1,21.0,Alto,16.0,aprobado
8.1,74.9,7.7,1,13.0,Bajo,8.3,reprobado
19.1,86.8,19.1,0,0.0,Medio,18.6,aprobado
12.4,70.8,18.4,0,0.0,Alto,15.5,aprobado
21.8,80.5,16.4,1,9.0,Bajo,16.6,aprobado
15.6,93.3,10.8,0,0.0,Medio,16.3,aprobado
22.9,62.8,,1,43.0,Alto,15.6,aprobado
29.7,98.3,11.3,1,8.0,Medio,20.0,aprobado
29.0,98.7,10.2,1,28.0,Medio,18.5,aprobado
1.6,67.0,7.4,1,35.0,Alto,7.6,reprobado
5.1,92.8,8.5,1,9.0,Bajo,9.5,reprobado
2.1,78.9,16.3,0,0.0,Alto,13.7,en_riesgo
3.2,61.4,15.8,1,8.0,Alto,14.6,aprobado
1.3,41.7,15.9,0,0.0,Medio,9.3,reprobado
21.9,89.1,18.6,1,31.0,Bajo,16.3,aprobado
22.1,62.7,11.0,1,42.0,Bajo,11.9,en_riesgo
17.3,82.5,9.8,1,23.0,Medio,13.7,en_riesgo
7.3,73.0,8.1,0,0.0,Medio,11.4,en_riesgo
29.6,79.4,8.3,0,0.0,Bajo,16.6,aprobado
29.9,97.7,9.2,0,0.0,alto,20.0,aprobado
28.9,73.0,15.7,0,0.0,Alto,20.0,aprobado
29.7,75.0,11.3,0,0.0,Alto,19.0,aprobado
,65.5,7.9,1,27.0,Alto,9.5,reprobado
6.8,77.2,13.8,1,10.0,Medio,13.0,en_riesgo
27.6,91.2,5.4,0,0.0,Medio,17.8,aprobado
,50.3,6.8,0,0.0,Bajo,7.5,reprobado
21.3,82.1,16.7,0,0.0,Bajo,20.0,aprobado
25.9,67.5,7.8,0,0.0,Bajo,13.8,en_riesgo
4.4,45.1,8.5,0,0.0,ALTO,9.7,reprobado
10.4,63.6,10.4,1,13.0,Medio,11.4,en_riesgo
9.9,97.1,16.6,0,0.0,Bajo,13.7,en_riesgo
12.0,94.5,10.8,1,37.0,Bajo,13.6,en_riesgo
1.9,98.4,14.0,0,0.0,Bajo,11.5,en_riesgo
28.6,44.7,16.3,0,0.0,Bajo,16.4,aprobado
2.6,93.8,17.2,1,30.0,Medio,11.9,en_riesgo
7.6,97.0,10.9,1,10.0,Bajo,13.7,en_riesgo
3.6,49.0,6.6,0,0.0,Medio,7.3,reprobado
22.6,87.6,5.8,0,0.0,Bajo,15.0,aprobado
19.4,59.8,13.7,0,0.0,Alto,16.3,aprobado
9.6,74.3,16.0,0,0.0,Bajo,15.0,aprobado
15.5,67.8,7.6,0,0.0,Bajo,13.1,en_riesgo
6.4,84.6,9.1,0,0.0,Alto,10.8,reprobado
,81.0,13.6,0,0.0,Alto,14.2,aprobado
24.5,43.3,12.2,1,35.0,Bajo,12.2,en_riesgo
5.4,61.3,17.3,0,0.0,Alto,15.0,aprobado
26.8,46.4,8.8,0,0.0,Alto,15.7,aprobado
,80.6,9.0,1,36.0,Medio,14.0,aprobado
,59.3,12.5,1,26.0,Alto,15.1,aprobado
25.5,47.7,9.7,0,0.0,Bajo,12.9,en_riesgo
20.6,63.6,12.7,0,0.0,Alto,17.5,aprobado
17.7,75.4,5.8,1,32.0,Medio,10.7,reprobado
15.3,51.7,13.7,0,0.0,Alto,15.5,aprobado
17.3,79.7,15.4,1,0.0,Bajo,13.4,en_riesgo
26.2,91.4,6.7,1,15.0,Alto,14.8,aprobado
19.3,98.2,16.2,0,0.0,Medio,17.1,aprobado
22.1,88.9,5.2,0,0.0,Bajo,13.7,en_riesgo
18.6,61.6,15.7,0,0.0,BAJO,15.1,aprobado
1.2,48.4,12.8,0,0.0,Medio,7.8,reprobado
28.9,77.0,10.4,0,0.0,Bajo,16.9,aprobado
23.0,52.4,8.1,0,0.0,Alto,15.2,aprobado
7.9,54.1,,0,0.0,Medio,11.4,en_riesgo
20.5,80.9,14.8,1,45.0,BAJO,14.8,aprobado
1.9,72.1,17.6,0,0.0,Bajo,9.6,reprobado
7.2,49.0,7.3,0,0.0,Medio,7.9,reprobado
10.5,82.8,13.1,0,0.0,Medio,13.4,en_riesgo
10.5,89.8,10.4,1,23.0,Bajo,10.7,reprobado
26.8,77.5,14.7,1,33.0,Medio,17.8,aprobado
2.2,55.3,16.9,0,0.0,Bajo,14.2,aprobado
7.6,95.3,15.8,1,34.0,Medio,12.8,en_riesgo
21.1,82.2,10.1,0,0.0,Medio,14.3,aprobado
14.7,93.1,15.0,1,34.0,Alto,13.7,en_riesgo
11.0,58.7,7.0,1,21.0,Bajo,8.0,reprobado
2.1,70.5,11.9,0,0.0,Alto,9.0,reprobado
27.1,84.4,6.2,1,39.0,Medio,12.6,en_riesgo
28.1,86.0,10.0,0,0.0,Bajo,14.7,aprobado
21.7,67.4,15.5,0,0.0,Bajo,17.7,aprobado
26.2,48.4,18.4,0,0.0,Bajo,19.4,aprobado
23.4,98.7,8.0,0,0.0,Alto,17.2,aprobado
19.1,89.4,,1,41.0,Medio,10.9,reprobado
12.6,86.4,11.1,1,27.0,Medio,12.1,en_riesgo
7.8,51.5,14.1,0,0.0,Bajo,12.1,en_riesgo
7.4,91.6,18.4,0,0.0,Medio,14.6,aprobado
25.3,63.6,11.6,1,26.0,Medio,17.3,aprobado
14.9,46.2,17.7,1,30.0,Bajo,10.6,reprobado
5.8,83.3,5.5,0,0.0,Alto,8.7,reprobado
13.0,46.7,18.0,0,0.0,Medio,14.8,aprobado
7.5,55.2,19.2,0,0.0,MEDIO,14.1,aprobado
29.2,48.4,16.7,1,27.0,Alto,18.2,aprobado
8.9,87.7,13.0,1,17.0,Medio,11.1,en_riesgo
23.0,90.3,,0,0.0,Alto,20.0,aprobado
8.7,41.5,9.9,0,0.0,Medio,8.4,reprobado
3.3,58.2,8.7,1,41.0,Alto,8.5,reprobado
5.6,60.5,7.9,1,29.0,Bajo,8.9,reprobado
19.0,53.3,13.7,0,0.0,Alto,17.2,aprobado
1.6,69.9,16.5,1,28.0,Medio,11.7,en_riesgo
19.1,95.7,18.7,0,0.0,Alto,20.0,aprobado
5.8,73.5,14.2,0,0.0,Alto,12.6,en_riesgo
16.7,69.4,12.3,0,0.0,Alto,15.9,aprobado
22.2,58.2,19.1,0,0.0,Bajo,16.8,aprobado
26.2,77.9,17.5,0,0.0,Medio,19.5,aprobado
25.4,98.5,5.6,1,19.0,Medio,14.7,aprobado
5.4,53.6,18.1,0,0.0,Bajo,12.0,en_riesgo
,44.9,17.8,0,0.0,Bajo,10.9,reprobado
,75.0,17.7,1,34.0,Medio,16.8,aprobado
1.5,73.6,12.2,0,0.0,Alto,10.9,reprobado
10.1,81.5,18.4,1,33.0,Bajo,15.5,aprobado
13.8,89.3,6.3,1,14.0,Medio,11.7,en_riesgo
15.8,56.4,9.5,0,0.0,Medio,13.0,en_riesgo
7.8,56.2,11.0,0,0.0,Medio,9.0,reprobado
12.5,53.1,6.7,0,0.0,Medio,10.6,reprobado
,46.9,7.4,0,0.0,Medio,6.6,reprobado
28.8,83.1,8.2,1,32.0,Bajo,14.4,aprobado
24.4,45.5,11.3,1,19.0,Alto,16.0,aprobado
9.5,59.4,14.6,0,0.0,Bajo,13.8,en_riesgo
16.3,45.8,7.6,1,16.0,Medio,10.1,reprobado
7.3,89.7,8.7,0,0.0,Alto,11.7,en_riesgo
28.1,66.2,9.7,0,0.0,Bajo,15.6,aprobado
17.9,42.3,12.8,1,45.0,Medio,11.2,en_riesgo
7.8,57.1,12.8,0,0.0,Medio,13.8,en_riesgo
4.1,74.3,12.1,0,0.0,Alto,11.8,en_riesgo
13.4,75.0,6.5,0,0.0,Medio,11.0,en_riesgo
,63.3,12.5,0,0.0,Bajo,13.6,en_riesgo
21.6,45.5,12.3,0,0.0,medio,13.4,en_riesgo
20.9,84.1,7.8,0,0.0,Bajo,13.9,en_riesgo
27.2,42.4,13.2,0,0.0,Bajo,16.8,aprobado
14.8,66.9,5.4,0,0.0,Medio,11.3,en_riesgo
16.5,62.3,10.3,0,0.0,Alto,13.9,en_riesgo
22.3,97.9,11.4,0,0.0,Bajo,16.1,aprobado
,54.5,12.0,1,21.0,Alto,12.6,en_riesgo
26.5,73.9,17.7,0,0.0,Medio,20.0,aprobado
12.1,98.5,10.0,1,28.0,Alto,15.3,aprobado
,80.9,13.4,0,0.0,Medio,18.0,aprobado
25.3,69.0,11.4,0,0.0,Medio,16.2,aprobado
10.9,89.8,16.8,1,28.0,Medio,15.2,aprobado
27.7,92.4,8.1,0,0.0,Bajo,16.8,aprobado
10.2,63.2,17.4,1,31.0,Medio,12.4,en_riesgo
3.8,90.7,,0,0.0,Bajo,8.1,reprobado
10.5,92.5,13.0,0,0.0,Bajo,14.3,aprobado
,99.4,17.0,1,9.0,Medio,18.7,aprobado
19.3,58.8,11.5,1,13.0,Alto,14.5,aprobado
9.1,89.4,11.3,0,0.0,Medio,12.8,en_riesgo
9.7,54.3,13.1,0,0.0,Alto,11.1,en_riesgo
1.0,84.5,14.9,1,46.0,Alto,12.1,en_riesgo
2.7,68.1,15.6,0,0.0,Bajo,11.8,en_riesgo
21.4,67.6,,0,0.0,Medio,20.0,aprobado
19.0,75.8,6.5,1,25.0,Bajo,9.6,reprobado
19.6,70.5,16.5,0,0.0,Medio,16.0,aprobado
16.5,87.7,15.2,1,0.0,Medio,17.9,aprobado
25.4,82.7,12.7,0,0.0,Bajo,18.6,aprobado
27.8,95.7,,1,31.0,Medio,17.9,aprobado
15.3,92.2,9.8,0,0.0,Bajo,12.9,en_riesgo
15.6,51.4,12.2,1,28.0,Alto,10.6,reprobado
21.9,59.2,,1,16.0,Medio,12.5,en_riesgo
27.5,91.4,6.6,0,0.0,BAJO,16.6,aprobado
27.6,68.7,6.4,0,0.0,MEDIO,15.0,aprobado
28.1,91.1,,1,28.0,Medio,16.0,aprobado
7.9,65.3,14.4,0,0.0,Bajo,11.7,en_riesgo
19.4,70.0,10.3,1,18.0,Medio,13.7,en_riesgo
8.7,85.4,10.9,0,0.0,Alto,16.4,aprobado
10.9,59.2,,0,0.0,Medio,15.5,aprobado
18.9,64.7,5.9,1,36.0,Medio,10.7,reprobado
8.3,77.0,8.0,1,28.0,Medio,9.5,reprobado
5.2,86.8,9.4,0,0.0,BAJO,13.0,en_riesgo
6.3,56.0,9.8,1,19.0,Medio,7.2,reprobado
26.0,82.7,8.6,0,0.0,Medio,17.4,aprobado
,87.0,,0,0.0,Medio,17.1,aprobado
,65.2,11.6,1,9.0,Medio,12.5,en_riesgo
12.1,61.1,6.7,1,24.0,Bajo,7.1,reprobado
18.3,92.8,14.7,1,43.0,Bajo,15.8,aprobado
6.5,66.3,16.4,0,0.0,Medio,12.6,en_riesgo
21.9,60.4,,0,0.0,Bajo,16.4,aprobado
27.3,87.8,,1,45.0,Bajo,15.4,aprobado
12.3,83.8,15.3,0,0.0,Medio,13.9,en_riesgo
20.4,79.5,15.1,0,0.0,Medio,16.8,aprobado
18.0,50.9,,0,0.0,Medio,13.7,en_riesgo
13.0,99.7,13.3,0,0.0,Alto,18.6,aprobado
,62.2,13.7,1,29.0,Alto,15.6,aprobado
11.4,97.5,9.5,1,39.0,Medio,10.9,reprobado
8.4,65.6,9.2,0,0.0,Bajo,9.1,reprobado
5.4,82.1,9.2,0,0.0,Bajo,9.5,reprobado
6.0,86.4,14.4,0,0.0,Medio,14.1,aprobado
28.1,56.7,18.5,1,23.0,Bajo,18.7,aprobado
,89.7,,0,0.0,Medio,14.1,aprobado
18.4,74.9,9.2,1,16.0,Medio,15.4,aprobado
6.8,95.5,13.0,1,22.0,Bajo,10.2,reprobado
18.3,83.1,12.1,0,0.0,Bajo,15.4,aprobado
26.2,78.5,5.5,0,0.0,Medio,12.3,en_riesgo
12.1,43.1,11.6,0,0.0,Medio,11.6,en_riesgo
27.9,48.6,10.9,0,0.0,Medio,16.8,aprobado
15.8,94.0,12.3,1,14.0,Medio,17.0,aprobado
23.5,66.0,15.2,0,0.0,Bajo,16.5,aprobado
11.2,83.7,11.1,1,14.0,Bajo,12.5,en_riesgo
25.1,61.6,19.6,1,31.0,Bajo,18.9,aprobado
19.8,41.0,17.7,0,0.0,Medio,16.3,aprobado
15.4,95.7,19.5,1,37.0,Medio,17.6,aprobado
19.0,84.1,,0,0.0,Medio,18.0,aprobado
5.7,92.2,,0,0.0,Medio,13.7,en_riesgo
10.0,59.4,8.0,1,45.0,BAJO,8.2,reprobado
28.3,81.1,7.4,1,10.0,Medio,14.3,aprobado
26.5,87.2,7.4,1,38.0,Alto,15.9,aprobado
9.4,62.3,18.5,0,0.0,Medio,14.2,aprobado
26.6,85.7,6.5,1,17.0,Medio,15.5,aprobado
1.9,90.0,18.8,1,20.0,Medio,12.4,en_riesgo
25.2,83.7,,1,32.0,Alto,17.3,aprobado
4.5,51.1,14.1,1,32.0,Medio,8.0,reprobado
24.9,41.8,19.5,0,0.0,Alto,20.0,aprobado
19.8,60.5,7.2,1,24.0,Alto,11.5,en_riesgo
5.2,99.3,5.9,1,18.0,Medio,8.0,reprobado
17.4,81.5,5.3,1,45.0,Medio,10.6,reprobado
19.2,74.3,,0,0.0,Bajo,14.1,aprobado
16.0,51.9,18.9,1,42.0,Medio,14.8,aprobado
12.1,98.6,18.3,0,0.0,Medio,17.3,aprobado
14.2,44.0,16.7,1,22.0,Alto,15.4,aprobado
11.4,74.7,13.9,0,0.0,Medio,13.8,en_riesgo
22.3,76.6,11.7,0,0.0,Alto,15.9,aprobado
27.5,51.5,5.9,0,0.0,Medio,13.4,en_riesgo
10.6,53.3,12.9,0,0.0,Medio,12.6,en_riesgo
28.3,92.2,10.8,0,0.0,Bajo,18.9,aprobado
14.9,72.5,11.4,0,0.0,Medio,13.7,en_riesgo
7.3,93.0,16.4,0,0.0,Bajo,13.4,en_riesgo
17.3,61.1,,1,18.0,Bajo,10.3,reprobado
16.2,90.0,6.5,0,0.0,Alto,14.5,aprobado
,83.8,10.1,0,0.0,Medio,12.3,en_riesgo
6.5,58.4,7.8,1,45.0,Bajo,5.7,reprobado
22.7,53.1,18.0,1,33.0,Bajo,17.2,aprobado
19.3,61.1,,1,30.0,Bajo,17.7,aprobado
19.1,57.8,8.7,0,0.0,Medio,16.6,aprobado
10.6,54.8,10.8,0,0.0,Alto,11.6,en_riesgo
22.5,80.9,17.0,0,0.0,Alto,20.0,aprobado
,52.5,7.9,0,0.0,Alto,9.9,reprobado
26.9,89.8,17.9,0,0.0,Alto,20.0,aprobado
3.2,54.8,9.7,1,46.0,Alto,7.6,reprobado
1.1,47.8,11.9,0,0.0,Alto,10.5,reprobado
20.7,85.4,14.8,0,0.0,Medio,19.5,aprobado
17.8,78.1,18.6,1,34.0,Bajo,16.9,aprobado
12.3,62.1,19.1,0,0.0,Bajo,13.9,en_riesgo
14.3,82.5,8.0,1,34.0,Medio,12.0,en_riesgo
10.3,98.9,15.3,0,0.0,MEDIO,13.5,en_riesgo
9.4,83.3,12.3,1,15.0,Medio,14.8,aprobado
8.9,79.3,17.7,1,20.0,Bajo,13.6,en_riesgo
21.5,48.1,8.1,0,0.0,Medio,11.9,en_riesgo
25.1,87.6,15.0,1,19.0,Medio,17.7,aprobado
9.5,70.8,9.3,1,33.0,Bajo,10.5,reprobado
,58.1,12.4,0,0.0,Bajo,13.6,en_riesgo
10.0,75.8,8.5,0,0.0,Bajo,9.1,reprobado
24.5,53.2,18.6,0,0.0,Bajo,18.0,aprobado
7.1,66.9,19.5,1,11.0,Medio,13.6,en_riesgo
21.0,72.6,11.7,0,0.0,Medio,15.4,aprobado
15.7,79.4,,0,0.0,Medio,12.6,en_riesgo
,48.0,6.1,1,46.0,BAJO,1.8,reprobado
6.4,53.3,8.6,1,11.0,Medio,7.0,reprobado
2.4,96.1,8.2,1,20.0,bajo,8.2,reprobado
