ciudad,temperatura_c,humedad_pct,velocidad_viento_kmh,num_vehiculos_zona,nivel_pm25,indice_calidad_aire,nivel_alerta
Piura,21.3,82.6,7.0,40107.0,137.47,416.4,danino
Trujillo,10.7,67.8,32.5,15955.0,25.77,113.0,danino
Arequipa,32.7,,39.0,8149.0,65.08,175.6,danino
Arequipa,14.4,76.9,38.9,33445.0,85.56,287.7,danino
Piura,24.0,71.2,36.9,30759.0,133.09,356.7,danino
Piura,31.5,65.4,13.5,18060.0,80.54,247.8,danino
Arequipa,33.6,54.0,15.0,42976.0,99.73,365.5,danino
Cusco,26.6,60.5,3.2,23853.0,86.61,282.0,danino
Trujillo,30.8,54.2,25.2,1681.0,97.15,213.7,danino
Trujillo,21.6,78.7,25.6,15940.0,88.86,234.4,danino
Cusco,17.6,52.7,4.8,27395.0,124.96,338.5,danino
Piura,19.1,58.1,29.4,16699.0,36.22,132.6,danino
Trujillo,12.3,55.6,32.5,35401.0,142.07,380.4,danino
Trujillo,22.3,69.7,6.7,9715.0,65.49,196.5,danino
Cusco,19.0,44.7,3.3,26782.0,,189.4,danino
Lima,34.8,61.2,36.5,30305.0,87.34,292.4,danino
Piura,17.9,45.5,28.8,47798.0,13.95,187.6,danino
Trujillo,25.1,87.5,4.6,16701.0,65.65,234.1,danino
Piura,12.4,53.8,6.1,44696.0,16.93,223.0,danino
Arequipa,34.1,,10.1,39729.0,99.59,357.6,danino
Piura,16.7,91.1,27.7,44916.0,,321.3,danino
Cusco,11.5,48.6,28.7,10720.0,87.57,197.9,danino
Piura,25.4,84.3,29.4,30994.0,111.59,318.3,danino
Trujillo,33.5,50.6,4.7,41968.0,75.03,331.1,danino
Trujillo,12.1,,9.7,34276.0,90.57,314.2,danino
Lima,22.8,62.9,27.5,43092.0,144.98,451.7,danino
Cusco,25.5,32.2,31.9,14990.0,135.73,298.9,danino
Piura,24.0,91.8,31.5,8235.0,71.8,186.1,danino
Trujillo,19.4,34.0,11.7,41600.0,60.81,305.2,danino
Cusco,21.5,40.6,9.2,2988.0,140.64,290.2,danino
Cusco,30.7,42.9,30.1,35698.0,139.93,365.3,danino
Cusco,28.5,73.7,29.2,10814.0,51.6,148.8,danino
Piura,29.1,82.6,29.6,36516.0,117.24,356.3,danino
Lima,32.7,77.6,38.5,41781.0,63.4,292.6,danino
Arequipa,18.0,65.6,3.0,23713.0,140.43,396.0,danino
Cusco,27.4,91.8,28.1,47504.0,105.76,362.9,danino
Lima,15.3,30.7,7.3,22605.0,95.78,321.7,danino
Lima,17.8,80.0,8.0,19515.0,146.56,402.2,danino
Arequipa,25.1,56.1,28.5,46896.0,91.07,343.7,danino
Piura,28.2,63.9,35.5,12543.0,89.62,221.9,danino
Lima,25.9,94.1,12.4,20369.0,59.65,256.5,danino
Lima,26.7,92.5,25.8,223449.0,,422.2,danino
Trujillo,32.3,59.8,9.4,14454.0,37.49,168.6,danino
Arequipa,14.5,88.1,37.6,20706.0,20.45,122.9,danino
Lima,16.0,81.9,7.2,2584.0,,329.1,danino
Cusco,18.3,30.8,8.4,30757.0,149.51,401.1,danino
arequipa,34.5,89.7,4.1,25023.0,133.89,397.9,danino
Piura,21.6,44.1,8.0,15724.0,144.64,368.8,danino
Trujillo,26.6,45.1,19.9,30807.0,86.04,288.9,danino
Piura,21.3,78.6,25.7,40439.0,116.18,366.9,danino
Piura,14.1,71.2,2.9,9941.0,89.5,241.7,danino
Trujillo,16.2,56.8,39.7,10586.0,137.28,302.1,danino
Trujillo,14.3,60.1,18.9,27597.0,59.49,221.4,danino
Piura,12.7,76.1,32.4,14693.0,102.21,244.1,danino
Arequipa,32.5,75.9,24.2,26913.0,,187.9,danino
Lima,21.8,80.3,20.5,33488.0,145.21,430.0,danino
Trujillo,14.0,83.0,4.6,46700.0,122.16,419.8,danino
Cusco,29.9,52.4,7.2,45629.0,24.5,237.0,danino
Lima,30.0,69.4,39.0,10936.0,14.54,113.5,danino
Trujillo,15.2,50.9,5.5,15276.0,25.69,118.4,danino
Trujillo,28.7,84.2,11.3,48505.0,112.21,390.7,danino
Trujillo,32.1,57.4,17.9,35966.0,99.91,338.8,danino
Cusco,31.4,83.1,12.0,11266.0,10.67,106.1,danino
Cusco,28.1,68.3,31.3,14584.0,,286.6,danino
Piura,29.4,44.2,5.1,43484.0,9.4,192.0,danino
Cusco,17.1,41.2,24.2,22136.0,26.21,151.2,danino
Trujillo,34.8,38.0,34.9,29710.0,82.57,273.2,danino
Piura,23.3,52.5,18.4,320347.0,12.43,130.3,danino
Piura,13.2,49.8,30.8,28858.0,149.49,378.8,danino
Arequipa,23.6,88.1,8.4,40737.0,8.82,200.9,danino
Cusco,20.0,68.8,4.3,30618.0,29.35,197.2,danino
Arequipa,21.1,68.8,8.2,44899.0,7.26,215.6,danino
Cusco,29.1,90.6,29.1,14002.0,,128.3,danino
Trujillo,30.2,33.9,25.3,38517.0,96.89,312.3,danino
Cusco,14.5,79.8,2.5,33210.0,80.58,289.0,danino
Trujillo,33.9,52.8,25.1,32422.0,19.91,180.1,danino
Cusco,28.8,41.4,15.6,4883.0,122.77,275.8,danino
Piura,15.1,85.6,30.0,20155.0,90.83,248.1,danino
Cusco,16.2,36.6,31.7,13433.0,70.21,191.2,danino
Lima,13.9,50.3,19.3,26922.0,118.66,355.7,danino
Arequipa,26.4,54.7,38.5,14239.0,40.99,146.6,danino
CUSCO,31.3,38.4,18.7,38177.0,144.48,413.2,danino
Lima,30.0,76.0,4.5,5581.0,131.63,336.0,danino
Trujillo,23.8,,31.9,3048.0,,130.2,danino
Cusco,12.7,61.8,5.2,38650.0,,203.8,danino
Arequipa,13.4,84.4,26.4,33132.0,20.89,181.4,danino
Trujillo,32.5,77.8,22.4,35878.0,,202.1,danino
Cusco,23.9,,7.2,5636.0,47.73,153.0,danino
Trujillo,10.8,44.3,21.2,48786.0,6.12,198.9,danino
Piura,15.9,43.5,30.9,26961.0,,163.0,danino
Piura,24.1,64.6,38.7,34794.0,94.93,299.4,danino
Cusco,22.4,45.2,9.0,4770.0,134.36,310.7,danino
Piura,16.5,,35.2,20885.0,61.24,180.2,danino
Cusco,27.6,75.4,37.2,351872.0,62.39,203.3,danino
Arequipa,20.1,52.0,32.0,17727.0,,323.3,danino
Lima,32.4,45.2,19.3,11490.0,59.38,216.2,danino
Lima,24.8,49.5,7.8,8915.0,92.23,282.3,danino
Arequipa,32.4,58.1,36.5,18689.0,47.33,160.6,danino
Lima,21.7,86.8,31.1,312115.0,55.07,154.6,danino
Piura,23.8,42.3,36.9,37298.0,129.39,340.2,danino
Arequipa,20.8,53.3,29.3,46363.0,144.73,436.0,danino
Trujillo,17.1,94.3,17.2,42706.0,105.38,362.6,danino
Cusco,19.5,76.1,10.1,28662.0,145.25,397.2,danino
Arequipa,13.3,74.6,20.9,22565.0,120.19,336.2,danino
Cusco,15.1,69.9,37.7,21340.0,75.7,221.2,danino
Piura,14.6,84.7,28.3,28699.0,19.48,155.2,danino
Cusco,13.7,70.9,23.7,10237.0,42.98,113.7,danino
Cusco,24.1,50.9,17.9,30464.0,80.58,260.6,danino
TRUJILLO,31.7,74.4,24.7,15931.0,,95.1,moderado
Trujillo,14.7,36.8,6.8,35880.0,125.16,388.6,danino
Arequipa,13.7,55.9,25.4,8538.0,81.31,213.0,danino
Cusco,12.7,86.5,28.4,8120.0,,152.0,danino
Arequipa,21.4,56.2,6.2,36729.0,139.79,454.4,danino
AREQUIPA,34.1,67.5,21.7,43987.0,39.61,259.7,danino
Lima,19.9,77.6,19.9,26879.0,143.14,396.4,danino
Arequipa,26.4,41.2,11.4,28550.0,51.77,242.6,danino
Trujillo,11.5,40.4,27.8,10214.0,13.12,78.9,moderado
Cusco,19.4,75.1,34.2,621.0,96.44,200.8,danino
Arequipa,23.1,53.3,8.8,4318.0,127.45,298.7,danino
Piura,29.4,,13.6,49164.0,45.74,275.1,danino
Arequipa,25.7,90.3,23.2,22799.0,18.36,152.1,danino
Trujillo,27.3,67.5,14.5,25383.0,69.91,265.0,danino
Arequipa,16.9,34.0,38.0,326159.0,142.32,403.1,danino
Piura,18.7,60.8,2.7,43651.0,65.92,306.3,danino
Arequipa,17.4,38.7,31.6,19092.0,59.83,187.6,danino
Arequipa,15.4,82.5,14.3,35655.0,19.98,221.6,danino
Piura,23.9,57.1,11.2,23723.0,139.85,375.7,danino
Trujillo,12.3,39.2,35.6,24267.0,117.51,296.5,danino
Piura,24.9,75.2,26.5,15298.0,43.94,155.4,danino
Arequipa,15.0,88.5,22.8,11024.0,,92.3,moderado
Lima,24.2,47.6,22.5,11490.0,125.17,329.5,danino
Lima,18.4,42.3,12.9,46399.0,133.74,465.8,danino
Arequipa,25.9,40.7,22.5,24770.0,63.43,243.2,danino
Piura,29.4,54.0,30.6,26974.0,,160.1,danino
Piura,29.9,39.3,29.1,19935.0,62.65,196.9,danino
Cusco,14.8,70.6,38.0,20284.0,,234.3,danino
Cusco,11.2,65.6,20.1,46007.0,124.47,400.2,danino
Piura,24.6,83.6,21.7,9130.0,143.93,328.7,danino
Trujillo,14.2,,15.3,3270.0,148.67,322.6,danino
Trujillo,23.9,49.1,5.9,47754.0,122.73,434.8,danino
Piura,18.7,92.7,13.2,4783.0,64.35,180.2,danino
Cusco,15.5,91.5,37.9,338552.0,,250.8,danino
Lima,20.4,45.7,33.4,45980.0,15.13,199.5,danino
Trujillo,24.5,73.1,6.5,10760.0,62.09,210.3,danino
Cusco,13.5,,23.2,45191.0,117.57,358.6,danino
Cusco,21.8,94.3,32.4,33203.0,,377.8,danino
Cusco,18.0,47.2,35.1,4011.0,135.53,265.1,danino
Piura,10.8,86.7,7.4,44220.0,126.71,408.8,danino
Arequipa,23.6,31.2,16.7,42882.0,83.05,335.2,danino
Lima,29.3,30.7,27.9,48761.0,36.36,262.9,danino
Trujillo,15.5,,10.0,40748.0,41.77,250.4,danino
Trujillo,18.4,80.9,29.3,48202.0,72.08,305.4,danino
Cusco,19.3,41.8,20.0,48954.0,127.91,434.0,danino
Cusco,26.3,69.7,29.3,30408.0,,295.4,danino
Piura,20.6,59.6,24.9,29411.0,103.85,311.2,danino
Cusco,12.2,54.0,33.0,9874.0,75.79,185.2,danino
Arequipa,21.9,67.3,20.5,39460.0,125.9,406.7,danino
Trujillo,28.0,37.0,9.2,31860.0,109.64,337.6,danino
Lima,14.3,45.3,27.8,35367.0,115.52,383.9,danino
Piura,18.4,47.5,34.4,7055.0,76.72,182.3,danino
Arequipa,15.9,83.3,22.5,27860.0,69.86,249.4,danino
Arequipa,19.4,71.2,37.2,16163.0,35.53,132.7,danino
Piura,11.3,79.5,34.7,46211.0,60.63,266.7,danino
Arequipa,12.2,52.4,27.6,45445.0,136.21,402.5,danino
Cusco,19.2,38.8,36.3,3962.0,111.57,196.6,danino
Piura,12.0,78.3,28.4,21742.0,68.64,206.8,danino
Cusco,16.5,61.1,22.1,18545.0,7.77,102.8,danino
Cusco,23.0,88.8,20.2,1260.0,119.74,263.4,danino
Cusco,14.9,75.0,21.9,20739.0,76.77,222.6,danino
Arequipa,24.9,93.6,15.5,12441.0,,220.7,danino
Piura,31.7,47.8,3.0,13129.0,61.27,213.0,danino
Trujillo,23.8,68.5,22.8,29984.0,50.97,224.6,danino
Lima,12.5,63.1,38.9,7416.0,135.47,302.3,danino
Arequipa,18.2,40.9,28.7,9288.0,73.46,199.8,danino
Lima,24.1,46.6,38.8,12343.0,81.99,210.7,danino
Trujillo,24.7,71.2,25.0,9013.0,128.12,296.6,danino
TRUJILLO,19.0,36.5,18.7,20758.0,90.13,258.4,danino
Trujillo,15.0,,36.4,6188.0,64.9,157.3,danino
Trujillo,32.9,33.9,15.9,47103.0,80.64,321.2,danino
Lima,12.9,45.8,23.7,36583.0,,193.2,danino
Cusco,30.7,53.5,33.2,1193.0,123.09,236.2,danino
Lima,29.9,74.7,11.9,6985.0,112.51,298.4,danino
Piura,28.2,,8.0,18856.0,50.75,207.9,danino
Arequipa,28.1,36.6,32.6,37575.0,7.9,178.2,danino
Trujillo,26.2,58.6,38.8,6413.0,80.24,192.5,danino
Lima,17.4,34.9,10.6,16512.0,,164.9,danino
Arequipa,11.1,63.0,39.7,16969.0,41.39,151.8,danino
Lima,28.9,80.9,38.2,36389.0,130.17,387.4,danino
Piura,30.0,,20.6,6475.0,113.53,257.8,danino
Lima,33.9,93.7,5.7,14524.0,14.29,155.1,danino
LIMA,19.3,37.2,30.1,41651.0,137.77,416.1,danino
Piura,31.1,74.6,35.3,28348.0,136.32,354.9,danino
AREQUIPA,17.2,48.9,27.1,39843.0,101.66,337.1,danino
Piura,33.4,74.4,10.0,40338.0,39.07,251.9,danino
Piura,12.0,45.9,21.0,6863.0,20.42,92.7,moderado
Lima,28.8,31.4,32.6,49910.0,135.03,442.5,danino
Trujillo,30.6,75.5,12.6,29193.0,51.31,236.6,danino
Trujillo,17.1,83.8,12.6,27676.0,144.7,404.4,danino
Cusco,27.4,77.5,2.8,30267.0,67.75,283.1,danino
Arequipa,18.2,,15.8,43447.0,45.95,272.4,danino
Piura,19.2,66.1,33.9,31269.0,119.2,336.4,danino
Arequipa,10.2,75.2,3.0,32278.0,17.43,202.1,danino
Lima,25.7,77.9,36.0,31530.0,72.11,282.5,danino
Lima,14.7,,16.6,14898.0,14.85,151.4,danino
Lima,29.1,73.7,2.9,40519.0,78.12,354.0,danino
Arequipa,11.3,33.6,14.7,26272.0,85.31,288.0,danino
Arequipa,33.1,53.8,26.4,27143.0,10.43,142.3,danino
Trujillo,15.4,51.2,26.7,4729.0,108.61,247.5,danino
Cusco,28.1,52.5,35.8,42057.0,,159.3,danino
Trujillo,35.0,32.8,28.7,33574.0,110.32,333.5,danino
Trujillo,22.1,92.9,19.6,38564.0,148.78,427.2,danino
Piura,18.1,60.2,39.1,42922.0,85.78,281.0,danino
Piura,25.4,37.7,20.2,39152.0,71.98,291.3,danino
Arequipa,27.5,45.9,26.4,29418.0,5.24,147.9,danino
Arequipa,18.2,78.3,38.4,33423.0,146.33,391.0,danino
Cusco,22.8,76.4,24.3,3411.0,,274.8,danino
Cusco,21.6,39.6,14.4,29567.0,75.01,269.1,danino
Arequipa,22.3,57.3,16.6,43344.0,122.19,407.9,danino
Cusco,10.3,88.4,39.2,25215.0,103.63,255.1,danino
Piura,34.6,75.4,9.1,38692.0,81.58,326.0,danino
Lima,13.4,79.8,27.3,42995.0,85.22,341.3,danino
Arequipa,12.5,83.7,23.5,31301.0,121.91,349.6,danino
Arequipa,21.7,71.2,19.6,29840.0,130.55,372.2,danino
Trujillo,29.4,63.8,5.4,30307.0,11.88,170.9,danino
Lima,16.5,89.4,24.6,40167.0,144.82,442.4,danino
Cusco,26.1,72.6,4.0,30865.0,147.47,405.2,danino
Trujillo,20.4,90.2,17.5,34549.0,110.95,354.0,danino
Piura,21.8,77.0,28.8,44005.0,136.84,400.2,danino
Piura,15.3,83.7,22.2,9030.0,124.68,273.8,danino
Trujillo,17.5,72.9,21.9,35300.0,145.19,402.9,danino
Arequipa,27.4,45.9,18.6,8354.0,10.49,110.5,danino
Arequipa,34.7,92.2,21.9,44893.0,78.45,327.5,danino
Arequipa,17.0,73.9,11.9,17066.0,85.03,272.6,danino
Trujillo,17.5,67.6,33.4,25550.0,80.65,263.5,danino
cusco,14.5,45.9,29.3,31004.0,76.35,255.1,danino
Trujillo,26.5,59.7,32.4,25227.0,79.61,243.9,danino
Cusco,30.1,49.7,24.8,15583.0,10.75,108.3,danino
Arequipa,17.2,66.0,38.0,8864.0,30.43,109.7,danino
Arequipa,27.3,70.3,9.4,6748.0,44.63,166.4,danino
Lima,18.6,73.6,13.5,360594.0,99.82,271.0,danino
Lima,32.6,47.0,18.3,36559.0,28.17,225.4,danino
Piura,13.9,,20.1,48712.0,53.87,288.7,danino
Piura,31.3,76.5,15.3,827.0,119.23,272.7,danino
Piura,26.9,79.3,25.5,11872.0,10.59,83.9,moderado
Trujillo,24.1,68.8,16.9,35786.0,,224.8,danino
Cusco,26.6,89.9,6.2,14423.0,105.39,285.5,danino
Cusco,20.4,59.4,16.3,33980.0,66.01,255.2,danino
Arequipa,23.2,44.0,35.4,7651.0,32.31,117.5,danino
Piura,16.3,92.6,25.8,21018.0,141.86,345.7,danino
Lima,24.0,68.4,2.6,46302.0,135.39,469.2,danino
Piura,10.7,51.6,39.2,23290.0,11.81,85.4,moderado
Lima,29.3,79.2,9.2,38688.0,99.62,389.8,danino
Piura,20.0,68.5,4.5,36934.0,,416.8,danino
Piura,18.1,47.1,39.1,2635.0,123.58,259.9,danino
Arequipa,33.1,44.5,30.0,47754.0,123.27,404.7,danino
Lima,21.3,47.3,23.8,34707.0,,423.8,danino
Arequipa,34.3,,5.0,7482.0,34.82,169.2,danino
Trujillo,27.0,43.4,23.7,8252.0,34.5,138.5,danino
Lima,32.4,50.8,31.5,20598.0,115.68,339.2,danino
Lima,28.3,69.7,18.0,45790.0,32.31,270.9,danino
Cusco,20.0,91.6,30.4,35970.0,139.56,381.8,danino
Trujillo,34.9,91.0,31.9,23446.0,43.33,193.5,danino
Arequipa,29.2,79.0,8.4,21538.0,124.73,347.9,danino
TRUJILLO,26.0,61.0,8.9,11806.0,7.72,92.4,moderado
Lima,12.5,55.5,19.7,935.0,16.89,91.3,moderado
cusco,13.6,64.7,36.9,48447.0,7.72,169.2,danino
Arequipa,32.3,37.0,8.5,2659.0,34.2,129.6,danino
Lima,18.0,55.3,2.1,42180.0,119.11,443.1,danino
Arequipa,15.9,86.6,4.3,10472.0,,338.1,danino
Arequipa,21.9,61.3,32.5,38328.0,32.68,208.6,danino
Lima,10.2,63.1,2.5,40142.0,73.37,339.4,danino
Trujillo,18.2,90.6,22.9,15184.0,41.1,155.9,danino
Trujillo,12.7,84.5,24.6,37632.0,13.09,138.9,danino
Arequipa,19.8,39.9,30.4,14596.0,137.36,324.2,danino
lima,15.2,47.1,28.1,225202.0,91.3,298.1,danino
Lima,17.7,44.8,14.6,321536.0,16.8,141.7,danino
Cusco,17.8,94.6,29.4,3995.0,21.4,66.1,moderado
Piura,21.0,62.0,14.7,30165.0,39.96,221.8,danino
Cusco,13.5,53.3,39.0,18777.0,64.1,177.4,danino
Cusco,32.1,56.2,33.7,43857.0,94.83,327.4,danino
Arequipa,24.4,43.9,25.1,24111.0,64.62,219.6,danino
Trujillo,19.5,68.3,35.2,2449.0,56.19,131.3,danino
Trujillo,12.0,62.2,3.1,23347.0,90.65,302.5,danino
Piura,34.5,87.7,33.7,5092.0,92.26,204.9,danino
Arequipa,24.0,89.1,12.5,4480.0,80.17,214.8,danino
Arequipa,19.9,33.8,37.5,49586.0,118.68,399.4,danino
Piura,14.8,64.5,16.6,28142.0,149.47,395.5,danino
Lima,23.5,64.6,30.4,38760.0,62.06,283.7,danino
Cusco,15.1,,7.2,29416.0,,159.3,danino
Piura,15.9,30.9,3.3,16889.0,103.47,299.7,danino
Trujillo,22.1,73.3,31.6,1459.0,46.36,98.1,moderado
Arequipa,26.3,67.2,34.2,31502.0,132.89,370.7,danino
Cusco,23.6,58.4,3.6,49079.0,40.9,268.4,danino
Cusco,16.6,65.2,22.6,25256.0,34.59,196.8,danino
Lima,30.4,58.8,36.3,17761.0,116.82,314.9,danino
Lima,17.3,90.9,29.2,38205.0,25.1,216.0,danino
Trujillo,17.5,90.4,30.8,43889.0,16.92,173.3,danino
Cusco,29.7,81.5,33.3,29408.0,90.57,272.0,danino
Cusco,22.2,82.2,35.0,4645.0,,63.1,moderado
Piura,11.3,46.8,9.1,49235.0,,282.7,danino
Trujillo,31.4,56.9,26.8,41890.0,29.51,218.1,danino
Cusco,32.8,53.1,38.7,44650.0,63.53,245.6,danino
Piura,16.1,91.3,26.3,29811.0,35.52,172.9,danino
Trujillo,15.0,60.7,10.8,833.0,142.01,309.0,danino
Cusco,26.0,76.3,28.5,13912.0,52.88,157.6,danino
Trujillo,14.1,63.1,14.2,19591.0,67.25,222.5,danino
Lima,28.8,86.6,26.7,28287.0,,187.4,danino
Cusco,15.6,50.3,27.9,26334.0,77.08,241.9,danino
Piura,21.8,78.3,37.5,5185.0,135.28,296.5,danino
Arequipa,26.0,41.6,25.2,14531.0,121.22,325.7,danino
Cusco,24.8,63.1,5.2,1034.0,94.34,212.4,danino
Trujillo,15.9,90.5,13.2,15013.0,49.03,184.8,danino
Arequipa,12.7,85.8,21.7,16042.0,24.12,125.7,danino
Piura,31.8,49.2,23.3,16249.0,97.29,272.5,danino
Lima,32.4,78.7,26.6,40864.0,36.4,248.0,danino
Trujillo,12.0,54.3,37.0,26426.0,,122.5,danino
Trujillo,28.9,78.5,36.9,39885.0,118.88,366.4,danino
Trujillo,19.4,35.6,18.9,31300.0,75.73,279.0,danino
Trujillo,14.2,47.2,38.1,23158.0,102.42,256.9,danino
Cusco,15.0,87.6,31.5,40822.0,113.69,336.6,danino
Cusco,34.5,80.9,3.1,1855.0,22.07,92.2,moderado
Trujillo,15.9,55.7,6.5,21733.0,80.1,270.6,danino
Lima,28.1,93.4,13.3,20177.0,56.05,246.5,danino
Trujillo,13.3,74.6,22.5,2624.0,95.39,209.6,danino
AREQUIPA,15.5,61.9,5.1,14030.0,6.18,93.6,moderado
Trujillo,13.9,34.5,18.8,49361.0,33.15,249.6,danino
Arequipa,34.0,67.5,36.4,1010.0,,106.0,danino
Piura,20.0,65.0,34.7,17689.0,47.65,152.3,danino
Cusco,22.0,,18.5,37338.0,39.75,218.1,danino
Cusco,17.5,42.0,28.5,26802.0,92.32,266.6,danino
Lima,23.0,,17.8,28211.0,45.58,253.2,danino
Trujillo,30.5,40.5,16.3,35283.0,66.39,279.3,danino
Cusco,15.8,74.9,32.6,17691.0,,169.0,danino
Trujillo,23.2,64.8,17.5,1311.0,35.38,90.2,moderado
Cusco,15.0,71.8,33.7,24901.0,123.54,329.0,danino
Lima,21.7,65.1,10.5,4957.0,149.38,381.9,danino
Piura,29.4,53.5,16.8,22784.0,,268.1,danino
Trujillo,15.2,59.3,14.3,46646.0,98.43,344.5,danino
Arequipa,18.0,62.7,11.7,29296.0,127.92,376.7,danino
Lima,27.6,48.8,29.6,26055.0,,338.2,danino
Cusco,31.6,71.8,4.2,3545.0,,98.4,moderado
Trujillo,13.5,57.3,21.0,24814.0,19.65,148.3,danino
Lima,33.5,53.6,11.3,49268.0,126.92,474.2,danino
Piura,27.8,48.4,38.0,29950.0,149.82,381.5,danino
Lima,25.3,37.0,7.1,39962.0,29.04,260.4,danino
Piura,26.6,,25.4,45212.0,45.88,228.0,danino
Piura,30.4,45.7,37.7,34751.0,26.77,167.7,danino
Piura,10.9,53.2,2.5,40742.0,,313.3,danino
cusco,20.7,69.0,27.8,32762.0,117.74,334.7,danino
Lima,21.3,,12.2,49591.0,100.43,405.4,danino
Lima,10.5,,32.2,26710.0,29.87,171.1,danino
Trujillo,23.8,81.8,3.6,11875.0,66.46,216.1,danino
Piura,17.2,67.8,38.2,23425.0,,134.8,danino
Piura,13.1,66.5,16.1,299068.0,142.67,369.6,danino
Trujillo,22.1,34.4,20.2,40739.0,37.33,226.7,danino
Lima,24.3,32.1,2.0,33293.0,,431.9,danino
Arequipa,31.9,,9.0,44660.0,128.45,427.8,danino
PIURA,17.8,,29.2,3311.0,123.49,270.0,danino
Trujillo,10.2,75.8,22.0,40245.0,51.49,253.8,danino
Arequipa,26.4,34.8,4.0,3855.0,127.97,315.7,danino
lima,20.7,49.0,34.4,24138.0,6.12,121.2,danino
Trujillo,29.3,67.6,29.5,25727.0,14.49,117.9,danino
Cusco,14.6,90.2,13.7,7128.0,53.2,152.7,danino
Piura,29.8,85.9,12.2,23792.0,35.09,201.2,danino
Arequipa,23.0,80.5,29.3,9864.0,122.28,282.8,danino
Cusco,23.5,73.3,12.4,29267.0,113.07,336.1,danino
Lima,11.1,71.0,14.8,11335.0,87.37,261.5,danino
Trujillo,27.4,,11.0,15174.0,79.58,238.7,danino
Piura,31.8,74.7,20.2,14218.0,139.03,327.7,danino
Arequipa,18.2,94.5,23.4,20670.0,70.65,255.3,danino
Lima,28.6,52.8,29.7,10940.0,6.19,91.7,moderado
Lima,28.7,71.7,27.0,13910.0,59.77,197.9,danino
Piura,10.9,86.9,39.7,33006.0,28.39,152.4,danino
Arequipa,17.8,50.6,6.4,14279.0,58.27,215.3,danino
Trujillo,12.8,59.8,11.7,39468.0,33.36,216.4,danino
Trujillo,31.7,39.3,10.1,45723.0,137.27,448.9,danino
Cusco,26.8,,39.2,47886.0,141.85,415.3,danino
Cusco,16.2,66.5,10.5,29894.0,43.93,210.1,danino
Trujillo,12.7,82.4,5.6,15540.0,51.36,189.8,danino
Arequipa,27.4,70.2,19.3,11791.0,45.8,172.5,danino
Lima,23.0,,2.2,36698.0,37.33,268.5,danino
Piura,14.5,85.9,31.1,34866.0,40.33,196.6,danino
Lima,28.0,84.6,31.9,33372.0,96.36,334.8,danino
Cusco,18.4,,19.5,43303.0,49.14,233.6,danino
Piura,29.6,63.1,7.1,35827.0,103.48,344.9,danino
Piura,19.0,38.5,11.1,2300.0,38.24,123.6,danino
Lima,27.0,57.0,5.8,36733.0,114.72,397.5,danino
Lima,13.9,87.4,4.3,35129.0,87.01,332.4,danino
Lima,17.1,67.7,8.1,732.0,,335.6,danino
Arequipa,28.3,,24.3,23074.0,125.11,356.5,danino
TRUJILLO,31.7,44.2,2.6,24779.0,97.45,323.6,danino
Cusco,25.0,38.2,13.2,22013.0,45.02,181.8,danino
Arequipa,32.1,63.8,2.3,1807.0,,167.8,danino
Piura,20.1,71.7,15.1,30834.0,30.23,203.1,danino
Arequipa,34.3,67.2,24.8,13726.0,136.41,338.6,danino
Cusco,17.0,37.0,23.2,35511.0,37.62,189.7,danino
Lima,34.2,85.7,15.8,19165.0,89.34,288.8,danino
Piura,15.9,79.0,20.5,43604.0,136.92,386.3,danino
Trujillo,14.0,90.2,31.6,47052.0,50.77,253.3,danino
Piura,30.6,51.0,18.6,1797.0,86.47,215.2,danino
Arequipa,26.1,,29.9,35211.0,100.43,330.0,danino
Arequipa,31.1,36.9,36.9,49271.0,,391.2,danino
Arequipa,24.4,56.9,38.7,35370.0,31.39,193.8,danino
Arequipa,31.1,48.8,16.3,44529.0,39.07,252.2,danino
Cusco,33.5,,33.5,25851.0,118.31,307.1,danino
Cusco,13.4,75.9,29.9,18501.0,62.23,196.8,danino
Arequipa,19.5,33.1,16.7,27793.0,141.24,394.7,danino
Piura,24.8,72.4,34.1,15810.0,25.19,106.6,danino
Arequipa,31.1,51.6,22.7,10753.0,,170.9,danino
Lima,19.3,62.4,34.4,24437.0,70.67,253.2,danino
Cusco,24.8,49.3,20.2,16052.0,,133.0,danino
Trujillo,31.2,35.0,10.0,21834.0,131.79,368.8,danino
Piura,20.9,40.1,33.3,25785.0,13.57,133.3,danino
Trujillo,26.4,71.0,3.7,3026.0,,312.1,danino
Trujillo,30.1,94.6,22.9,38073.0,129.3,378.2,danino
Cusco,21.9,75.0,20.3,43890.0,31.03,227.7,danino
Piura,31.1,66.0,26.2,31397.0,47.16,223.6,danino
Lima,18.4,39.6,31.2,30571.0,52.5,266.8,danino
Cusco,22.8,69.6,27.1,31808.0,23.71,146.4,danino
Arequipa,14.2,69.4,11.0,18675.0,145.36,379.9,danino
Piura,15.9,62.5,27.8,26072.0,135.65,348.4,danino
Arequipa,21.0,66.0,16.8,49849.0,40.45,275.6,danino
Trujillo,28.8,61.0,4.5,46417.0,45.13,261.4,danino
Piura,31.2,91.1,36.7,43595.0,85.64,310.2,danino
TRUJILLO,12.0,42.2,13.6,37103.0,101.92,363.4,danino
Arequipa,24.9,65.0,4.0,13657.0,80.76,259.0,danino
Piura,26.8,42.7,23.0,14019.0,40.57,160.5,danino
Arequipa,11.6,70.7,8.9,21776.0,90.87,263.5,danino
