id_venta,fecha,ciudad,categoria,producto,precio_unitario,cantidad,metodo_pago,total
V1000328,2025-07-15,Arequipa,Hogar,Licuadora,89.26,3,Yape,267.78
V1000329,2025-04-11,Trujillo,Alimentos,Aceite,255.56,1,Efectivo,255.56
V1000330,2025-10-18,Arequipa,Hogar,Microondas,363.5,3,Plin,1090.5
V1000331,2025-01-14,Lima,Alimentos,Atún,207.46,2,Yape,414.92
V1000332,2025-07-25,Trujillo,,Microondas,324.08,1,Efectivo,324.08
V1000333,2025-09-10,Lima,Tecnología,Tablet,307.12,1,Efectivo,307.12
V1000334,2025-01-25,Piura,,Shampoo,69.66,5,Efectivo,348.3
V1000335,2025-01-25,Trujillo,,Arroz,279.27,4,Tarjeta,1117.08
V1000336,2025-05-26,Piura,Alimentos,Café,427.21,5,Yape,2136.05
V1000337,2025-03-01,Cusco,Hogar,Licuadora,40.06,3,Efectivo,120.18
V1000338,2025-12-11,Arequipa,Hogar,Microondas,497.48,5,Yape,2487.4
V1000339,2025-03-24,Lima,Tecnología,Audífonos,46.57,4,Efectivo,186.28
V1000340,2025-09-20,Trujillo,Moda,Camisa,259.62,1,Tarjeta,259.62
V1000341,2025-11-04,Piura,Alimentos,Café,331.3,2,Yape,662.6
V1000342,2025-04-26,Piura,Belleza,Perfume,190.2,4,Efectivo,760.8
V1000343,2025-03-27,Piura,Belleza,Crema,131.8,3,Tarjeta,395.4
V1000344,2025-05-18,Arequipa,Belleza,Maquillaje,272.3,1,Tarjeta,272.3
V1000345,2025-08-30,Piura,Belleza,Shampoo,107.44,5,Tarjeta,537.2
V1000346,2025-07-07,Cusco,Alimentos,Atún,254.67,5,Efectivo,1273.35
V1000347,2025-02-03,Trujillo,,Café,371.3,3,Tarjeta,1113.9
V1000348,2025-02-11,Piura,Belleza,Crema,447.12,1,Plin,447.12
V1000349,2025-04-30,Lima,Tecnología,Laptop,347.19,4,Plin,1388.76
V1000350,2025-04-07,Arequipa,Belleza,Crema,28.83,4,Plin,115.32
V1000351,2025-10-11,Cusco,Belleza,Perfume,333.08,3,Efectivo,999.24
V1000352,2025-03-20,Lima,Tecnología,Tablet,230.8,5,Yape,1154.0
V1000353,2025-03-28,Piura,Belleza,Maquillaje,30.42,1,Yape,30.42
V1000354,2025-04-19,Cusco,Moda,Casaca,61.63,1,Tarjeta,61.63
V1000355,2025-10-04,Arequipa,Alimentos,Atún,155.3,3,Plin,465.9
V1000356,2025-01-28,Cusco,,Zapatillas,211.94,5,Efectivo,1059.7
V1000357,2025-02-07,Trujillo,Hogar,Aspiradora,154.77,1,Tarjeta,154.77
V1000358,2025-02-18,Trujillo,Hogar,Microondas,137.75,1,Tarjeta,137.75
V1000359,2025-04-29,Arequipa,Tecnología,Celular,401.37,4,Yape,1605.48
V1000360,2025-09-26,Piura,Hogar,Olla,376.56,4,Efectivo,1506.24
V1000361,2025-01-10,Lima,Moda,Casaca,303.28,1,Tarjeta,303.28
V1000362,2025-11-30,Trujillo,Moda,Pantalón,310.34,4,Efectivo,1241.36
V1000363,2025-08-01,Trujillo,Alimentos,Café,253.06,1,Plin,253.06
V1000364,2025-05-02,Lima,Belleza,Maquillaje,460.27,2,,920.54
V1000365,2025-05-29,Trujillo,Belleza,Maquillaje,96.94,3,Tarjeta,290.82
V1000366,2025-10-12,Piura,Alimentos,Aceite,62.89,5,Yape,314.45
V1000367,2025-10-10,Arequipa,Alimentos,Atún,249.31,4,Tarjeta,997.24
V1000368,2025-07-08,Lima,Moda,Casaca,309.85,3,Yape,929.55
V1000369,2025-01-30,Trujillo,Belleza,Perfume,439.8,5,Yape,2199.0
V1000370,2025-07-05,Lima,Hogar,Olla,365.97,1,Plin,365.97
V1000371,2025-08-12,Arequipa,,Pantalón,109.98,2,Tarjeta,219.96
V1000372,2025-03-07,Lima,Moda,Casaca,394.06,4,Plin,1576.24
V1000373,2025-03-31,Arequipa,Hogar,Microondas,418.01,1,Efectivo,418.01
V1000374,2025-01-20,Cusco,Belleza,Maquillaje,82.96,3,Tarjeta,248.88
V1000375,2025-05-12,Piura,Hogar,Olla,363.81,3,Efectivo,1091.43
V1000376,2025-08-18,Piura,Belleza,Crema,350.85,5,Efectivo,1754.25
V1000377,2025-07-07,Lima,,Arroz,55.57,4,Tarjeta,222.28
V1000378,2025-08-04,Piura,Moda,Casaca,120.46,4,Plin,481.84
V1000379,2025-06-07,Arequipa,Hogar,Licuadora,142.21,4,Yape,568.84
V1000380,2025-11-15,Cusco,Tecnología,Celular,350.75,4,Efectivo,1403.0
V1000381,2025-04-27,Trujillo,Hogar,Olla,264.95,5,Plin,1324.75
V1000382,2025-07-02,Lima,Tecnología,Celular,192.0,1,Yape,192.0
V1000383,2025-09-08,Cusco,Alimentos,Arroz,467.23,5,Tarjeta,2336.15
V1000384,2025-07-17,Trujillo,Tecnología,Tablet,394.97,3,Yape,1184.91
V1000385,2025-03-16,Lima,Alimentos,Aceite,298.01,1,Plin,298.01
V1000386,2025-05-18,Arequipa,Belleza,Perfume,22.84,1,Efectivo,22.84
V1000387,2025-07-17,Lima,Belleza,Perfume,156.38,5,Yape,781.9
V1000388,2025-02-04,Arequipa,Hogar,Licuadora,194.69,5,Plin,973.45
V1000389,2025-03-15,Piura,Tecnología,Tablet,75.41,4,Efectivo,301.64
V1000390,2025-05-09,Lima,Hogar,Olla,385.1,4,Plin,1540.4
V1000391,2025-02-26,Trujillo,Alimentos,Café,241.31,5,Efectivo,1206.55
V1000392,2025-04-16,Trujillo,Alimentos,Atún,131.02,4,Efectivo,524.08
V1000393,2025-12-02,Arequipa,Hogar,Aspiradora,390.59,4,Tarjeta,1562.36
V1000394,2025-08-16,Cusco,Belleza,Maquillaje,313.65,3,Tarjeta,940.95
V1000395,2025-07-15,Arequipa,Belleza,Shampoo,388.21,2,Plin,776.42
V1000396,2025-05-28,Piura,Moda,Pantalón,415.66,1,Tarjeta,415.66
V1000397,2025-01-21,Arequipa,Hogar,Aspiradora,330.55,2,Tarjeta,661.1
V1000398,2025-12-11,Piura,Tecnología,Tablet,484.0,5,Tarjeta,2420.0
V1000399,2025-06-27,Piura,Tecnología,Tablet,214.82,1,Yape,214.82
V1000400,2025-03-22,Piura,Tecnología,Laptop,431.47,2,Yape,862.94
V1000401,2025-03-27,Lima,Tecnología,Laptop,310.32,2,Tarjeta,620.64
V1000402,2025-12-07,Piura,Hogar,Microondas,335.45,1,Efectivo,335.45
V1000403,2025-04-08,Cusco,Hogar,Aspiradora,377.15,4,Plin,1508.6
V1000404,2025-02-28,Arequipa,Alimentos,Atún,35.46,1,Plin,35.46
V1000405,2025-01-20,Arequipa,Belleza,Perfume,381.63,4,Efectivo,1526.52
V1000406,2025-03-20,Trujillo,Belleza,Maquillaje,135.19,5,Tarjeta,675.95
V1000407,2025-10-11,Arequipa,,Aspiradora,23.31,1,Plin,23.31
V1000408,2025-02-13,Lima,Moda,Pantalón,253.93,4,Yape,1015.72
V1000409,2025-06-27,Cusco,Tecnología,Audífonos,226.13,3,Plin,678.39
V1000410,2025-03-15,Trujillo,Alimentos,Café,381.17,5,Tarjeta,1905.85
V1000411,2025-02-16,Arequipa,Tecnología,Celular,229.33,4,Efectivo,917.32
V1000412,2025-12-31,Cusco,Moda,Zapatillas,145.68,1,Plin,145.68
V1000413,2025-01-08,Piura,Tecnología,Tablet,330.6,3,Tarjeta,991.8
V1000414,2025-09-03,Cusco,Alimentos,Café,67.65,3,Efectivo,202.95
V1000415,2025-03-04,Piura,Tecnología,Audífonos,69.99,5,Efectivo,349.95
V1000416,2025-04-12,Arequipa,Alimentos,Atún,331.51,3,Tarjeta,994.53
V1000417,2025-05-11,Lima,Tecnología,Tablet,362.48,2,Efectivo,724.96
V1000418,2025-08-15,Piura,Belleza,Maquillaje,430.51,4,Efectivo,1722.04
V1000419,2025-05-14,Cusco,Hogar,Olla,164.03,3,Efectivo,492.09
V1000420,2025-12-30,Lima,Alimentos,Arroz,134.62,3,Plin,403.86
V1000421,2025-10-13,Arequipa,Alimentos,Café,358.89,2,Efectivo,717.78
V1000422,2025-06-12,Trujillo,Tecnología,Celular,180.49,2,Efectivo,360.98
V1000423,2025-10-06,Lima,Moda,Camisa,405.04,3,Yape,1215.12
V1000424,2025-07-31,Piura,Tecnología,Tablet,62.11,3,Plin,186.33
V1000425,2025-02-16,Lima,Alimentos,Café,121.32,3,Plin,363.96
V1000426,2025-10-30,Piura,Hogar,Licuadora,383.95,5,Efectivo,1919.75
V1000427,2025-05-22,Trujillo,Alimentos,Café,124.05,1,Yape,124.05
V1000428,2025-11-29,Arequipa,Alimentos,Atún,454.53,3,Yape,1363.59
V1000429,2025-04-01,Arequipa,Moda,Casaca,195.96,4,Tarjeta,783.84
V1000430,2025-05-27,Cusco,Moda,Casaca,18.82,2,Efectivo,37.64
V1000431,2025-03-24,Cusco,Tecnología,Audífonos,379.44,1,Plin,379.44
V1000432,2025-06-22,Lima,Alimentos,Atún,317.84,1,Plin,317.84
V1000433,2025-04-30,Piura,Moda,Camisa,43.49,1,Efectivo,43.49
V1000434,2025-11-16,Lima,Tecnología,Tablet,149.08,3,Tarjeta,447.24
V1000435,2025-11-30,Lima,Moda,Casaca,41.6,4,Plin,166.4
V1000436,2025-12-27,Piura,Hogar,Microondas,176.8,5,Efectivo,884.0
V1000437,2025-06-07,Trujillo,Tecnología,Audífonos,141.21,2,Tarjeta,282.42
V1000438,2025-11-21,Trujillo,Belleza,Shampoo,303.5,1,Tarjeta,303.5
V1000439,2025-07-20,Piura,Belleza,Shampoo,337.91,1,Efectivo,337.91
V1000440,2025-01-08,Piura,Tecnología,Audífonos,220.91,4,Efectivo,883.64
V1000441,2025-06-23,Lima,Alimentos,Atún,447.34,5,Efectivo,2236.7
V1000442,2025-11-03,Trujillo,Belleza,Shampoo,354.29,4,Yape,1417.16
V1000443,2025-01-28,Trujillo,Alimentos,Aceite,395.51,3,Efectivo,1186.53
V1000444,2025-07-13,Arequipa,Alimentos,Atún,374.36,1,Plin,374.36
V1000445,2025-07-29,Lima,Tecnología,Laptop,241.52,2,Yape,483.04
V1000446,2025-12-28,Lima,Moda,Camisa,172.36,1,Yape,172.36
V1000447,2025-08-25,Trujillo,Moda,Casaca,299.53,5,Efectivo,1497.65
V1000448,2025-10-29,Lima,Tecnología,Celular,418.33,4,Plin,1673.32
V1000449,2025-03-31,Piura,Tecnología,Laptop,290.3,2,Yape,580.6
V1000450,2025-09-22,Piura,Tecnología,Laptop,312.36,5,Yape,1561.8
V1000451,2025-07-02,Lima,Moda,Zapatillas,251.84,3,Efectivo,755.52
V1000452,2025-11-29,Piura,Moda,Camisa,201.04,3,Plin,603.12
V1000453,2025-04-19,Trujillo,Belleza,Shampoo,161.59,5,Efectivo,807.95
V1000454,2025-09-07,Piura,Alimentos,Café,432.81,5,Yape,2164.05
V1000455,2025-06-24,Trujillo,Tecnología,Celular,135.78,4,Efectivo,543.12
V1000456,2025-05-07,Trujillo,,Celular,55.22,4,Plin,220.88
V1000457,2025-04-23,Lima,Alimentos,Café,49.29,1,Yape,49.29
V1000458,2025-10-12,Lima,Hogar,Microondas,187.34,3,,562.02
V1000459,2025-07-29,Cusco,Hogar,Microondas,66.71,4,Yape,266.84
V1000460,2025-06-04,Piura,Alimentos,Aceite,269.7,3,Plin,809.1
V1000461,2025-03-22,Lima,Hogar,Microondas,270.92,3,Tarjeta,812.76
V1000462,2025-12-23,Piura,Belleza,Crema,283.73,1,Yape,283.73
V1000463,2025-10-21,Trujillo,Tecnología,Laptop,349.32,2,Plin,698.64
V1000464,2025-03-14,Piura,Moda,Pantalón,396.6,4,Plin,1586.4
V1000465,2025-10-15,Cusco,Hogar,Licuadora,430.21,1,Yape,430.21
V1000466,2025-02-17,Arequipa,Moda,Zapatillas,304.53,4,Plin,1218.12
V1000467,2025-06-16,Arequipa,Tecnología,Tablet,91.16,4,Tarjeta,364.64
V1000468,2025-07-12,Trujillo,Tecnología,Audífonos,22.47,4,Efectivo,89.88
V1000469,2025-05-06,Cusco,Alimentos,Arroz,59.62,5,Plin,298.1
V1000470,2025-06-25,Trujillo,,Olla,494.14,1,Yape,494.14
V1000471,2025-04-23,Piura,Alimentos,Aceite,247.94,3,Yape,743.82
V1000472,2025-02-14,Trujillo,,Pantalón,29.11,3,Plin,87.33
V1000473,2025-08-22,Cusco,Moda,Pantalón,163.47,5,Yape,817.35
V1000474,2025-01-30,Arequipa,Belleza,Shampoo,419.39,5,Efectivo,2096.95
V1000475,2025-12-23,Cusco,Alimentos,Atún,227.62,2,Plin,455.24
V1000476,2025-10-12,Piura,Tecnología,Audífonos,480.96,4,Tarjeta,1923.84
V1000477,2025-08-12,Trujillo,Belleza,Shampoo,85.53,1,Tarjeta,85.53
V1000478,2025-12-31,Piura,Hogar,Licuadora,420.89,3,Efectivo,1262.67
V1000479,2025-04-19,Cusco,Hogar,Microondas,38.25,4,Tarjeta,153.0
V1000480,2025-05-19,Trujillo,Alimentos,Atún,90.97,5,Yape,454.85
V1000481,2025-04-21,Arequipa,Belleza,Perfume,111.58,5,Tarjeta,557.9
V1000482,2025-09-09,Arequipa,Moda,Casaca,169.65,2,Yape,339.3
V1000483,2025-12-07,Trujillo,Belleza,Shampoo,243.02,4,Efectivo,972.08
V1000484,2025-03-05,Cusco,Moda,Camisa,303.57,5,Yape,1517.85
V1000485,2025-09-03,Piura,Alimentos,Aceite,397.35,4,Tarjeta,1589.4
V1000486,2025-07-03,Trujillo,,Laptop,439.77,4,,1759.08
V1000487,2025-05-27,Arequipa,Tecnología,Tablet,55.9,4,Plin,223.6
V1000488,2025-08-16,Cusco,Hogar,Aspiradora,285.73,3,Yape,857.19
V1000489,2025-08-30,Lima,Tecnología,Audífonos,448.28,3,Efectivo,1344.84
V1000490,2025-06-24,Trujillo,Alimentos,Atún,478.46,1,Plin,478.46
V1000491,2025-12-03,Lima,Alimentos,Arroz,156.23,3,,468.69
V1000492,2025-11-21,Piura,Moda,Zapatillas,317.03,2,Plin,634.06
V1000493,2025-08-02,Cusco,Belleza,Perfume,349.34,2,Plin,698.68
V1000494,2025-07-23,Arequipa,Belleza,Shampoo,146.59,1,Efectivo,146.59
V1000495,2025-01-19,Arequipa,Moda,Casaca,497.38,3,Tarjeta,1492.14
V1000496,2025-01-25,Piura,Alimentos,Arroz,43.82,5,Plin,219.1
V1000497,2025-07-07,Lima,Belleza,Perfume,443.37,3,Efectivo,1330.11
V1000498,2025-10-17,Trujillo,Tecnología,Celular,22.0,3,Yape,66.0
V1000499,2025-07-07,Piura,Moda,Camisa,351.9,5,Tarjeta,1759.5
V1000500,2025-05-03,Arequipa,Moda,Casaca,65.34,2,Efectivo,130.68
V1000501,2025-05-24,Trujillo,Alimentos,Aceite,45.72,5,,228.6
V1000502,2025-10-17,Cusco,Alimentos,Café,153.33,3,Efectivo,459.99
V1000503,2025-08-19,Piura,Belleza,Perfume,120.75,1,Efectivo,120.75
V1000504,2025-09-26,Piura,Belleza,Perfume,185.33,1,Tarjeta,185.33
V1000505,2025-07-02,Arequipa,Tecnología,Celular,412.5,4,Plin,1650.0
V1000506,2025-01-14,Arequipa,Hogar,Olla,124.98,5,Plin,624.9
V1000507,2025-07-24,Cusco,Alimentos,Atún,363.12,4,Yape,1452.48
V1000508,2025-12-04,Arequipa,Hogar,Licuadora,36.62,4,Tarjeta,146.48
V1000509,2025-08-29,Arequipa,Tecnología,Laptop,32.96,1,Yape,32.96
V1000510,2025-09-21,Lima,Hogar,Microondas,130.94,1,Plin,130.94
V1000511,2025-06-05,Cusco,Belleza,Shampoo,186.51,3,Tarjeta,559.53
V1000512,2025-06-11,Trujillo,Moda,Casaca,396.58,3,Tarjeta,1189.74
V1000513,2025-06-26,Trujillo,Moda,Zapatillas,53.75,2,Yape,107.5
V1000514,2025-11-12,Cusco,,Aspiradora,354.89,2,Yape,709.78
V1000515,2025-08-23,Piura,,Shampoo,483.36,4,Yape,1933.44
V1000516,2025-10-08,Lima,Tecnología,Laptop,242.95,3,Plin,728.85
V1000517,2025-10-25,Lima,Belleza,Shampoo,254.3,4,Plin,1017.2
V1000518,2025-12-21,Arequipa,Tecnología,Tablet,190.67,4,Tarjeta,762.68
V1000519,2025-01-13,Arequipa,Alimentos,Arroz,412.87,2,Plin,825.74
V1000520,2025-11-25,Cusco,Tecnología,Celular,441.28,1,Plin,441.28
V1000521,2025-12-09,Piura,Belleza,Shampoo,154.7,4,Efectivo,618.8
V1000522,2025-01-28,Trujillo,Moda,Casaca,203.61,1,Plin,203.61
V1000523,2025-09-09,Cusco,Belleza,Perfume,336.76,1,Efectivo,336.76
V1000524,2025-02-22,Trujillo,Hogar,Licuadora,419.39,5,Tarjeta,2096.95
V1000525,2025-12-03,Trujillo,Hogar,Microondas,212.68,1,Yape,212.68
V1000526,2025-09-25,Trujillo,Tecnología,Tablet,365.18,1,Plin,365.18
V1000527,2025-07-07,Arequipa,Hogar,Microondas,383.53,4,Plin,1534.12
V1000528,2025-04-14,Trujillo,Tecnología,Celular,429.99,5,Efectivo,2149.95
V1000529,2025-06-24,Lima,Moda,Pantalón,99.05,5,Tarjeta,495.25
V1000530,2025-02-24,Arequipa,Tecnología,Audífonos,180.57,4,Plin,722.28
V1000531,2025-05-15,Trujillo,Moda,Zapatillas,341.03,3,Plin,1023.09
V1000532,2025-08-05,Piura,Tecnología,Celular,84.64,3,Tarjeta,253.92
V1000533,2025-06-06,Arequipa,Tecnología,Celular,247.2,4,Yape,988.8
V1000534,2025-08-06,Trujillo,Alimentos,Aceite,495.2,5,Plin,2476.0
V1000535,2025-11-27,Trujillo,Alimentos,Aceite,189.18,3,Efectivo,567.54
V1000536,2025-07-18,Arequipa,Alimentos,Arroz,314.98,2,Yape,629.96
V1000537,2025-12-05,Cusco,Belleza,Shampoo,407.45,4,Yape,1629.8
V1000538,2025-11-17,Lima,Alimentos,Atún,459.57,4,Tarjeta,1838.28
V1000539,2025-06-23,Arequipa,Tecnología,Celular,82.18,5,Plin,410.9
V1000540,2025-12-27,Cusco,Alimentos,Café,75.79,2,Efectivo,151.58
V1000541,2025-08-14,Piura,Moda,Pantalón,343.01,5,Efectivo,1715.05
V1000542,2025-03-19,Arequipa,Hogar,Microondas,222.08,3,Efectivo,666.24
V1000543,2025-01-08,Trujillo,Belleza,Shampoo,34.49,1,Tarjeta,34.49
V1000544,2025-11-29,Arequipa,Moda,Zapatillas,202.01,4,Efectivo,808.04
V1000545,2025-09-29,Trujillo,Tecnología,Audífonos,254.14,3,Efectivo,762.42
V1000546,2025-11-28,Cusco,Tecnología,Laptop,224.13,3,Yape,672.39
V1000547,2025-06-03,Trujillo,Hogar,Olla,398.37,3,Tarjeta,1195.11
V1000548,2025-09-30,Cusco,Hogar,Licuadora,265.52,2,Efectivo,531.04
V1000549,2025-12-28,Trujillo,Belleza,Perfume,123.7,3,Yape,371.1
V1000550,2025-07-06,Trujillo,Tecnología,Tablet,384.15,5,Efectivo,1920.75
V1000551,2025-05-17,Piura,Alimentos,Aceite,394.37,4,Plin,1577.48
V1000552,2025-09-12,Cusco,Alimentos,Arroz,118.82,4,Plin,475.28
V1000553,2025-02-24,Cusco,Hogar,Microondas,220.06,1,Tarjeta,220.06
V1000554,2025-12-30,Piura,Moda,Camisa,68.07,1,Efectivo,68.07
V1000555,2025-02-03,Cusco,Moda,Camisa,32.01,5,Yape,160.05
V1000556,2025-11-19,Trujillo,Tecnología,Tablet,379.59,3,Yape,1138.77
V1000557,2025-12-25,Cusco,,Celular,184.99,2,Tarjeta,369.98
V1000558,2025-12-15,Trujillo,Alimentos,Arroz,185.7,4,Tarjeta,742.8
V1000559,2025-09-14,Arequipa,Hogar,Microondas,459.94,4,Yape,1839.76
V1000560,2025-11-11,Cusco,Hogar,Aspiradora,29.08,2,Tarjeta,58.16
V1000561,2025-10-05,Arequipa,Tecnología,Tablet,148.41,5,Plin,742.05
V1000562,2025-09-13,Cusco,Belleza,Maquillaje,294.24,3,Plin,882.72
V1000563,2025-04-19,Trujillo,,Licuadora,448.11,2,Plin,896.22
V1000564,2025-05-12,Arequipa,Belleza,Maquillaje,253.79,4,Tarjeta,1015.16
V1000565,2025-02-10,Cusco,Belleza,Maquillaje,428.96,4,Efectivo,1715.84
V1000566,2025-11-20,Arequipa,Tecnología,Audífonos,440.95,1,Yape,440.95
V1000567,2025-02-09,Piura,Moda,Casaca,349.87,2,Plin,699.74
V1000568,2025-10-17,Lima,Moda,Camisa,274.16,4,Yape,1096.64
V1000569,2025-03-10,Piura,Belleza,Crema,270.69,5,Tarjeta,1353.45
V1000570,2025-02-23,Piura,Alimentos,Arroz,486.81,5,Tarjeta,2434.05
V1000571,2025-01-03,Cusco,Alimentos,Aceite,367.38,4,Plin,1469.52
V1000572,2025-08-27,Lima,Moda,Camisa,381.94,2,Efectivo,763.88
V1000573,2025-01-25,Cusco,Belleza,Perfume,98.99,3,Yape,296.97
V1000574,2025-02-08,Piura,Alimentos,Aceite,299.41,1,Plin,299.41
V1000575,2025-10-14,Arequipa,Moda,Pantalón,20.13,2,Yape,40.26
V1000576,2025-05-19,Arequipa,Tecnología,Celular,140.01,4,Plin,560.04
V1000577,2025-04-21,Lima,Alimentos,Atún,381.91,1,Tarjeta,381.91
V1000578,2025-02-20,Trujillo,Tecnología,Laptop,467.13,2,Plin,934.26
V1000579,2025-07-17,Lima,Moda,Zapatillas,350.35,5,Efectivo,1751.75
V1000580,2025-03-22,Arequipa,Tecnología,Audífonos,35.43,1,Tarjeta,35.43
V1000581,2025-11-04,Piura,Alimentos,Atún,68.25,1,Plin,68.25
V1000582,2025-07-02,Lima,Belleza,Shampoo,196.45,4,Plin,785.8
V1000583,2025-12-05,Cusco,Alimentos,Café,70.95,2,Tarjeta,141.9
V1000584,2025-07-08,Trujillo,Hogar,Olla,355.39,3,Efectivo,1066.17
V1000585,2025-06-17,Cusco,Tecnología,Laptop,257.35,3,Plin,772.05
V1000586,2025-08-28,Cusco,Belleza,Perfume,204.31,3,Yape,612.93
V1000587,2025-03-30,Trujillo,Hogar,Licuadora,161.8,2,Plin,323.6
V1000588,2025-11-09,Piura,Moda,Casaca,132.73,3,Efectivo,398.19
V1000589,2025-06-28,Arequipa,Moda,Casaca,340.27,4,Tarjeta,1361.08
V1000590,2025-01-12,Piura,Tecnología,Audífonos,103.8,4,Tarjeta,415.2
V1000591,2025-01-05,Lima,Tecnología,Tablet,208.22,3,Tarjeta,624.66
V1000592,2025-01-19,Piura,Hogar,Licuadora,37.73,4,Tarjeta,150.92
V1000593,2025-03-25,Cusco,Belleza,Maquillaje,377.96,4,Tarjeta,1511.84
V1000594,2025-11-15,Arequipa,Hogar,Aspiradora,490.38,2,Efectivo,980.76
V1000595,2025-07-21,Lima,Belleza,Crema,485.63,5,Plin,2428.15
V1000596,2025-03-23,Arequipa,Tecnología,Tablet,217.14,3,Tarjeta,651.42
V1000597,2025-03-12,Cusco,Alimentos,Atún,110.61,1,Yape,110.61
V1000598,2025-05-04,Arequipa,Hogar,Microondas,484.58,3,Yape,1453.74
V1000599,2025-06-06,Trujillo,,Zapatillas,220.88,4,Plin,883.52
V1000600,2025-03-25,Cusco,Moda,Zapatillas,281.16,5,Efectivo,1405.8
V1000601,2025-05-14,Cusco,Moda,Pantalón,230.84,1,Yape,230.84
V1000602,2025-02-28,Trujillo,Alimentos,Aceite,434.39,1,Yape,434.39
V1000603,2025-09-23,Piura,Hogar,Licuadora,114.41,3,Plin,343.23
V1000604,2025-09-05,Trujillo,Belleza,Crema,193.04,5,Plin,965.2
V1000605,2025-10-28,Trujillo,Tecnología,Audífonos,134.02,4,Yape,536.08
V1000606,2025-05-18,Trujillo,Tecnología,Laptop,421.5,2,Plin,843.0
V1000607,2025-11-26,Arequipa,Tecnología,Audífonos,222.46,3,Plin,667.38
V1000608,2025-12-07,Lima,Moda,Casaca,432.05,4,Tarjeta,1728.2
V1000609,2025-03-14,Cusco,Moda,Pantalón,498.17,4,Tarjeta,1992.68
V1000610,2025-02-10,Arequipa,,Pantalón,-359.89,1,Tarjeta,359.89
V1000611,2025-02-16,Lima,Alimentos,Arroz,17.75,3,Plin,53.25
V1000612,2025-10-23,Cusco,Hogar,Aspiradora,218.14,2,Tarjeta,436.28
V1000613,2025-01-16,Arequipa,Moda,Pantalón,476.23,2,Efectivo,952.46
V1000614,2025-06-13,Cusco,Moda,Zapatillas,276.68,3,Efectivo,830.04
V1000615,2025-04-01,Cusco,Tecnología,Celular,191.85,1,Tarjeta,191.85
V1000616,2025-12-11,Lima,Moda,Casaca,190.54,5,Tarjeta,952.7
V1000617,2025-02-25,Cusco,Hogar,Aspiradora,211.56,2,Yape,423.12
V1000618,2025-07-07,Arequipa,Moda,Casaca,226.85,4,Yape,907.4
V1000619,2025-12-01,Trujillo,Belleza,Crema,414.12,3,Efectivo,1242.36
V1000620,2025-07-24,Trujillo,Tecnología,Celular,256.29,5,Yape,1281.45
V1000621,2025-07-26,Lima,Alimentos,Atún,359.35,2,Tarjeta,718.7
V1000622,2025-04-12,Piura,Tecnología,Tablet,263.05,1,Efectivo,263.05
V1000623,2025-01-21,Arequipa,Alimentos,Atún,363.08,4,Yape,1452.32
V1000624,2025-03-10,Lima,Moda,Casaca,463.03,3,Plin,1389.09
V1000625,2025-01-23,Lima,Hogar,Aspiradora,373.84,2,Plin,747.68
V1000626,2025-08-25,Piura,Tecnología,Tablet,319.79,1,Efectivo,319.79
V1000627,2025-10-22,Lima,Hogar,Aspiradora,60.26,1,Efectivo,60.26
V1000628,2025-04-19,Cusco,,Zapatillas,104.99,5,Efectivo,524.95
V1000629,2025-03-17,Cusco,Tecnología,Celular,225.21,1,Tarjeta,225.21
V1000630,2025-03-28,Piura,Belleza,Maquillaje,350.04,5,Tarjeta,1750.2
V1000631,2025-05-14,Trujillo,Belleza,Crema,155.43,1,Efectivo,155.43
V1000632,2025-05-06,Cusco,Tecnología,Tablet,446.52,2,Efectivo,893.04
V1000633,2025-04-25,Trujillo,Alimentos,Aceite,264.42,4,Yape,1057.68
V1000634,2025-04-28,Trujillo,Moda,Casaca,311.99,5,Tarjeta,1559.95
V1000635,2025-01-19,Cusco,Tecnología,Celular,211.81,2,Tarjeta,423.62
V1000636,2025-12-20,Cusco,Belleza,Shampoo,436.56,2,Tarjeta,873.12
V1000637,2025-02-17,Lima,Belleza,Shampoo,67.43,5,Yape,337.15
V1000638,2025-01-17,Piura,Hogar,Aspiradora,384.75,3,Yape,1154.25
V1000639,2025-11-01,Piura,Hogar,Aspiradora,18.88,1,Yape,18.88
V1000640,2025-09-08,Piura,,Audífonos,284.73,5,Yape,1423.65
V1000641,2025-05-24,Lima,Hogar,Microondas,364.49,1,Tarjeta,364.49
V1000642,2025-03-27,Lima,Tecnología,Audífonos,72.42,1,Yape,72.42
V1000643,2025-12-05,Cusco,Belleza,Crema,208.24,3,Yape,624.72
V1000644,2025-01-30,Lima,Belleza,Maquillaje,17.6,2,Plin,35.2
V1000645,2025-08-27,Lima,Alimentos,Café,484.35,4,Plin,1937.4
V1000646,2025-02-18,Piura,Tecnología,Celular,193.98,5,Efectivo,969.9
V1000647,2025-08-09,Cusco,Alimentos,Aceite,167.37,3,Yape,502.11
V1000648,2025-03-03,Trujillo,Moda,Zapatillas,191.05,3,Efectivo,573.15
V1000649,2025-04-06,Cusco,Moda,Pantalón,116.66,1,Tarjeta,116.66
V1000650,2025-06-08,Trujillo,Alimentos,Aceite,388.68,1,Plin,388.68
V1000651,2025-09-07,Arequipa,Tecnología,Laptop,265.33,2,Plin,530.66
V1000652,2025-12-21,Piura,Tecnología,Audífonos,314.03,5,Yape,1570.15
V1000653,2025-09-22,Trujillo,Alimentos,Aceite,377.49,1,Plin,377.49
