categoria_producto,precio_unitario,unidades_stock,inversion_publicidad,descuento_pct,mes,ventas_mes,rotacion
Hogar,267.01,39,4735.95,27.7,Junio,8706.27,alta
ROPA,586.72,352,3940.85,42.8,Mayo,15109.26,alta
Ropa,1271.77,249,4033.69,29.9,Agosto,36409.27,alta
Alimentos,257.32,28,4474.63,27.0,Noviembre,8147.91,alta
Alimentos,777.94,457,1157.42,41.1,Mayo,24117.7,alta
Hogar,153.64,307,550.26,45.2,Marzo,3759.2,media
Alimentos,581.49,102,2509.35,18.1,Febrero,7881.82,alta
Deportes,1110.21,108,1079.79,39.1,Octubre,6068.97,alta
Alimentos,280.2,63,52.54,8.4,Agosto,176654.72877542634,baja
Tecnologia,1911.48,229,,15.1,Junio,41766.07,alta
Deportes,1979.0,419,2787.58,48.7,Enero,23706.92,alta
Deportes,423.71,450,1831.44,31.1,Julio,9103.57,alta
Hogar,746.11,345,4660.13,39.7,Enero,17738.44,alta
Alimentos,269.38,32,3238.49,4.2,Marzo,5901.97,alta
Deportes,,31,2082.35,22.8,Octubre,12097.93,alta
Ropa,1207.09,485,2176.04,30.7,Julio,18553.24,alta
Tecnologia,1340.88,298,207.9,6.3,Enero,31306.43,alta
Tecnologia,165.84,64,1975.41,5.7,Noviembre,2575.78,media
Ropa,,161,3823.39,36.5,Noviembre,47066.14,alta
Alimentos,662.12,154,1749.58,8.1,Abril,18079.36,alta
Tecnologia,1653.78,336,4982.85,3.1,Septiembre,8565.26,alta
Tecnologia,994.9,174,10.05,20.4,Mayo,17797.52,alta
Ropa,899.41,369,1457.53,1.0,Febrero,24534.2,alta
Ropa,984.3,64,2404.7,24.7,Agosto,26296.75,alta
Tecnologia,1747.51,257,4082.53,38.9,Diciembre,10909.88,alta
Tecnologia,839.94,369,3724.59,28.6,Octubre,11457.99,alta
Tecnologia,1576.1,325,2073.58,43.9,Mayo,48955.57,alta
Ropa,485.54,257,468.17,29.3,Marzo,12307.5,alta
Tecnologia,431.59,30,2841.16,35.0,Noviembre,4992.84,media
Hogar,1017.57,37,2519.23,46.4,Mayo,28222.99,alta
Hogar,1017.2,181,1266.06,28.7,Junio,6782.73,alta
Deportes,,152,2100.33,5.1,Noviembre,3926.11,media
Alimentos,,151,3689.12,40.9,Junio,4865.18,media
Ropa,53.25,16,2225.53,17.4,Septiembre,2049.39,media
Hogar,1347.84,355,4019.73,48.0,Marzo,15768.95,alta
Ropa,1052.6,120,2754.38,44.4,Abril,22608.15,alta
Tecnologia,1544.82,204,1695.25,25.4,Septiembre,45481.0,alta
Ropa,529.01,154,4633.2,10.1,Septiembre,12115.9,alta
Tecnologia,217.63,193,385.53,12.0,Junio,5296.92,alta
Ropa,1364.92,287,2110.0,31.0,Noviembre,36870.65,alta
Alimentos,1988.99,408,2065.96,12.2,Noviembre,10233.04,alta
HOGAR,237.28,162,388.72,11.2,Julio,1227.38,baja
Alimentos,1556.46,280,2341.77,49.1,Enero,14660.67,alta
Alimentos,934.02,497,4273.1,2.0,Enero,19599.54,alta
Tecnologia,,390,3892.85,23.5,Junio,18066.3,alta
Ropa,453.97,381,4175.07,31.7,Septiembre,16014.17,alta
Deportes,1341.37,369,1214.44,27.8,Julio,15111.16,alta
Alimentos,1129.69,478,385.39,3.3,Diciembre,30182.98,alta
Deportes,482.84,177,3748.04,12.6,Junio,9776.19,alta
Ropa,1021.16,249,2094.48,14.6,Diciembre,15543.2,alta
Deportes,422.21,312,2391.24,0.1,Diciembre,4264.85,media
Ropa,1665.99,275,485.37,33.9,Agosto,15695.77,alta
Tecnologia,559.26,47,4368.48,37.8,Octubre,13737.83,alta
Alimentos,690.81,333,1070.45,23.1,Octubre,12131.39,alta
Ropa,1087.33,384,4305.3,49.3,Julio,11702.87,alta
Hogar,822.68,234,,19.5,Octubre,19865.97,alta
Ropa,27.29,100,4226.73,3.7,Octubre,3647.25,media
Tecnologia,782.14,432,4350.2,37.5,Marzo,6978.53,alta
Tecnologia,,227,4740.28,7.8,Febrero,11842.42,alta
Hogar,920.38,243,3502.04,25.9,Octubre,24498.63,alta
Ropa,,422,3570.48,7.7,Diciembre,7847.23,alta
Ropa,1900.48,49,2080.73,19.1,Mayo,56510.26,alta
ropa,1513.65,79,2956.79,22.6,Diciembre,25824.91,alta
Tecnologia,106.98,486,2173.83,26.8,Enero,202326.3864197026,media
Deportes,,384,222.36,38.0,Marzo,6857.29,alta
Hogar,776.73,202,665.38,22.2,Octubre,13419.88,alta
Ropa,394.96,106,3280.24,34.4,Julio,5437.72,alta
Hogar,405.55,283,358.21,11.3,Febrero,10306.16,alta
Ropa,1945.8,370,4174.18,6.9,Diciembre,12885.7,alta
Tecnologia,,413,2302.59,33.8,Septiembre,20467.1,alta
Ropa,1021.72,335,3946.16,1.4,Mayo,8118.4,alta
Hogar,155.0,152,2666.58,31.9,Agosto,4852.76,media
Deportes,,354,4176.03,8.0,Agosto,11409.33,alta
Ropa,1446.06,394,,14.6,Junio,17545.96,alta
Deportes,1109.65,314,440.81,38.9,Septiembre,32878.26,alta
Tecnologia,966.58,326,,16.1,Noviembre,5449.0,alta
Deportes,242.72,187,97.26,45.2,Febrero,6298.41,alta
Deportes,1568.56,96,,44.5,Marzo,19057.1,alta
Deportes,70.95,308,4675.52,46.9,Enero,4993.7,media
Tecnologia,919.7,26,4332.83,33.3,Mayo,5465.31,alta
Alimentos,1381.82,270,1669.81,40.3,Agosto,21451.38,alta
Deportes,511.66,422,4623.49,45.5,Octubre,10432.2,alta
Deportes,1732.19,181,732.96,9.8,Agosto,24846.62,alta
Tecnologia,1876.29,234,,21.9,Diciembre,31512.06,alta
Ropa,141.89,224,1284.98,6.1,Septiembre,4493.19,media
Hogar,119.91,278,2785.88,37.8,Diciembre,5759.05,alta
Alimentos,1243.81,274,,44.9,Junio,22598.13,alta
Alimentos,196.9,381,2786.32,40.3,Junio,7023.46,alta
Tecnologia,743.04,467,574.18,49.9,Junio,13408.34,alta
Hogar,1025.78,68,2066.81,50.0,Agosto,24280.26,alta
Tecnologia,1241.37,257,2862.29,14.5,Noviembre,33919.59,alta
Deportes,482.11,351,4967.81,46.7,Octubre,16307.05,alta
Hogar,892.39,23,1487.24,50.0,Enero,9886.45,alta
Ropa,76.6,452,4688.6,36.8,Marzo,4855.52,media
Deportes,613.44,413,3778.46,8.2,Diciembre,9093.32,alta
Alimentos,1513.23,340,2348.63,5.5,Agosto,15212.01,alta
Hogar,470.62,38,3302.39,34.9,Junio,14381.22,alta
Ropa,994.56,488,3162.65,43.4,Mayo,9004.7,alta
Tecnologia,1958.92,389,637.73,28.5,Enero,59070.59,alta
Ropa,30.45,311,2077.18,1.2,Febrero,2799.08,media
Hogar,779.11,32,,17.4,Julio,3689.64,media
Hogar,1568.32,106,107.73,13.3,Septiembre,18368.79,alta
Tecnologia,1915.86,108,,26.9,Septiembre,44529.72,alta
Alimentos,1599.27,326,433.22,23.2,Enero,12915.84,alta
Hogar,904.71,304,3244.24,45.0,Diciembre,15072.2,alta
Alimentos,1864.48,387,3508.13,50.0,Julio,19292.67,alta
Alimentos,1176.52,291,1020.56,40.4,Febrero,29803.0,alta
Ropa,795.35,162,3614.89,21.0,Febrero,19649.28,alta
Deportes,598.83,107,1806.15,21.3,Abril,14505.5,alta
Hogar,1593.88,38,2193.75,9.3,Julio,9393.93,alta
Tecnologia,1045.67,375,3061.95,26.9,Mayo,8714.98,alta
Alimentos,1244.59,453,3955.02,14.8,Junio,39389.68,alta
Alimentos,1968.63,21,757.94,13.8,Mayo,35963.89,alta
Deportes,827.77,226,4496.2,38.8,Enero,22388.81,alta
Hogar,1415.31,9,1593.49,3.5,Agosto,133814.51885017843,alta
Hogar,53.86,333,1487.45,45.1,Mayo,2251.38,media
Tecnologia,1887.74,306,1216.56,40.1,Enero,19109.42,alta
Alimentos,998.65,469,,38.1,Diciembre,22841.78,alta
Tecnologia,582.21,7,224.89,41.9,Junio,2136.31,media
ALIMENTOS,359.11,476,4141.02,4.4,Noviembre,8898.21,alta
Deportes,816.67,351,4867.84,31.1,Mayo,11399.09,alta
Ropa,1548.35,184,3379.75,7.1,Octubre,37296.98,alta
Deportes,957.38,143,908.6,15.2,Marzo,7497.79,alta
Tecnologia,352.16,201,3583.37,25.3,Febrero,8759.53,alta
Deportes,1778.77,320,,24.6,Septiembre,47965.72,alta
Deportes,621.07,20,3135.29,38.3,Octubre,12212.54,alta
Alimentos,1416.4,115,2758.68,22.7,Diciembre,9317.91,alta
Ropa,1343.6,260,540.68,34.4,Febrero,28933.05,alta
Ropa,949.55,252,4504.47,44.4,Marzo,8400.09,alta
Alimentos,989.18,373,1921.63,36.6,Marzo,8599.1,alta
Tecnologia,284.2,291,3568.49,45.6,Julio,3584.9,media
Deportes,1051.28,343,1424.58,37.7,Julio,12373.63,alta
Deportes,1220.72,284,2195.61,45.5,Agosto,35672.44,alta
Ropa,1080.54,416,,8.8,Julio,16667.44,alta
Tecnologia,35.46,419,3553.08,47.8,Febrero,3358.94,media
Hogar,1724.55,243,1784.27,10.2,Agosto,39511.99,alta
Deportes,1849.57,360,4977.12,47.4,Abril,25427.75,alta
Hogar,1403.15,462,4304.13,14.7,Diciembre,9674.29,alta
Ropa,718.18,47,2940.97,15.6,Mayo,20474.99,alta
Hogar,516.2,51,3596.88,4.8,Diciembre,4315.99,media
Ropa,377.6,216,2274.68,12.4,Enero,11286.09,alta
Ropa,169.42,201,,48.1,Agosto,3837.2,media
Ropa,865.22,50,2840.46,39.3,Octubre,13868.0,alta
TECNOLOGIA,1248.09,402,1903.03,16.3,Abril,20037.87,alta
Deportes,975.23,160,370.26,17.3,Enero,13658.26,alta
Hogar,263.17,496,1910.77,40.7,Diciembre,4992.7,media
Hogar,111.36,96,568.7,30.8,Marzo,2507.91,media
Deportes,594.62,188,2319.3,27.0,Junio,19489.43,alta
Hogar,141.6,232,,12.5,Julio,5417.01,alta
Tecnologia,325.17,248,2034.9,19.7,Febrero,7743.97,alta
Deportes,839.59,451,4602.62,31.7,Abril,7099.77,alta
hogar,1134.45,142,1793.03,46.6,Mayo,22869.64,alta
Deportes,1779.59,265,1311.6,18.5,Junio,45072.6,alta
Ropa,992.07,228,,0.8,Enero,32474.57,alta
Hogar,1418.39,313,4703.48,27.2,Diciembre,31373.48,alta
Hogar,1134.18,345,1040.0,16.4,Enero,28441.33,alta
Ropa,1855.98,38,4895.06,14.5,Septiembre,57851.75,alta
Alimentos,1183.84,120,2660.28,25.8,Octubre,15703.25,alta
Deportes,1963.46,222,133.43,45.1,Mayo,34891.86,alta
Ropa,1118.45,158,2881.73,46.6,Marzo,14196.28,alta
Ropa,550.11,45,,41.7,Julio,7424.4,alta
Deportes,185.52,464,855.92,4.5,Abril,6962.87,alta
Deportes,875.79,235,4963.09,24.2,Enero,27532.7,alta
Hogar,1858.67,416,990.44,31.9,Julio,45566.37,alta
Alimentos,1478.3,199,4551.81,4.6,Junio,47854.55,alta
Alimentos,101.76,365,4171.22,45.0,Febrero,5202.49,alta
Tecnologia,1806.32,338,3893.16,12.8,Octubre,30695.07,alta
Tecnologia,1192.03,460,1585.52,48.7,Septiembre,34504.29,alta
Hogar,1556.87,174,169.51,31.7,Noviembre,9571.65,alta
Tecnologia,1370.43,8,4251.52,43.4,Abril,8317.17,alta
Tecnologia,49.8,386,4044.28,29.5,Diciembre,4607.05,media
Tecnologia,375.52,152,4094.58,8.5,Mayo,9816.94,alta
Ropa,749.83,34,1418.52,4.3,Agosto,3753.13,media
Tecnologia,984.67,77,4548.85,49.7,Octubre,4752.45,media
Ropa,1109.94,376,2611.15,34.7,Mayo,17900.5,alta
Deportes,408.13,458,1963.94,30.7,Febrero,7194.71,alta
Alimentos,1112.4,147,2007.01,25.4,Diciembre,30201.65,alta
Deportes,650.85,119,3588.43,22.9,Septiembre,7999.68,alta
Alimentos,384.25,11,3050.52,11.3,Marzo,4205.75,media
Alimentos,822.19,306,2664.82,47.8,Mayo,24788.14,alta
Ropa,895.27,165,2500.6,13.4,Noviembre,18679.63,alta
Ropa,1505.23,56,4586.52,29.0,Abril,14914.3,alta
Ropa,634.42,25,3389.98,22.7,Mayo,9559.36,alta
Alimentos,335.71,371,2890.04,36.3,Diciembre,10735.99,alta
Tecnologia,1373.16,401,3872.22,45.6,Julio,20680.43,alta
Hogar,1531.65,42,2683.7,27.7,Enero,25682.27,alta
Hogar,1804.98,302,4099.45,14.3,Febrero,29506.28,alta
Hogar,20.48,23,4583.34,15.7,Septiembre,3967.12,media
Ropa,1378.94,171,3295.56,8.7,Abril,9334.22,alta
Tecnologia,,275,4805.15,26.1,Enero,9690.46,alta
Alimentos,1936.46,142,3147.55,11.0,Noviembre,23507.74,alta
Deportes,64.36,418,4149.99,22.2,Enero,5105.71,alta
Hogar,431.13,390,1701.76,10.2,Febrero,11243.62,alta
Hogar,1049.41,299,4594.48,9.3,Septiembre,15072.85,alta
Alimentos,329.98,204,2764.36,41.4,Enero,8588.99,alta
Hogar,1995.14,11,1836.2,42.7,Mayo,11170.12,alta
Alimentos,1250.88,483,3578.62,29.9,Septiembre,27810.54,alta
Ropa,281.82,16,,26.9,Mayo,6246.82,alta
Tecnologia,,442,434.27,35.1,Marzo,32156.09,alta
Deportes,,314,560.22,10.6,Noviembre,30058.05,alta
DEPORTES,683.72,247,748.39,40.5,Noviembre,10973.78,alta
Hogar,1824.89,147,4822.47,32.1,Febrero,26968.88,alta
Alimentos,134.96,411,4446.62,26.4,Diciembre,4568.64,media
Ropa,1060.38,409,817.31,4.1,Septiembre,11451.16,alta
Ropa,1623.9,199,2929.75,1.1,Agosto,12408.93,alta
Ropa,1451.68,150,2161.54,40.6,Abril,31160.58,alta
Ropa,1701.63,397,4073.04,0.7,Febrero,19110.55,alta
Deportes,453.48,232,4787.62,40.1,Noviembre,11384.37,alta
Deportes,1176.16,167,3179.4,38.9,Febrero,8660.6,alta
Hogar,607.2,88,4189.2,28.8,Abril,19922.41,alta
Ropa,472.83,302,965.42,7.8,Noviembre,15369.26,alta
Ropa,89.45,305,39.69,23.2,Junio,788.41,baja
Ropa,899.45,425,1466.22,28.8,Abril,21799.52,alta
Deportes,380.36,148,4056.56,45.7,Junio,222103.70136950415,alta
Alimentos,,37,2465.3,5.6,Enero,10855.65,alta
Tecnologia,755.94,436,2464.13,10.2,Diciembre,9911.62,alta
Hogar,432.84,73,2254.74,38.9,Junio,6046.5,alta
Hogar,1522.47,49,872.09,8.6,Abril,6220.37,alta
Hogar,86.71,116,3780.95,43.0,Marzo,3351.03,media
Hogar,765.35,277,375.61,41.8,Junio,14022.63,alta
ropa,554.39,130,2193.9,11.6,Octubre,6029.96,alta
Alimentos,777.99,220,1138.5,24.8,Marzo,14178.64,alta
Ropa,290.62,95,2104.79,49.9,Junio,6649.01,alta
Ropa,1935.47,417,20.19,12.2,Enero,32711.34,alta
deportes,1924.41,166,3817.76,47.7,Junio,27498.98,alta
Deportes,997.04,371,983.05,40.0,Marzo,16170.33,alta
Deportes,1595.66,205,2396.29,31.1,Marzo,38137.53,alta
Hogar,1379.48,351,3396.1,28.6,Diciembre,6877.55,alta
Deportes,1179.01,228,4922.9,39.8,Febrero,18337.36,alta
Alimentos,1047.96,97,2419.44,42.3,Febrero,29299.65,alta
Hogar,104.99,413,547.24,46.4,Febrero,1318.47,baja
Ropa,1089.72,339,3092.39,42.7,Enero,19061.4,alta
Ropa,1616.76,417,111.61,32.4,Octubre,9504.48,alta
Ropa,1503.84,229,2413.54,6.3,Mayo,33459.27,alta
Alimentos,,287,2111.64,40.0,Agosto,18393.24,alta
Tecnologia,69.5,275,1433.78,46.2,Julio,1317.39,baja
Ropa,1704.23,238,,49.8,Agosto,7938.75,alta
Ropa,1976.24,226,1393.16,18.5,Febrero,44429.56,alta
Tecnologia,1284.45,356,4131.64,20.7,Julio,35250.09,alta
Deportes,331.24,446,815.59,15.9,Junio,6125.45,alta
Alimentos,1812.13,317,3997.6,46.4,Agosto,43021.76,alta
Ropa,1755.26,320,3649.98,14.3,Noviembre,45158.11,alta
Deportes,434.13,429,4604.58,17.7,Septiembre,182175.36961348256,alta
Hogar,1138.86,5,1512.86,20.6,Noviembre,16600.24,alta
Deportes,1012.36,89,3072.81,22.4,Marzo,6161.77,alta
Ropa,912.87,394,3656.33,18.6,Diciembre,17068.28,alta
Ropa,669.01,384,4428.44,22.2,Septiembre,14392.96,alta
Deportes,1394.56,76,1537.37,48.6,Diciembre,7774.43,alta
Tecnologia,1427.64,459,1828.36,14.0,Abril,43612.37,alta
Deportes,1728.75,184,1253.9,34.3,Febrero,10327.66,alta
Alimentos,15.71,400,2419.3,46.4,Abril,2309.58,media
Deportes,587.69,413,1523.0,23.0,Noviembre,8919.78,alta
Deportes,1212.16,44,364.39,8.6,Octubre,23445.43,alta
Alimentos,,74,609.62,14.3,Agosto,28652.64,alta
Alimentos,1989.34,490,52.72,41.1,Julio,12322.52,alta
Alimentos,235.94,108,4247.63,7.7,Septiembre,7854.92,alta
Ropa,1195.14,94,2964.18,1.6,Diciembre,27674.43,alta
Ropa,752.87,138,,31.4,Julio,17720.0,alta
Hogar,1620.61,192,1076.2,4.3,Febrero,8584.72,alta
Deportes,187.6,7,2252.51,4.4,Septiembre,7438.95,alta
Alimentos,256.5,396,2961.84,9.2,Junio,6305.91,alta
Alimentos,1846.25,371,4892.8,19.8,Enero,10425.25,alta
Hogar,905.17,190,314.43,34.0,Marzo,9162.96,alta
Hogar,541.64,274,2871.18,32.3,Octubre,13358.49,alta
hogar,1275.24,479,2159.62,26.1,Julio,27429.46,alta
Ropa,719.79,490,501.79,14.3,Febrero,16061.19,alta
Tecnologia,1140.4,30,,17.7,Octubre,29999.23,alta
Alimentos,668.74,297,802.52,15.2,Septiembre,19002.28,alta
Hogar,1931.12,167,954.78,13.6,Abril,9735.58,alta
Ropa,1524.56,28,3894.4,48.9,Enero,146494.14939338394,alta
Tecnologia,10.47,468,3412.02,19.8,Agosto,3723.57,media
Deportes,383.52,196,2818.13,4.5,Agosto,6369.87,alta
Alimentos,168.07,319,101.52,10.3,Junio,2370.31,media
Tecnologia,325.38,473,3598.79,5.2,Julio,10256.69,alta
Deportes,1006.82,280,3524.0,2.6,Abril,23103.81,alta
Ropa,1550.94,202,428.98,28.8,Octubre,34086.02,alta
Deportes,294.81,113,3603.49,37.5,Diciembre,7123.95,alta
Deportes,1758.36,337,2207.24,26.5,Octubre,22133.26,alta
Hogar,,88,4693.27,12.7,Octubre,7546.56,alta
Ropa,903.46,210,767.63,7.9,Enero,13554.7,alta
Alimentos,139.35,306,4586.54,41.8,Noviembre,6778.4,alta
Ropa,811.64,65,2082.0,24.9,Febrero,19265.89,alta
Tecnologia,134.32,159,1230.52,31.4,Septiembre,4142.88,media
Hogar,41.47,48,4587.41,43.3,Febrero,3288.96,media
Deportes,1114.7,379,,1.1,Octubre,11959.95,alta
Hogar,1715.72,130,4837.98,39.5,Abril,14820.26,alta
Deportes,731.38,235,715.07,30.4,Diciembre,5199.79,alta
Ropa,,98,4394.04,15.2,Junio,45432.23,alta
Deportes,402.28,150,1772.79,28.7,Abril,6439.51,alta
Hogar,1526.4,147,1522.75,49.2,Abril,22161.01,alta
Alimentos,1183.5,450,3288.19,11.3,Marzo,21099.05,alta
Tecnologia,275.17,385,4822.33,29.0,Mayo,8795.51,alta
Ropa,1737.3,299,2442.51,45.6,Agosto,25174.74,alta
Hogar,133.75,36,4742.2,30.0,Julio,3317.01,media
Ropa,253.99,147,1708.1,1.3,Mayo,8607.8,alta
Tecnologia,1279.33,178,18.12,39.6,Agosto,23336.81,alta
Deportes,1305.2,204,2064.92,46.8,Febrero,24047.21,alta
Tecnologia,1828.9,79,3519.38,39.9,Febrero,51844.27,alta
Hogar,561.48,292,2001.79,49.8,Noviembre,4421.66,media
Tecnologia,1489.38,379,,31.7,Diciembre,7542.33,alta
Alimentos,1158.68,326,2064.94,13.2,Junio,5814.96,alta
Alimentos,1716.63,249,,47.1,Diciembre,51892.44,alta
Tecnologia,1744.4,352,668.9,5.0,Abril,24615.42,alta
Hogar,903.53,323,1933.06,14.3,Noviembre,5671.13,alta
Deportes,694.3,112,2610.43,48.2,Enero,18975.84,alta
Alimentos,482.99,168,4111.21,43.5,Mayo,4955.32,media
Alimentos,857.12,286,,31.8,Julio,23773.79,alta
Ropa,1286.49,434,,30.0,Junio,13446.64,alta
Deportes,1986.1,159,3096.7,32.7,Septiembre,12765.48,alta
Hogar,696.68,442,3710.65,43.6,Mayo,21864.02,alta
Ropa,1265.41,112,3160.64,26.7,Febrero,26380.16,alta
Alimentos,1394.87,120,3223.45,37.0,Diciembre,41283.84,alta
Tecnologia,1739.33,243,375.0,32.7,Febrero,15912.05,alta
Alimentos,1547.67,181,,42.6,Diciembre,28788.09,alta
DEPORTES,11.69,382,2740.61,41.7,Junio,2321.05,media
Ropa,236.47,295,3491.57,16.5,Diciembre,9173.26,alta
Alimentos,513.74,163,3305.38,16.2,Diciembre,4342.2,media
Alimentos,613.7,246,2982.62,28.0,Junio,8118.1,alta
Hogar,1537.55,72,3631.97,12.7,Abril,49118.64,alta
Tecnologia,1630.4,337,1383.82,2.4,Mayo,48022.03,alta
Ropa,186.27,193,914.16,43.2,Agosto,1014.72,baja
Ropa,,206,2454.48,26.8,Enero,30845.41,alta
Ropa,1751.36,481,1401.18,46.8,Noviembre,29986.34,alta
Ropa,1735.13,450,4528.85,35.6,Noviembre,24607.77,alta
Deportes,1804.77,167,1376.42,38.0,Septiembre,49410.69,alta
Tecnologia,1605.33,460,638.61,16.0,Junio,36833.01,alta
Alimentos,832.23,440,1096.91,41.7,Agosto,15062.77,alta
Deportes,1283.58,459,2365.65,18.7,Noviembre,12615.66,alta
Hogar,1723.56,78,713.4,44.1,Mayo,17710.81,alta
Ropa,1727.11,134,2918.87,12.0,Noviembre,50854.43,alta
Alimentos,1305.22,101,4024.62,31.9,Marzo,41285.26,alta
Ropa,1513.04,270,782.72,17.3,Diciembre,45656.13,alta
Ropa,1011.03,464,3910.81,42.4,Septiembre,20913.38,alta
Ropa,1505.37,304,3955.19,14.4,Mayo,27516.52,alta
Ropa,1508.42,209,846.8,40.9,Julio,32900.15,alta
Ropa,,131,,15.9,Enero,56996.12,alta
Ropa,,191,4017.85,21.1,Enero,20577.26,alta
Alimentos,660.72,219,,39.9,Febrero,122134.63365784255,alta
Tecnologia,,484,4716.94,20.5,Agosto,13184.04,alta
Deportes,835.68,443,4671.73,41.0,Noviembre,18958.13,alta
Alimentos,1496.43,109,2750.27,7.9,Junio,24433.92,alta
Tecnologia,78.28,379,4719.75,29.8,Enero,5874.14,alta
Alimentos,,342,2114.0,41.2,Enero,5384.71,alta
Ropa,643.6,495,3121.07,17.9,Septiembre,20091.78,alta
Tecnologia,1430.61,275,,11.7,Julio,39434.22,alta
Alimentos,1340.99,27,844.87,40.5,Marzo,22611.98,alta
Deportes,639.89,425,4093.76,26.1,Octubre,16482.78,alta
Ropa,503.3,456,4137.38,33.5,Noviembre,6380.74,alta
Tecnologia,56.95,212,2156.4,45.0,Marzo,2928.25,media
Ropa,1014.63,155,,18.3,Septiembre,9923.91,alta
Hogar,729.32,409,1398.04,17.6,Octubre,15458.56,alta
ALIMENTOS,376.62,182,4108.18,24.8,Abril,6612.32,alta
Tecnologia,872.79,101,4871.13,5.6,Junio,9880.11,alta
Tecnologia,,146,835.89,24.2,Noviembre,14752.65,alta
Alimentos,1628.12,111,2101.69,44.6,Octubre,16985.59,alta
Alimentos,317.86,215,2204.58,34.7,Marzo,3412.04,media
Deportes,,99,1784.04,27.8,Octubre,11984.6,alta
Alimentos,968.43,50,4902.91,37.9,Julio,28982.93,alta
Deportes,1068.68,158,64.67,15.6,Febrero,31414.7,alta
Deportes,1334.41,286,733.34,40.7,Marzo,27106.58,alta
deportes,1993.15,436,4293.62,45.7,Octubre,58920.23,alta
Deportes,19.44,21,4525.25,30.9,Julio,3995.57,media
Hogar,24.96,81,4882.9,3.3,Abril,4218.68,media
Tecnologia,544.68,53,705.44,41.2,Agosto,11293.31,alta
Alimentos,1083.42,241,632.46,39.0,Octubre,18179.9,alta
Tecnologia,1607.45,28,4323.78,47.4,Agosto,26855.0,alta
Tecnologia,1777.97,410,4618.0,12.0,Marzo,53727.01,alta
Tecnologia,845.83,173,3642.75,21.2,Julio,20084.58,alta
Deportes,1438.38,396,3692.71,40.7,Enero,28882.26,alta
Alimentos,900.01,343,1938.76,5.5,Julio,9222.73,alta
Alimentos,,174,3275.7,0.8,Octubre,24671.81,alta
ROPA,,305,322.62,34.2,Diciembre,34682.16,alta
Tecnologia,1538.43,407,2986.56,14.3,Diciembre,23379.33,alta
Deportes,1882.93,35,3706.24,42.1,Agosto,42628.0,alta
Tecnologia,586.01,317,4276.78,39.6,Febrero,8104.0,alta
Ropa,1585.8,71,1996.21,42.6,Septiembre,7107.06,alta
Ropa,1456.77,243,4050.32,28.0,Mayo,39832.72,alta
Hogar,71.72,133,1119.58,35.0,Mayo,2463.21,media
Tecnologia,1666.95,387,4997.83,22.6,Junio,23266.81,alta
Ropa,1230.97,124,3960.22,15.0,Julio,26533.1,alta
Alimentos,1588.44,445,3692.47,27.1,Septiembre,17117.17,alta
Alimentos,1029.71,491,132.08,19.2,Noviembre,12526.7,alta
DEPORTES,1763.26,153,,49.9,Abril,22499.52,alta
Hogar,122.04,368,478.28,40.4,Octubre,1334.48,baja
Hogar,324.95,356,1285.41,33.6,Marzo,3429.64,media
Ropa,1590.71,105,1927.57,40.6,Marzo,4904.72,media
Alimentos,1113.83,113,1189.0,12.4,Octubre,26761.56,alta
Ropa,1899.79,96,,0.3,Febrero,57203.2,alta
Hogar,1550.97,230,4313.61,37.8,Junio,44444.96,alta
Tecnologia,1743.33,439,3256.74,46.0,Enero,32790.55,alta
Alimentos,1560.62,96,2813.52,34.5,Junio,45294.26,alta
Deportes,1576.83,302,3782.57,44.0,Octubre,16083.26,alta
Ropa,23.48,176,709.36,15.5,Septiembre,812.8,baja
Ropa,1122.17,128,,43.9,Enero,10247.33,alta
Ropa,1846.22,262,1286.32,14.1,Marzo,23239.58,alta
Deportes,,10,462.96,3.4,Diciembre,1223.91,baja
Ropa,828.97,228,880.33,36.6,Marzo,6571.8,alta
Ropa,753.25,191,4000.85,35.2,Octubre,16014.51,alta
Deportes,717.51,445,3629.86,40.4,Diciembre,14612.1,alta
Deportes,529.03,217,1731.94,18.0,Febrero,7741.67,alta
Tecnologia,1257.18,46,2029.26,34.9,Agosto,15283.01,alta
Tecnologia,527.84,13,1062.38,18.1,Noviembre,12422.24,alta
Deportes,149.65,329,197.76,41.6,Noviembre,1751.58,media
Tecnologia,1695.7,434,,42.9,Marzo,24299.48,alta
Ropa,933.78,384,67.81,17.4,Diciembre,18426.92,alta
Hogar,1385.64,418,4464.13,30.0,Enero,43709.94,alta
Tecnologia,,327,450.72,49.0,Febrero,32795.54,alta
Hogar,1176.38,143,898.97,49.4,Junio,32793.38,alta
Tecnologia,1170.69,56,3816.48,40.0,Febrero,23874.19,alta
Hogar,,435,,7.2,Julio,17436.9,alta
Hogar,1159.67,287,859.83,17.3,Marzo,20110.23,alta
Ropa,1466.43,397,3676.17,49.3,Diciembre,35462.88,alta
Tecnologia,969.22,452,1939.82,13.1,Agosto,14157.25,alta
Deportes,1794.01,189,463.3,5.0,Marzo,46078.63,alta
Alimentos,1088.34,139,1622.95,0.9,Mayo,21994.18,alta
Hogar,1178.56,99,3326.89,27.4,Agosto,15779.86,alta
Tecnologia,295.19,63,1134.77,6.5,Febrero,8473.85,alta
Ropa,867.57,309,1390.64,15.2,Agosto,17293.45,alta
Alimentos,719.59,293,1450.26,33.4,Agosto,7539.09,alta
Deportes,499.87,293,3667.46,18.6,Febrero,11914.08,alta
