edad,ingreso_mensual,num_creditos_anteriores,dias_mora_historico,tiene_deuda_vigente,nivel_educacion,monto_credito_otorgado,riesgo
37,1128.28,7,1.2,0,Tecnico,5529.03,no_moroso
34,7310.96,9,11.0,1,Secundaria,17828.39,no_moroso
32,939.16,5,25.9,0,Secundaria,1987.96,no_moroso
53,11357.68,5,3.2,1,Tecnico,28138.22,no_moroso
22,4224.33,1,5.6,0,Tecnico,11052.56,no_moroso
18,,2,34.3,0,Tecnico,6022.77,moroso
68,5023.42,5,23.2,0,Tecnico,13371.4,no_moroso
38,13569.43,7,7.5,0,Universitario,36871.63,no_moroso
60,4019.0,6,41.0,1,Universitario,9302.59,moroso
60,3843.27,0,4.6,1,Universitario,307395.26656528225,no_moroso
22,7198.44,5,,0,Universitario,21363.51,no_moroso
42,11300.89,6,0.4,1,Tecnico,27676.22,no_moroso
25,6340.02,8,14.8,0,Universitario,172779.69793685983,no_moroso
26,3141.24,0,44.0,1,Universitario,6055.93,moroso
59,11027.41,3,7.1,1,Universitario,28463.27,no_moroso
27,1413.67,3,8.7,0,Secundaria,3880.45,no_moroso
69,3986.08,8,20.2,0,Secundaria,11037.09,no_moroso
53,9977.3,4,33.8,0,Universitario,25490.1,moroso
40,4373.41,6,6.6,0,Universitario,12813.28,no_moroso
55,8895.75,2,1.4,0,Tecnico,23049.11,no_moroso
56,1653.83,2,30.8,1,Secundaria,1246.4,moroso
20,6493.46,6,,0,Universitario,19410.68,no_moroso
41,6644.11,6,4.6,1,Tecnico,15856.54,no_moroso
43,4049.08,1,2.4,1,Secundaria,9065.12,no_moroso
57,4482.67,9,3.5,1,Secundaria,11857.07,no_moroso
54,12402.47,6,21.3,1,Universitario,31325.24,no_moroso
56,,0,0.9,0,Universitario,23178.88,no_moroso
50,3771.79,2,16.2,0,Posgrado,266684.3363108875,no_moroso
46,7492.75,8,0.8,1,Tecnico,19381.23,no_moroso
31,1590.1,4,,0,Universitario,4613.54,no_moroso
55,8125.12,9,10.8,0,Universitario,22900.56,no_moroso
58,2270.54,7,6.4,0,Secundaria,6446.0,no_moroso
22,,2,12.9,0,Secundaria,31746.94,no_moroso
29,,7,,0,Secundaria,16295.52,no_moroso
38,12682.21,1,7.9,1,Secundaria,29144.12,no_moroso
31,11087.35,0,5.7,1,Secundaria,25946.81,no_moroso
45,6477.36,6,0.2,0,Posgrado,20096.55,no_moroso
63,3236.71,5,19.8,0,Universitario,9091.83,no_moroso
20,10334.73,1,7.2,0,Tecnico,26421.52,no_moroso
68,4216.21,4,28.2,1,Universitario,10394.33,no_moroso
42,11199.6,3,25.0,0,Tecnico,27144.39,no_moroso
54,10084.48,0,78.0,0,Secundaria,21221.09,moroso
24,5702.82,9,11.2,1,Universitario,14945.49,no_moroso
36,,6,1.0,0,Universitario,33242.91,no_moroso
26,5958.29,2,1.9,0,Universitario,16173.88,no_moroso
69,3026.08,3,8.6,0,Tecnico,8547.16,no_moroso
22,8825.44,4,8.3,0,Tecnico,23583.09,no_moroso
39,1222.41,7,15.2,0,Universitario,4542.01,no_moroso
38,,3,3.0,0,Secundaria,14754.33,no_moroso
22,8650.32,2,11.0,1,Tecnico,21148.26,no_moroso
47,4066.21,5,17.6,1,Tecnico,8948.13,no_moroso
57,7833.39,4,7.5,1,Posgrado,21167.65,no_moroso
45,14248.48,5,92.4,0,Posgrado,35392.58,moroso
67,,7,14.0,1,Tecnico,21609.54,no_moroso
25,3964.62,4,1.7,1,Universitario,10371.32,no_moroso
48,5349.1,0,1.2,0,Posgrado,16313.08,no_moroso
61,5197.47,2,8.8,1,Tecnico,11972.31,no_moroso
21,12594.06,9,13.7,0,Universitario,33655.37,no_moroso
50,2331.92,3,25.9,0,Tecnico,5650.98,no_moroso
35,5921.43,7,0.4,1,Universitario,16435.21,no_moroso
55,5170.42,5,31.8,1,Tecnico,257761.3001951087,moroso
31,13346.03,6,8.7,0,Tecnico,34525.79,no_moroso
33,4368.36,5,14.5,0,Universitario,12946.96,no_moroso
27,6174.73,8,15.7,1,Universitario,15266.1,no_moroso
43,7846.33,9,17.4,0,Posgrado,22789.24,no_moroso
49,6849.34,1,2.3,0,Secundaria,17182.81,no_moroso
54,5780.99,3,6.3,1,Tecnico,13964.88,no_moroso
53,10622.2,5,11.2,0,Universitario,28115.24,no_moroso
44,5416.81,2,0.1,1,Tecnico,12016.85,no_moroso
31,1377.94,6,1.8,0,Universitario,5925.18,no_moroso
49,13281.7,3,,0,Posgrado,34117.09,moroso
28,11415.28,9,66.9,0,Universitario,29073.04,moroso
22,7123.59,1,23.4,1,Universitario,17207.09,no_moroso
33,11671.62,8,2.4,0,Secundaria,30294.94,no_moroso
59,8372.32,4,28.4,1,secundaria,19117.09,no_moroso
27,12882.24,1,9.4,0,Universitario,32989.05,no_moroso
22,,4,32.7,0,Universitario,19702.7,moroso
67,2072.85,0,24.1,0,Secundaria,3303.99,no_moroso
37,1509.0,7,1.7,0,Posgrado,8664.37,no_moroso
54,14453.52,4,6.0,1,Universitario,36592.21,no_moroso
21,8154.03,0,9.9,1,Tecnico,17778.85,no_moroso
64,8918.73,9,3.4,0,Universitario,24939.6,no_moroso
33,13595.81,1,50.2,0,Universitario,34042.06,moroso
30,1433.52,3,3.5,0,Tecnico,4087.58,no_moroso
40,5667.61,7,28.2,0,Posgrado,17133.49,no_moroso
35,8947.24,5,1.1,1,Tecnico,22134.82,no_moroso
68,13693.31,3,9.7,1,TECNICO,33856.72,no_moroso
68,14696.99,6,61.5,0,Posgrado,38468.39,moroso
68,5629.82,6,2.9,1,Posgrado,16546.63,no_moroso
35,8845.73,1,5.7,0,Tecnico,22957.11,no_moroso
23,12103.35,8,5.7,1,Universitario,31594.09,no_moroso
59,12914.72,7,10.5,1,Tecnico,32365.03,no_moroso
22,1338.54,2,87.6,1,Universitario,200.0,moroso
57,,7,2.1,1,UNIVERSITARIO,8752.5,no_moroso
64,10893.87,1,33.6,1,Tecnico,25226.0,moroso
34,7432.35,1,,0,Tecnico,18579.9,no_moroso
28,11379.36,9,19.3,0,Posgrado,32199.97,no_moroso
25,,6,10.4,0,Posgrado,38823.98,no_moroso
45,12968.86,2,14.2,1,SECUNDARIA,29925.35,no_moroso
37,14861.28,4,6.6,1,tecnico,36792.05,no_moroso
53,,8,4.0,0,Secundaria,20400.2,no_moroso
38,12284.96,9,,1,tecnico,30585.35,no_moroso
64,3338.57,7,13.9,0,Secundaria,8111.97,no_moroso
21,2699.88,2,3.3,1,Posgrado,8634.77,no_moroso
19,9488.0,0,21.6,0,Secundaria,22030.05,no_moroso
43,2082.52,5,1.5,1,Universitario,6510.77,no_moroso
28,5925.4,9,2.4,0,Secundaria,15570.49,no_moroso
65,5962.95,7,29.8,1,Universitario,14449.02,no_moroso
23,4349.33,5,0.6,1,Tecnico,11201.31,no_moroso
24,9227.36,4,3.6,1,Secundaria,22571.81,no_moroso
67,10809.2,2,7.2,0,Universitario,28939.39,no_moroso
56,5296.84,1,12.1,1,Universitario,12334.98,no_moroso
24,8104.77,0,44.3,0,Posgrado,21730.73,moroso
55,817.47,4,6.2,0,Tecnico,2434.59,no_moroso
40,12500.36,1,,1,Tecnico,28393.44,moroso
57,5255.77,6,8.8,0,Universitario,15560.84,no_moroso
40,12500.36,1,,1,TECNICO,28393.44,moroso
37,3797.28,2,0.3,1,Secundaria,8681.89,no_moroso
30,7170.72,1,7.6,1,Posgrado,19292.55,no_moroso
35,7991.19,0,5.8,0,Tecnico,19151.94,no_moroso
43,5404.43,0,16.6,0,Tecnico,13320.61,no_moroso
60,5274.8,3,6.4,0,Posgrado,16356.46,no_moroso
41,6581.02,7,10.4,0,Secundaria,17641.91,no_moroso
34,7904.82,9,48.4,1,Universitario,20249.84,moroso
62,14244.12,5,5.9,1,Secundaria,35803.02,no_moroso
22,9021.02,0,2.7,1,Secundaria,20110.27,no_moroso
51,2096.16,1,0.4,0,Posgrado,9212.86,no_moroso
24,8319.05,0,6.3,0,Tecnico,20854.73,no_moroso
28,10845.28,2,31.6,1,tecnico,25867.76,moroso
25,13761.34,0,,0,Posgrado,37926.07,no_moroso
28,1548.51,5,7.4,1,Posgrado,5648.23,no_moroso
19,7795.44,6,28.9,1,Posgrado,20990.76,no_moroso
67,,9,2.8,1,Universitario,11037.43,no_moroso
52,2552.8,1,,0,Universitario,8154.0,no_moroso
46,,3,12.7,0,Tecnico,36031.18,no_moroso
65,7080.88,0,49.7,0,SECUNDARIA,15406.74,moroso
68,2499.67,7,19.2,1,Tecnico,5837.44,no_moroso
51,14464.9,3,18.5,0,Universitario,37202.61,no_moroso
39,7107.5,8,34.8,1,Posgrado,17914.69,moroso
64,5257.6,0,1.8,1,Secundaria,12491.06,no_moroso
67,7050.7,6,2.4,0,Secundaria,17780.41,no_moroso
18,14933.11,8,0.4,0,Universitario,39860.32,no_moroso
39,10395.61,1,37.3,1,Tecnico,23748.75,moroso
43,10069.72,4,1.1,1,Universitario,26224.72,no_moroso
19,14221.0,3,12.0,1,Universitario,35857.53,no_moroso
46,9392.09,4,5.5,0,Tecnico,24195.44,no_moroso
41,9496.58,4,18.4,1,Posgrado,25361.14,no_moroso
40,8377.59,5,27.7,0,Secundaria,19847.84,no_moroso
67,10630.41,5,,0,Tecnico,27131.07,no_moroso
30,1386.34,4,6.6,1,Secundaria,1209.09,no_moroso
64,12949.42,4,10.5,0,Universitario,33892.1,no_moroso
53,7302.31,3,7.3,0,Secundaria,18819.09,no_moroso
39,14553.41,6,47.5,0,Tecnico,35693.66,moroso
19,11039.3,2,9.2,1,Secundaria,24911.23,no_moroso
45,4658.81,0,9.4,0,Tecnico,11195.66,no_moroso
31,1964.98,3,49.9,1,Posgrado,4399.6,moroso
22,10234.03,1,13.9,1,Posgrado,26470.56,no_moroso
65,11860.82,2,2.2,0,Tecnico,30541.2,no_moroso
62,3590.81,2,2.0,0,Secundaria,9926.86,no_moroso
47,,7,4.7,1,Secundaria,36588.41,no_moroso
57,7569.5,5,4.7,0,Universitario,21244.61,no_moroso
68,7556.57,2,11.2,1,Secundaria,18296.05,no_moroso
50,13900.49,4,4.6,0,Tecnico,35601.48,no_moroso
29,2653.79,3,35.7,1,Posgrado,7466.32,moroso
33,,2,5.0,1,Tecnico,10655.51,no_moroso
49,12908.75,0,9.0,1,Secundaria,30515.71,no_moroso
41,12318.88,9,2.4,0,Tecnico,265494.4256756564,no_moroso
27,10224.93,8,18.6,1,Tecnico,25317.32,no_moroso
58,14124.94,6,2.3,0,Universitario,37746.8,no_moroso
56,7707.99,5,1.7,0,Tecnico,20231.96,no_moroso
34,9029.3,5,21.2,0,Tecnico,22497.24,no_moroso
52,8359.59,4,23.7,0,Secundaria,19977.73,no_moroso
34,5764.3,5,13.1,0,Secundaria,15288.63,no_moroso
57,6743.08,8,8.0,1,Secundaria,16583.01,no_moroso
19,1627.12,5,19.2,1,Posgrado,5915.92,no_moroso
35,4020.75,9,2.1,1,Universitario,11202.31,no_moroso
27,5833.79,5,5.5,1,Secundaria,13831.2,no_moroso
57,5895.55,5,20.1,1,Secundaria,12868.01,no_moroso
44,14966.93,2,6.3,1,Universitario,37964.12,no_moroso
25,7205.02,6,0.9,1,Universitario,19212.16,no_moroso
58,1866.56,1,,0,Universitario,5215.96,no_moroso
68,7123.48,5,8.2,1,Secundaria,16978.9,no_moroso
63,5877.25,9,1.3,1,universitario,17291.08,no_moroso
60,8529.44,8,30.8,0,Tecnico,21273.98,moroso
40,14126.33,3,7.9,1,Secundaria,33613.46,no_moroso
45,1219.08,3,31.7,0,Universitario,4230.61,moroso
19,5561.9,7,4.4,0,Tecnico,15339.41,no_moroso
39,4165.37,7,0.5,1,UNIVERSITARIO,11610.23,no_moroso
27,3546.76,0,7.0,0,Tecnico,8295.35,no_moroso
29,,1,34.2,1,Tecnico,200.0,moroso
69,13080.77,1,0.1,1,Tecnico,31747.17,no_moroso
61,,4,5.1,0,Tecnico,16300.62,no_moroso
51,6323.92,3,18.2,1,Tecnico,14802.51,no_moroso
45,14403.43,7,8.7,0,Secundaria,35879.4,no_moroso
36,4179.87,6,,0,Secundaria,12182.33,no_moroso
69,13108.76,9,3.1,0,Tecnico,34937.18,no_moroso
52,13704.93,9,17.0,0,Posgrado,38086.9,no_moroso
22,11683.13,7,1.5,1,Universitario,30397.86,no_moroso
57,1038.93,3,1.6,1,Universitario,2828.35,no_moroso
35,4758.78,9,3.7,1,Tecnico,13259.5,no_moroso
57,12688.36,0,6.2,0,Universitario,33203.04,no_moroso
65,6507.96,7,22.5,0,Secundaria,16070.23,no_moroso
46,10893.14,6,4.6,1,Tecnico,26875.64,no_moroso
46,10601.9,4,11.4,1,Universitario,27075.28,no_moroso
65,14116.43,5,7.7,0,Secundaria,35610.87,no_moroso
69,13534.69,3,25.1,0,Secundaria,32945.5,no_moroso
56,14110.79,2,8.9,1,Universitario,35259.69,no_moroso
30,3062.68,1,5.8,0,Secundaria,7456.57,no_moroso
36,2144.03,2,5.0,0,SECUNDARIA,5890.05,no_moroso
31,2617.3,0,,0,Posgrado,9578.15,no_moroso
67,11332.31,7,7.3,0,Universitario,30919.29,no_moroso
26,5635.09,4,1.7,1,Posgrado,16314.27,no_moroso
20,5884.38,3,18.2,1,Posgrado,16950.97,no_moroso
39,5018.08,3,11.6,0,Tecnico,13941.49,no_moroso
21,5740.35,2,1.7,1,Tecnico,14109.51,no_moroso
65,2100.35,5,5.0,1,Universitario,5826.9,no_moroso
58,1780.78,8,9.2,1,Tecnico,2881.93,no_moroso
47,2943.75,6,0.2,0,Universitario,9868.71,no_moroso
18,11085.42,8,,0,Secundaria,27770.97,no_moroso
54,,5,7.0,1,Universitario,25538.04,no_moroso
65,1274.17,9,61.0,0,Secundaria,2571.0,moroso
69,8753.6,7,3.2,1,Secundaria,21486.03,no_moroso
58,6743.46,8,15.4,1,Universitario,17768.65,no_moroso
24,11646.74,7,22.2,1,Tecnico,27983.99,no_moroso
32,11052.45,8,16.9,0,Secundaria,29241.39,no_moroso
46,14281.89,9,0.9,0,Tecnico,38292.94,no_moroso
42,6720.06,3,10.6,0,Universitario,18301.03,no_moroso
49,12878.53,8,32.9,0,Universitario,34342.13,moroso
39,9533.97,2,9.1,1,Universitario,23817.33,no_moroso
50,14004.63,9,35.1,1,Universitario,35056.21,moroso
54,13313.85,2,,1,Secundaria,32546.65,no_moroso
53,8032.31,6,1.9,1,Universitario,21683.68,no_moroso
43,,9,25.0,0,Tecnico,3205.6,no_moroso
48,5339.25,1,3.5,1,Secundaria,11827.43,no_moroso
43,8869.58,3,45.5,0,Universitario,288133.2786210752,moroso
42,2167.68,3,2.3,0,Secundaria,5335.22,no_moroso
18,8485.32,2,2.8,0,Tecnico,22453.32,no_moroso
56,7037.14,0,3.1,1,Secundaria,16871.55,no_moroso
49,8055.27,0,7.6,0,Secundaria,19339.94,no_moroso
61,7012.06,7,26.6,1,Secundaria,15873.56,no_moroso
29,8915.76,4,12.2,0,Tecnico,23671.59,no_moroso
69,7405.56,0,17.4,0,Posgrado,21314.7,no_moroso
40,3628.07,8,11.3,0,Universitario,10328.28,no_moroso
66,3896.34,9,38.2,1,Secundaria,8704.88,moroso
21,10542.01,9,0.4,0,Tecnico,29119.65,no_moroso
47,8111.69,2,24.8,1,Posgrado,21285.79,no_moroso
34,10357.7,3,62.6,0,Universitario,24344.31,moroso
18,10886.13,4,2.0,0,Universitario,29194.31,no_moroso
52,10873.35,6,8.1,0,Universitario,29711.02,no_moroso
19,8074.37,3,5.9,1,Universitario,20526.06,no_moroso
64,9138.21,6,2.6,1,Tecnico,22851.38,no_moroso
27,14908.26,4,10.0,0,Secundaria,38051.99,no_moroso
51,,3,4.7,0,Posgrado,40781.04,no_moroso
65,12535.85,8,,0,Universitario,288337.6072303444,no_moroso
69,4418.98,0,33.4,1,Secundaria,8104.27,moroso
45,12965.7,6,,0,Tecnico,33920.2,no_moroso
56,11555.59,7,2.1,0,Secundaria,30521.23,no_moroso
51,5674.82,9,1.6,1,Tecnico,14520.23,no_moroso
48,3955.29,8,12.3,0,Posgrado,13702.8,no_moroso
19,3626.07,3,4.4,1,Tecnico,8161.4,no_moroso
55,10531.79,1,1.4,0,Posgrado,28698.91,no_moroso
37,3264.05,8,9.4,1,Tecnico,8119.01,no_moroso
33,13279.53,1,34.6,0,Tecnico,32634.56,moroso
31,4080.01,7,35.9,0,Tecnico,10856.96,moroso
52,12788.47,7,114.1,0,Universitario,29126.64,moroso
27,10155.03,9,19.0,0,Universitario,28688.31,no_moroso
35,6743.06,6,36.1,0,Universitario,17503.84,moroso
49,2635.67,1,17.6,1,Tecnico,4102.33,no_moroso
24,11369.91,9,13.2,1,Secundaria,28152.12,no_moroso
49,13170.17,6,4.8,1,Universitario,33228.62,no_moroso
58,3113.95,7,52.6,0,Tecnico,6512.48,moroso
39,6354.73,1,12.8,0,Universitario,16898.86,no_moroso
55,12250.64,8,4.0,0,Universitario,34526.27,no_moroso
52,3457.04,0,24.2,0,Posgrado,264844.0002215608,no_moroso
65,10786.12,2,15.7,1,Secundaria,24333.44,no_moroso
40,11909.83,9,2.4,0,Tecnico,31386.28,no_moroso
33,2553.39,4,0.3,1,Secundaria,4630.02,no_moroso
36,10768.93,0,0.2,0,Secundaria,27491.14,no_moroso
67,1709.49,1,,0,Secundaria,4159.97,no_moroso
51,,9,15.7,1,Secundaria,22908.47,no_moroso
66,3572.61,0,9.8,1,Posgrado,9490.25,no_moroso
59,1957.41,8,0.4,0,Secundaria,5991.47,no_moroso
19,823.69,0,,1,Posgrado,3331.55,no_moroso
18,1141.81,4,0.4,1,Tecnico,2284.91,no_moroso
23,7055.83,2,14.3,1,Secundaria,15902.78,no_moroso
40,7106.07,1,10.6,0,UNIVERSITARIO,18781.41,no_moroso
50,14425.27,5,2.8,0,Universitario,37891.88,no_moroso
26,4591.83,0,50.5,0,Posgrado,12013.7,moroso
31,,2,0.8,0,Posgrado,24987.05,no_moroso
36,10233.04,5,30.7,0,Universitario,27323.23,moroso
54,2277.52,8,8.2,1,Universitario,6790.88,no_moroso
21,1756.96,8,26.5,0,Tecnico,4279.95,no_moroso
44,14133.68,7,32.2,0,Tecnico,36605.54,moroso
31,14137.92,8,21.2,0,Universitario,37127.64,no_moroso
43,1481.35,0,10.3,0,Universitario,4871.85,no_moroso
21,12823.07,3,29.9,0,Tecnico,31526.16,no_moroso
50,5452.26,7,2.3,1,Universitario,14443.64,no_moroso
55,13355.16,6,9.5,0,Posgrado,36559.85,no_moroso
20,10662.61,8,8.2,1,Tecnico,26953.97,no_moroso
60,9381.15,9,7.4,0,Tecnico,26675.66,no_moroso
23,,6,,0,Tecnico,11914.03,no_moroso
69,11060.49,6,0.2,1,posgrado,30611.37,no_moroso
45,4749.07,1,,0,Secundaria,11759.84,no_moroso
65,11910.57,1,12.8,0,Posgrado,32735.82,no_moroso
49,6782.87,6,19.3,0,Tecnico,17744.78,no_moroso
33,6423.71,3,12.0,0,Universitario,17716.62,no_moroso
41,1745.23,8,17.3,0,Universitario,272901.97916960967,no_moroso
25,7984.04,6,,1,Tecnico,19956.96,no_moroso
27,6713.85,7,10.9,1,Secundaria,16194.47,no_moroso
52,2089.22,4,25.7,0,Secundaria,4597.28,no_moroso
31,5205.06,0,1.1,0,Secundaria,11865.89,no_moroso
33,2291.75,9,,1,posgrado,7065.33,no_moroso
34,,2,13.9,0,Universitario,4698.14,no_moroso
19,7411.5,5,7.5,0,Tecnico,19110.14,no_moroso
27,3533.32,1,6.5,1,Tecnico,8065.57,no_moroso
39,7356.3,1,10.3,1,Universitario,18615.71,no_moroso
50,7887.65,3,0.1,1,Universitario,19914.14,no_moroso
55,6873.64,9,20.3,0,Universitario,19652.6,no_moroso
23,8473.22,6,5.0,0,Universitario,22876.82,no_moroso
37,14116.2,1,1.7,1,Universitario,34699.59,no_moroso
61,11171.01,5,15.8,0,Posgrado,31280.71,no_moroso
42,2382.73,4,12.2,0,Tecnico,6367.15,no_moroso
23,9289.54,1,1.5,0,Secundaria,23440.91,no_moroso
50,12545.55,1,13.6,1,Posgrado,32038.54,no_moroso
49,5402.87,9,35.2,0,Tecnico,14421.51,moroso
20,13488.91,8,25.0,0,Universitario,35768.52,no_moroso
48,9395.58,2,2.7,1,Tecnico,22202.66,no_moroso
26,13174.25,6,12.5,0,TECNICO,33618.76,no_moroso
53,,2,43.4,1,Universitario,17941.05,moroso
34,4926.09,5,18.2,1,Secundaria,10694.27,no_moroso
54,11554.99,5,19.3,0,Universitario,30886.02,no_moroso
53,6767.18,9,0.4,0,Universitario,21305.82,no_moroso
33,13258.91,5,19.3,0,Universitario,34566.75,no_moroso
31,2733.22,7,12.8,0,Tecnico,7683.0,no_moroso
41,8172.43,9,25.0,0,Universitario,22754.54,no_moroso
50,14821.3,2,3.9,1,Posgrado,38847.53,no_moroso
33,8209.34,4,31.4,0,Posgrado,22775.84,moroso
60,4112.26,9,,0,Posgrado,12918.6,moroso
50,12957.17,3,10.6,1,Tecnico,31205.22,no_moroso
66,5926.19,5,4.5,0,Secundaria,16454.54,no_moroso
33,14615.47,4,1.5,1,Tecnico,35572.22,no_moroso
64,5936.25,2,2.0,1,UNIVERSITARIO,14743.35,no_moroso
68,,0,6.2,1,Secundaria,1507.1,no_moroso
54,11431.12,7,21.7,1,Tecnico,28554.25,no_moroso
18,1306.64,2,47.6,1,Universitario,732.34,moroso
36,11386.43,0,5.1,1,Secundaria,26692.41,no_moroso
60,,4,25.5,1,Tecnico,4082.96,no_moroso
41,10625.97,5,13.6,1,Tecnico,26057.12,no_moroso
27,2905.71,4,3.9,0,Posgrado,10864.4,no_moroso
37,11653.29,3,1.0,0,Posgrado,33423.9,no_moroso
22,5487.84,8,4.9,0,Secundaria,15344.57,no_moroso
58,13206.65,4,10.3,0,Tecnico,33038.35,no_moroso
19,11968.86,6,50.6,0,Universitario,29542.08,moroso
20,,5,15.7,1,Universitario,26510.2,no_moroso
39,14772.74,0,10.3,1,Universitario,36610.76,no_moroso
53,11256.56,3,7.7,0,Tecnico,29390.87,no_moroso
58,6202.36,0,2.9,0,Secundaria,15948.79,no_moroso
26,6001.94,6,1.0,0,Posgrado,19712.28,no_moroso
63,9197.45,2,9.4,1,Universitario,22692.81,no_moroso
23,7267.94,2,6.8,1,Universitario,18419.77,no_moroso
26,4700.05,7,25.7,0,Secundaria,13148.12,no_moroso
53,,4,20.6,0,Universitario,36378.02,no_moroso
32,6986.95,2,19.9,0,Tecnico,16520.69,no_moroso
34,7096.84,0,2.5,1,Universitario,16367.27,no_moroso
26,14270.36,0,20.0,0,Secundaria,34205.56,no_moroso
64,11163.3,9,0.2,0,Tecnico,30328.29,no_moroso
55,12377.93,0,14.6,1,Secundaria,28824.21,no_moroso
52,4211.43,9,19.1,1,Universitario,11718.96,no_moroso
28,3687.09,9,,0,Tecnico,11279.45,no_moroso
67,13646.63,6,4.2,0,Tecnico,35819.57,no_moroso
28,12255.52,1,26.7,1,Universitario,29635.25,no_moroso
38,3578.72,1,,0,Posgrado,10850.21,no_moroso
27,853.95,6,,0,Secundaria,3443.17,no_moroso
42,1718.69,6,12.1,1,Universitario,4672.2,no_moroso
30,12510.31,6,9.4,0,Universitario,33088.49,no_moroso
28,,8,11.8,1,Tecnico,8220.59,no_moroso
45,6018.76,4,24.5,1,Tecnico,12935.98,no_moroso
20,3590.71,6,21.9,1,Universitario,8949.57,no_moroso
59,5192.22,3,46.9,0,Posgrado,14056.78,moroso
68,8491.11,6,46.4,1,Universitario,20987.69,moroso
24,4559.85,3,16.1,0,Tecnico,11188.59,no_moroso
24,,8,5.9,1,Tecnico,11682.78,no_moroso
22,1945.46,4,12.6,0,Universitario,6834.23,no_moroso
26,1544.13,5,11.6,1,Universitario,275485.8233050413,no_moroso
40,,4,19.3,1,Secundaria,7196.63,no_moroso
23,5474.01,4,0.8,0,Universitario,15402.82,no_moroso
22,10850.78,0,11.1,0,Universitario,27686.64,no_moroso
58,9753.32,8,5.4,0,Universitario,28644.16,no_moroso
61,4159.16,1,18.8,0,Tecnico,9798.6,no_moroso
46,2610.73,3,,1,Universitario,5554.9,no_moroso
40,11988.98,4,3.7,0,Tecnico,30373.98,no_moroso
54,4470.54,8,18.6,0,Secundaria,12093.43,no_moroso
40,9354.47,8,25.4,1,Tecnico,22726.36,no_moroso
60,14971.76,6,,0,Tecnico,39501.46,no_moroso
45,7988.82,5,1.2,1,Universitario,20740.02,no_moroso
55,4794.81,4,77.5,0,Secundaria,9626.44,moroso
50,7870.13,4,37.0,0,Tecnico,18949.07,moroso
30,10128.76,5,,0,Tecnico,27332.73,no_moroso
54,8021.53,2,67.8,1,Tecnico,15545.2,moroso
60,10859.42,4,31.8,0,Secundaria,26363.49,moroso
39,3727.14,2,30.5,0,Posgrado,11833.95,moroso
55,1197.29,6,8.5,0,Posgrado,6821.49,no_moroso
67,5798.89,3,10.3,1,Universitario,14508.28,no_moroso
62,14809.33,0,0.4,0,Posgrado,40268.2,no_moroso
67,1446.66,2,13.2,0,Tecnico,3966.55,no_moroso
54,2410.65,3,,0,Posgrado,8912.52,no_moroso
61,7265.42,1,8.8,0,Posgrado,20486.51,no_moroso
68,11973.93,4,1.1,1,Tecnico,29504.08,no_moroso
61,9447.68,2,16.4,0,Tecnico,23478.76,no_moroso
52,5782.42,4,13.8,1,Universitario,14076.86,no_moroso
34,12856.82,3,4.4,1,Universitario,32682.81,no_moroso
52,10578.29,0,5.1,0,Tecnico,26910.42,no_moroso
44,4030.1,8,53.1,1,Universitario,9833.91,moroso
37,10495.8,6,30.9,1,Posgrado,26855.19,moroso
23,2782.99,2,,1,Tecnico,3513.16,moroso
40,,0,0.1,1,Posgrado,30623.56,no_moroso
62,8330.7,8,5.1,1,Universitario,22572.37,no_moroso
52,12005.72,0,22.6,0,Tecnico,29931.12,no_moroso
46,13445.28,3,6.2,1,Tecnico,194243.6759022117,no_moroso
62,8243.23,7,0.1,0,Universitario,23077.16,no_moroso
36,13623.47,9,2.0,1,Tecnico,34115.33,no_moroso
43,5168.84,9,4.3,0,Tecnico,15038.24,no_moroso
61,10909.37,6,0.3,0,Posgrado,31482.23,no_moroso
29,3988.58,1,20.5,0,Universitario,10207.83,no_moroso
55,10562.48,1,5.6,0,Universitario,28017.97,no_moroso
47,7256.15,6,15.0,0,Universitario,19572.41,no_moroso
56,1059.54,9,32.0,1,Universitario,4026.74,moroso
57,7867.38,5,,0,Secundaria,20390.93,no_moroso
49,11849.01,1,9.0,0,Tecnico,29186.4,no_moroso
29,14182.38,9,10.3,0,Tecnico,37316.6,no_moroso
49,7121.58,1,71.1,1,Universitario,15561.17,moroso
57,5081.34,6,27.0,0,Universitario,13944.47,no_moroso
69,1548.85,1,1.5,1,Tecnico,3024.24,no_moroso
51,8118.09,5,,1,Universitario,20748.59,no_moroso
21,7466.71,6,18.8,1,Universitario,18796.79,no_moroso
28,2975.05,6,8.0,0,Universitario,8531.84,no_moroso
45,2347.06,5,6.3,0,Tecnico,8278.78,no_moroso
53,3649.56,2,0.1,1,Secundaria,7940.85,no_moroso
54,5027.27,6,83.2,1,Posgrado,10231.69,moroso
41,11738.2,6,5.9,0,Tecnico,31527.43,no_moroso
25,1660.44,2,,0,Secundaria,3552.47,no_moroso
24,5251.48,2,40.8,1,Secundaria,9764.57,moroso
45,12258.94,5,,1,Universitario,28602.4,moroso
53,2092.09,9,24.6,0,posgrado,9797.36,no_moroso
20,4753.79,3,12.7,0,Tecnico,12519.93,no_moroso
24,6234.69,8,4.2,1,Posgrado,18005.83,no_moroso
20,3253.5,8,,0,Secundaria,9391.29,no_moroso
35,12523.24,1,,0,Secundaria,31540.65,no_moroso
67,3228.47,4,,0,Universitario,9119.45,no_moroso
64,1260.97,2,11.0,0,tecnico,3341.85,no_moroso
