distrito,area_m2,habitaciones,banos,antiguedad_anos,estacionamiento,precio_alquiler,precio_categoria
Magdalena,98.4,2,2,10.0,0,3660.0,premium
Miraflores,202.4,4,2,32.0,1,6400.0,premium
Carabayllo,185.2,2,2,6.0,0,3670.0,premium
San Borja,71.5,1,1,23.0,1,3810.0,premium
Jesus Maria,132.1,3,3,4.0,0,4410.0,premium
Miraflores,212.6,2,2,21.0,1,6610.0,premium
San Isidro,219.5,5,3,20.0,1,7430.0,premium
Miraflores,144.3,4,3,25.0,1,6010.0,premium
Chorrillos,199.8,3,1,27.0,0,3670.0,premium
Pueblo Libre,,2,2,9.0,0,4150.0,premium
Surco,,1,1,11.0,1,4340.0,premium
SAN MIGUEL,94.1,4,3,32.0,1,3660.0,premium
Carabayllo,166.7,1,1,30.0,1,2470.0,moderado
Miraflores,54.8,1,1,,1,3930.0,premium
Lince,154.7,2,1,16.0,0,3640.0,premium
San Borja,46.2,5,3,12.0,1,4530.0,premium
Miraflores,170.0,5,2,21.0,1,6620.0,premium
La Molina,,2,2,21.0,1,4920.0,premium
Magdalena,147.5,2,2,29.0,1,3910.0,premium
Ate,92.5,3,2,13.0,1,3120.0,premium
San Miguel,48.0,3,1,37.0,1,2230.0,moderado
Chorrillos,98.1,2,1,24.0,0,2800.0,moderado
San Borja,150.4,2,2,9.0,0,5290.0,premium
Lince,136.0,4,2,23.0,1,3970.0,premium
Chorrillos,82.7,2,1,9.0,0,38918.0,moderado
San Juan de Lurigancho,193.4,2,2,36.0,1,2810.0,moderado
Ate,167.2,5,2,7.0,1,4310.0,premium
Miraflores,73.3,2,2,27.0,0,4410.0,premium
San Isidro,83.3,2,2,18.0,0,5680.0,premium
San Borja,149.9,1,1,3.0,1,5330.0,premium
Pueblo Libre,70.4,2,2,15.0,0,2610.0,moderado
Ate,83.0,2,2,35.0,0,1820.0,moderado
San Juan de Lurigancho,197.3,4,3,33.0,1,3700.0,premium
Barranco,57.0,1,1,15.0,0,3160.0,premium
Magdalena,96.7,3,1,38.0,0,2900.0,moderado
Barranco,187.1,5,2,26.0,1,5750.0,premium
Chorrillos,162.1,1,1,26.0,1,3470.0,premium
la molina,166.3,2,2,6.0,0,5080.0,premium
Jesus Maria,189.0,5,1,38.0,1,4410.0,premium
Surco,209.4,5,3,20.0,0,6390.0,premium
Barranco,,1,1,,0,4380.0,premium
SURCO,217.4,5,1,19.0,0,6090.0,premium
Chorrillos,216.9,3,3,17.0,1,4820.0,premium
JESUS MARIA,198.4,1,1,30.0,0,4070.0,premium
Carabayllo,140.0,4,3,6.0,0,3630.0,premium
San Isidro,191.6,3,2,17.0,1,6900.0,premium
Surco,200.3,4,1,29.0,1,5860.0,premium
Barranco,109.8,1,1,27.0,0,3580.0,premium
Ate,137.7,2,2,13.0,1,3620.0,premium
Lince,174.3,2,2,7.0,1,4200.0,premium
La Molina,116.3,2,2,9.0,0,4880.0,premium
San Miguel,93.7,2,2,33.0,0,2810.0,moderado
Pueblo Libre,180.9,3,3,27.0,0,4230.0,premium
La Molina,103.7,4,2,17.0,0,4880.0,premium
San Borja,102.0,3,3,4.0,0,4900.0,premium
La Molina,99.5,3,2,2.0,1,5160.0,premium
SAN JUAN DE LURIGANCHO,69.8,4,1,36.0,0,1930.0,moderado
San Miguel,206.9,4,2,7.0,0,5280.0,premium
Jesus Maria,49.3,5,2,,0,3120.0,premium
Barranco,187.0,2,1,19.0,0,4910.0,premium
La Molina,123.4,5,2,39.0,1,4650.0,premium
Ate,176.0,2,2,29.0,1,3550.0,premium
San Borja,152.7,4,1,,0,4910.0,premium
San Juan de Lurigancho,52.8,1,1,8.0,1,2100.0,moderado
Miraflores,52.2,4,2,32.0,1,4910.0,premium
Pueblo Libre,,3,3,9.0,0,61271.0,premium
Surco,88.9,5,2,13.0,0,4930.0,premium
Jesus Maria,,5,3,,1,5340.0,premium
Ate,140.4,4,1,23.0,0,3200.0,premium
La Molina,92.6,1,1,28.0,1,3820.0,premium
Ate,134.9,5,3,13.0,0,3850.0,premium
San Isidro,137.9,1,1,10.0,0,6120.0,premium
Jesus Maria,174.9,4,2,2.0,1,5200.0,premium
Jesus Maria,150.2,5,3,32.0,1,4430.0,premium
Jesus Maria,189.1,1,1,14.0,0,4220.0,premium
Miraflores,218.8,3,1,7.0,1,7080.0,premium
PUEBLO LIBRE,217.6,4,2,5.0,0,5430.0,premium
Pueblo Libre,185.3,1,1,11.0,1,4150.0,premium
Miraflores,173.9,2,2,27.0,1,5870.0,premium
Magdalena,40.7,2,1,3.0,1,3390.0,premium
Surco,77.2,5,2,15.0,1,5250.0,premium
Surco,145.5,3,2,,0,5380.0,premium
San Borja,,1,1,11.0,1,4740.0,premium
Magdalena,198.4,1,1,15.0,1,4680.0,premium
Magdalena,127.0,3,3,37.0,1,3860.0,premium
La Molina,137.1,4,3,11.0,0,5440.0,premium
Ate,,2,2,39.0,1,2460.0,moderado
Lince,154.2,3,2,4.0,1,4380.0,premium
Ate,,4,3,8.0,1,4470.0,premium
Magdalena,103.4,2,1,26.0,1,3370.0,premium
San Juan de Lurigancho,54.4,2,2,10.0,1,2140.0,moderado
Magdalena,129.9,4,3,14.0,1,4840.0,premium
Chorrillos,164.4,5,2,29.0,1,4180.0,premium
Miraflores,111.1,1,1,20.0,1,4760.0,premium
Miraflores,106.5,2,2,24.0,0,4740.0,premium
Chorrillos,,5,1,30.0,1,3840.0,premium
San Borja,67.2,5,2,2.0,0,4850.0,premium
San Juan de Lurigancho,94.7,4,1,37.0,0,1960.0,moderado
Jesus Maria,203.1,1,1,2.0,1,5250.0,premium
San Isidro,198.8,4,2,21.0,1,7310.0,premium
La Molina,146.1,3,1,39.0,1,4370.0,premium
Miraflores,,2,2,5.0,1,6760.0,premium
Magdalena,116.6,5,2,16.0,1,4300.0,premium
San Isidro,176.6,2,2,9.0,1,6810.0,premium
Jesus Maria,197.1,2,2,32.0,1,4180.0,premium
Carabayllo,114.3,2,2,37.0,1,1980.0,moderado
San Borja,101.4,3,2,23.0,1,4900.0,premium
La Molina,131.0,2,1,19.0,0,4510.0,premium
Ate,124.2,1,1,4.0,0,2770.0,moderado
Jesus Maria,138.0,3,1,36.0,1,3460.0,premium
Miraflores,135.8,4,3,4.0,1,6900.0,premium
Pueblo Libre,53.5,5,3,32.0,1,2920.0,moderado
Magdalena,202.8,3,3,3.0,1,5710.0,premium
Carabayllo,71.9,2,2,25.0,0,1690.0,moderado
Carabayllo,56.4,3,2,33.0,1,1700.0,moderado
Magdalena,43.3,1,1,29.0,0,2120.0,moderado
San Juan de Lurigancho,,1,1,18.0,0,2940.0,moderado
Lince,173.5,3,3,26.0,0,3840.0,premium
Miraflores,79.4,3,2,14.0,0,5080.0,premium
Chorrillos,,3,3,,1,3200.0,premium
Miraflores,214.0,3,2,19.0,0,6510.0,premium
ATE,138.5,4,3,21.0,1,3590.0,premium
Ate,,2,2,32.0,1,3670.0,premium
Pueblo Libre,87.9,5,1,8.0,1,4180.0,premium
Chorrillos,166.2,3,2,13.0,1,4630.0,premium
Carabayllo,155.2,4,3,22.0,0,3460.0,premium
San Isidro,75.5,1,1,0.0,1,5510.0,premium
Lince,85.1,4,2,31.0,1,3110.0,premium
Miraflores,134.5,2,2,11.0,1,5770.0,premium
San Miguel,180.1,1,1,35.0,0,3230.0,premium
Chorrillos,139.9,4,3,12.0,0,3600.0,premium
Chorrillos,43.2,4,3,36.0,1,2190.0,moderado
Carabayllo,47.6,5,1,11.0,1,2470.0,moderado
La Molina,50.1,2,2,33.0,0,3300.0,premium
Carabayllo,214.5,5,1,7.0,0,4380.0,premium
Carabayllo,129.9,4,1,,1,3390.0,premium
Barranco,210.6,1,1,20.0,0,5050.0,premium
surco,103.6,3,2,9.0,1,5320.0,premium
San Isidro,179.8,3,3,29.0,1,6740.0,premium
Magdalena,71.5,4,3,,1,3650.0,premium
Pueblo Libre,183.7,4,1,22.0,1,4520.0,premium
San Miguel,155.7,3,3,20.0,0,4070.0,premium
San Miguel,133.7,5,1,35.0,1,3570.0,premium
Miraflores,130.8,3,3,37.0,1,5330.0,premium
San Miguel,161.8,3,1,33.0,1,3670.0,premium
Jesus Maria,89.1,5,3,12.0,1,4330.0,premium
Barranco,116.9,4,1,8.0,0,4960.0,premium
Miraflores,47.3,1,1,12.0,1,4220.0,premium
San Miguel,164.1,1,1,37.0,1,3390.0,premium
Chorrillos,,4,1,,1,3610.0,premium
Ate,90.7,2,2,33.0,1,2210.0,moderado
San Juan de Lurigancho,,2,2,29.0,0,1690.0,moderado
Lince,,5,2,34.0,0,3580.0,premium
Surco,90.9,4,1,21.0,0,4370.0,premium
Surco,106.4,1,1,,1,4520.0,premium
San Miguel,93.4,4,1,17.0,0,3450.0,premium
Barranco,126.6,4,3,,1,5230.0,premium
Jesus Maria,81.8,1,1,23.0,1,3130.0,premium
Carabayllo,179.7,2,2,6.0,1,3690.0,premium
San Juan de Lurigancho,118.1,3,2,1.0,0,3080.0,premium
Ate,,3,1,28.0,1,2610.0,moderado
Carabayllo,127.9,3,3,33.0,1,2880.0,moderado
Carabayllo,58.8,5,2,3.0,0,2440.0,moderado
San Juan de Lurigancho,129.0,3,3,9.0,1,3420.0,premium
Chorrillos,63.5,1,1,8.0,1,2540.0,moderado
San Miguel,123.9,2,2,25.0,1,3590.0,premium
San Borja,90.7,3,3,,1,4650.0,premium
San Miguel,,3,1,17.0,0,3470.0,premium
San Miguel,48.0,4,1,36.0,1,2820.0,moderado
Magdalena,146.0,3,2,,1,3850.0,premium
ate,216.2,1,1,21.0,1,3690.0,premium
Carabayllo,108.9,2,2,17.0,0,2350.0,moderado
San Juan de Lurigancho,212.5,4,1,1.0,1,4760.0,premium
San Isidro,52.9,5,1,16.0,1,5410.0,premium
San Isidro,89.2,5,1,25.0,0,5520.0,premium
Lince,135.8,4,2,24.0,0,3410.0,premium
La Molina,76.3,2,2,0.0,1,5010.0,premium
Ate,189.2,1,1,29.0,1,2980.0,moderado
Magdalena,75.7,2,1,3.0,1,3780.0,premium
Pueblo Libre,171.5,2,2,33.0,1,3650.0,premium
Miraflores,154.9,3,2,39.0,0,5480.0,premium
San Juan de Lurigancho,88.3,4,2,2.0,0,2990.0,moderado
Ate,94.3,2,1,34.0,1,2070.0,moderado
Surco,190.4,2,2,11.0,1,50712.0,premium
Surco,210.8,3,3,34.0,1,5880.0,premium
San Isidro,140.8,2,2,30.0,1,5760.0,premium
San Juan de Lurigancho,198.6,2,1,3.0,0,3650.0,premium
Miraflores,146.8,2,2,21.0,1,5800.0,premium
Chorrillos,80.7,2,1,15.0,1,2610.0,moderado
San Borja,108.1,1,1,20.0,1,4320.0,premium
Barranco,,2,2,18.0,1,4970.0,premium
Jesus Maria,72.6,5,2,33.0,1,3220.0,premium
Miraflores,,4,2,14.0,1,6440.0,premium
Magdalena,47.0,3,2,6.0,1,3660.0,premium
Lince,148.5,4,1,,0,3190.0,premium
San Juan de Lurigancho,172.9,1,1,5.0,0,2940.0,moderado
San Isidro,52.0,1,1,11.0,1,4710.0,premium
Chorrillos,210.0,1,1,18.0,1,3870.0,premium
Surco,208.8,3,3,31.0,0,5500.0,premium
Ate,,1,1,10.0,1,3050.0,premium
San Isidro,127.4,2,1,39.0,1,5400.0,premium
Ate,,2,2,26.0,1,1940.0,moderado
San Miguel,163.1,1,1,18.0,1,3850.0,premium
San Juan de Lurigancho,59.0,5,1,36.0,0,1630.0,moderado
San Isidro,132.8,2,2,8.0,1,6540.0,premium
Jesus Maria,70.4,2,2,5.0,1,3680.0,premium
Surco,156.8,2,2,39.0,1,5050.0,premium
Magdalena,113.8,3,2,20.0,1,4110.0,premium
San Miguel,82.2,1,1,20.0,0,2860.0,moderado
Surco,177.6,5,1,26.0,0,5540.0,premium
Barranco,205.0,3,2,13.0,0,5590.0,premium
Carabayllo,93.3,4,2,24.0,1,2450.0,moderado
Barranco,197.5,3,1,,1,5440.0,premium
San Borja,145.9,5,1,4.0,1,6230.0,premium
San Isidro,116.3,2,2,7.0,1,6290.0,premium
San Miguel,51.7,4,2,7.0,1,3840.0,premium
San Borja,97.0,1,1,7.0,1,4190.0,premium
Magdalena,132.1,5,3,23.0,0,4530.0,premium
Jesus Maria,137.5,2,1,18.0,0,3770.0,premium
Miraflores,184.6,4,2,29.0,1,35681.0,premium
Miraflores,215.7,4,3,29.0,0,6630.0,premium
Carabayllo,,1,1,36.0,1,890.0,economico
La Molina,136.2,2,2,32.0,1,4590.0,premium
Carabayllo,61.0,4,1,30.0,1,1820.0,moderado
San Isidro,156.2,4,1,36.0,1,6070.0,premium
San Borja,199.2,4,1,28.0,1,5730.0,premium
Chorrillos,219.7,5,1,4.0,1,59326.0,premium
Ate,131.6,3,1,36.0,0,2290.0,moderado
Magdalena,,2,2,37.0,1,3650.0,premium
Carabayllo,47.2,4,3,30.0,1,1810.0,moderado
Miraflores,173.6,1,1,,1,5970.0,premium
Surco,,3,3,32.0,1,4070.0,premium
San Miguel,175.8,5,3,9.0,1,5470.0,premium
San Borja,90.2,2,2,16.0,1,4600.0,premium
San Isidro,182.7,1,1,27.0,1,6280.0,premium
Lince,48.1,3,3,23.0,0,2400.0,moderado
LA MOLINA,82.7,4,2,11.0,0,4670.0,premium
Surco,73.6,1,1,11.0,1,4470.0,premium
Pueblo Libre,83.0,1,1,38.0,1,2660.0,moderado
Pueblo Libre,192.1,2,2,2.0,1,5000.0,premium
Carabayllo,163.8,2,2,,1,2610.0,moderado
Surco,49.5,4,1,6.0,1,4600.0,premium
San Isidro,213.1,4,1,23.0,0,7010.0,premium
Jesus Maria,169.7,4,1,3.0,1,5100.0,premium
San Borja,129.4,3,3,25.0,0,4660.0,premium
Pueblo Libre,48.4,4,2,23.0,0,2670.0,moderado
Barranco,114.3,1,1,25.0,1,3720.0,premium
Magdalena,198.3,2,2,37.0,1,4240.0,premium
San Isidro,68.1,1,1,8.0,1,5250.0,premium
Jesus Maria,91.2,5,2,36.0,0,3280.0,premium
Ate,92.5,1,1,12.0,1,2340.0,moderado
Carabayllo,160.6,3,1,12.0,1,3240.0,premium
Ate,104.8,4,3,16.0,1,3370.0,premium
Surco,150.2,2,2,28.0,0,4600.0,premium
Miraflores,184.2,5,3,4.0,1,7590.0,premium
Surco,52.9,2,2,21.0,1,3970.0,premium
San Miguel,191.7,3,1,33.0,1,4170.0,premium
Chorrillos,78.0,1,1,7.0,0,2450.0,moderado
San Borja,155.6,2,2,10.0,1,5370.0,premium
Magdalena,207.9,3,2,29.0,1,5030.0,premium
Magdalena,142.2,1,1,38.0,1,3310.0,premium
Pueblo Libre,109.2,5,1,6.0,1,4200.0,premium
San Juan de Lurigancho,,5,2,14.0,1,4090.0,premium
Carabayllo,107.6,2,2,30.0,1,1930.0,moderado
San Juan de Lurigancho,176.8,1,1,9.0,0,3140.0,premium
La Molina,72.9,4,1,20.0,0,4040.0,premium
San Borja,145.8,5,3,27.0,0,5130.0,premium
miraflores,106.4,5,2,19.0,0,5450.0,premium
Miraflores,201.9,3,2,29.0,1,6410.0,premium
Magdalena,161.0,1,1,23.0,1,3870.0,premium
Surco,215.1,1,1,35.0,0,4970.0,premium
Surco,204.3,3,1,12.0,0,5910.0,premium
Jesus Maria,49.9,4,3,,1,4100.0,premium
Surco,98.9,5,2,0.0,1,5540.0,premium
Jesus Maria,180.5,4,2,15.0,0,4900.0,premium
Chorrillos,40.1,4,3,34.0,0,2050.0,moderado
Pueblo Libre,59.3,4,1,6.0,1,3550.0,premium
Pueblo Libre,75.4,3,3,3.0,1,3990.0,premium
La Molina,86.2,3,1,13.0,1,4290.0,premium
Ate,167.0,2,2,6.0,1,47912.0,premium
San Miguel,148.9,3,3,29.0,0,42583.0,premium
Carabayllo,182.5,5,2,28.0,1,3820.0,premium
Barranco,44.7,5,3,25.0,1,3940.0,premium
San Borja,168.9,2,1,14.0,1,5510.0,premium
Magdalena,106.8,4,1,32.0,1,3820.0,premium
San Juan de Lurigancho,120.7,2,1,33.0,1,2030.0,moderado
San Borja,102.1,2,2,,1,4370.0,premium
Chorrillos,204.8,2,2,25.0,1,41214.0,premium
San Miguel,136.9,3,2,11.0,0,3810.0,premium
Chorrillos,78.4,4,1,,0,2100.0,moderado
San Isidro,213.9,5,1,2.0,1,7920.0,premium
Barranco,192.4,4,2,20.0,0,5480.0,premium
Chorrillos,143.2,1,1,27.0,1,2780.0,moderado
Pueblo Libre,207.4,4,1,,1,4970.0,premium
San Miguel,215.6,3,2,,1,4840.0,premium
San Borja,107.5,1,1,,1,4180.0,premium
Barranco,110.3,3,2,28.0,0,3890.0,premium
San Miguel,183.2,3,3,16.0,0,4410.0,premium
San Isidro,81.6,2,2,15.0,0,5020.0,premium
Pueblo Libre,219.3,2,2,36.0,0,4020.0,premium
Jesus Maria,,4,2,0.0,1,5080.0,premium
Lince,118.0,2,2,5.0,0,3520.0,premium
Magdalena,90.5,1,1,33.0,1,36432.0,moderado
Lince,93.6,3,1,18.0,1,3100.0,premium
Surco,67.5,3,3,22.0,0,4220.0,premium
Ate,170.1,1,1,12.0,1,3420.0,premium
Carabayllo,,5,2,8.0,1,3860.0,premium
Pueblo Libre,144.6,5,1,34.0,1,3840.0,premium
Surco,,1,1,21.0,1,5740.0,premium
Carabayllo,,2,2,30.0,1,2890.0,moderado
Chorrillos,68.5,4,2,20.0,0,2820.0,moderado
Chorrillos,70.9,1,1,3.0,1,2940.0,moderado
Miraflores,59.6,3,2,16.0,1,5320.0,premium
San Isidro,134.6,2,1,36.0,1,5220.0,premium
Barranco,92.9,3,3,,1,3780.0,premium
San Miguel,154.8,4,2,30.0,1,4010.0,premium
Chorrillos,172.2,1,1,28.0,1,3080.0,premium
Barranco,82.2,4,3,0.0,1,5250.0,premium
San Isidro,150.1,3,3,39.0,0,5720.0,premium
Lince,171.0,5,1,20.0,0,4150.0,premium
Chorrillos,79.3,3,1,30.0,1,2320.0,moderado
Miraflores,199.2,1,1,27.0,1,5870.0,premium
Surco,48.1,1,1,27.0,1,3430.0,premium
Lince,79.0,2,1,,0,2470.0,moderado
Pueblo Libre,82.5,5,2,9.0,1,3600.0,premium
San Miguel,187.1,4,2,16.0,1,4910.0,premium
San Miguel,66.7,1,1,33.0,1,2340.0,moderado
Chorrillos,163.5,5,1,9.0,0,4020.0,premium
Ate,175.6,4,3,18.0,0,3940.0,premium
CARABAYLLO,149.8,5,3,35.0,1,3250.0,premium
Magdalena,141.8,4,2,24.0,1,4270.0,premium
Surco,,1,1,,1,4570.0,premium
San Miguel,155.1,1,1,38.0,1,3210.0,premium
Pueblo Libre,,2,1,7.0,0,3990.0,premium
San Borja,105.8,5,3,38.0,1,4570.0,premium
La Molina,49.3,4,1,30.0,1,3470.0,premium
San Borja,116.3,5,2,31.0,1,4740.0,premium
Lince,190.2,2,2,19.0,0,3940.0,premium
Surco,,3,1,9.0,1,5640.0,premium
Miraflores,167.4,1,1,0.0,1,6340.0,premium
SAN MIGUEL,76.5,5,2,13.0,1,3620.0,premium
San Miguel,71.2,4,3,15.0,0,58515.0,premium
La Molina,188.9,3,3,33.0,1,5430.0,premium
Jesus Maria,190.9,5,2,19.0,1,5230.0,premium
Ate,141.7,5,3,8.0,1,4090.0,premium
San Isidro,92.6,1,1,3.0,1,5840.0,premium
Ate,117.9,2,1,6.0,0,46965.0,moderado
San Borja,203.7,3,3,32.0,1,5940.0,premium
Pueblo Libre,208.6,3,1,28.0,1,4470.0,premium
Surco,161.9,5,3,33.0,0,5490.0,premium
Pueblo Libre,,3,3,6.0,0,5010.0,premium
La Molina,196.7,2,2,35.0,1,5200.0,premium
Chorrillos,,5,1,29.0,1,3220.0,premium
San Isidro,68.3,3,2,2.0,0,5820.0,premium
Magdalena,,4,3,16.0,1,4030.0,premium
Ate,155.9,5,1,7.0,1,4030.0,premium
San Borja,80.8,3,2,27.0,1,4220.0,premium
San Borja,137.1,3,3,1.0,1,5710.0,premium
Ate,72.7,2,2,5.0,1,2690.0,moderado
Magdalena,100.5,3,2,13.0,1,4110.0,premium
Pueblo Libre,194.9,3,3,4.0,1,5280.0,premium
Ate,121.4,1,1,11.0,1,3030.0,premium
Jesus Maria,84.9,4,3,19.0,0,3880.0,premium
La Molina,81.0,4,1,37.0,1,3920.0,premium
Miraflores,63.5,3,1,28.0,1,4590.0,premium
San Borja,52.9,4,3,5.0,1,5090.0,premium
Lince,124.6,3,3,21.0,1,4070.0,premium
La Molina,169.9,2,2,22.0,1,5230.0,premium
Miraflores,,5,2,8.0,1,5610.0,premium
Miraflores,167.4,1,1,0.0,1,6340.0,premium
San Isidro,122.8,5,3,25.0,1,6650.0,premium
Jesus Maria,192.1,4,1,6.0,1,5280.0,premium
Carabayllo,75.8,2,2,22.0,1,1960.0,moderado
Pueblo Libre,74.2,2,2,14.0,1,3230.0,premium
Ate,102.5,4,2,3.0,0,3280.0,premium
San Isidro,213.2,5,1,,1,7130.0,premium
LA MOLINA,95.8,5,3,35.0,0,4280.0,premium
Surco,202.4,3,3,36.0,1,5640.0,premium
Magdalena,50.4,2,2,35.0,1,2440.0,moderado
Magdalena,187.6,4,2,25.0,1,4840.0,premium
Pueblo Libre,73.6,4,1,,1,3060.0,premium
Chorrillos,117.4,2,2,37.0,0,2340.0,moderado
Jesus Maria,147.4,5,1,27.0,1,4540.0,premium
San Isidro,73.3,3,3,5.0,0,5970.0,premium
Miraflores,97.3,3,2,37.0,0,4830.0,premium
SAN ISIDRO,,4,1,28.0,1,6180.0,premium
San Juan de Lurigancho,,2,1,32.0,0,2370.0,moderado
San Borja,211.7,1,1,30.0,1,5520.0,premium
La Molina,218.3,5,3,28.0,1,6210.0,premium
Barranco,110.5,3,2,27.0,1,4550.0,premium
Miraflores,207.7,1,1,22.0,1,6190.0,premium
Barranco,115.7,5,1,13.0,1,5080.0,premium
Pueblo Libre,162.9,1,1,20.0,0,3560.0,premium
Chorrillos,51.6,1,1,20.0,1,1810.0,moderado
Ate,171.3,5,3,31.0,1,3900.0,premium
Magdalena,63.5,2,2,10.0,1,3380.0,premium
San Borja,213.8,4,2,26.0,1,6340.0,premium
San Juan de Lurigancho,,4,3,26.0,1,3410.0,premium
La Molina,216.3,4,3,1.0,1,6980.0,premium
Miraflores,99.8,4,3,,1,5050.0,premium
Carabayllo,59.2,5,1,38.0,1,1450.0,economico
Miraflores,63.5,1,1,7.0,1,5210.0,premium
Barranco,134.9,1,1,32.0,0,3750.0,premium
Miraflores,97.1,2,2,32.0,1,4860.0,premium
Chorrillos,61.4,4,2,27.0,0,2750.0,moderado
Pueblo Libre,97.6,4,1,18.0,0,3020.0,premium
Surco,67.8,2,2,37.0,0,3600.0,premium
San Juan de Lurigancho,43.6,5,1,12.0,1,2380.0,moderado
SAN ISIDRO,169.7,4,1,34.0,0,6020.0,premium
Surco,98.0,1,1,17.0,0,4310.0,premium
Magdalena,103.2,2,2,38.0,1,3130.0,premium
Chorrillos,219.5,2,2,24.0,1,4120.0,premium
San Isidro,198.3,3,2,29.0,1,6880.0,premium
Lince,137.9,1,1,26.0,0,2860.0,moderado
Magdalena,156.0,3,3,11.0,1,4930.0,premium
Pueblo Libre,86.7,2,1,27.0,1,2640.0,moderado
San Isidro,118.9,5,2,27.0,1,6260.0,premium
Pueblo Libre,,1,1,30.0,1,4210.0,premium
San Miguel,140.4,5,3,38.0,1,4090.0,premium
San Borja,93.6,3,1,1.0,0,4980.0,premium
San Miguel,189.6,3,2,15.0,1,5010.0,premium
Lince,45.9,5,2,28.0,1,2950.0,moderado
San Borja,97.1,2,2,2.0,0,5050.0,premium
San Juan de Lurigancho,64.4,2,2,17.0,1,2190.0,moderado
San Juan de Lurigancho,108.8,3,3,21.0,0,2540.0,moderado
San Isidro,123.3,5,1,12.0,1,6440.0,premium
Lince,148.2,2,2,22.0,1,3520.0,premium
Pueblo Libre,95.1,5,3,,1,3790.0,premium
Surco,77.1,2,2,39.0,1,3830.0,premium
Surco,124.3,2,2,14.0,1,5100.0,premium
JESUS MARIA,44.7,3,2,2.0,0,3690.0,premium
Magdalena,213.8,2,1,,0,3830.0,premium
Magdalena,196.6,5,1,27.0,1,5060.0,premium
San Miguel,46.6,3,1,29.0,0,2290.0,moderado
San Isidro,111.2,5,3,,1,6600.0,premium
Surco,165.8,4,3,35.0,0,5230.0,premium
La Molina,58.9,2,2,25.0,0,3770.0,premium
Chorrillos,139.9,4,1,36.0,0,3020.0,premium
San Borja,78.0,2,2,14.0,1,4230.0,premium
San Isidro,165.4,5,2,28.0,0,6520.0,premium
Lince,212.6,1,1,20.0,0,3900.0,premium
Carabayllo,114.6,1,1,16.0,0,2160.0,moderado
Barranco,207.1,4,3,18.0,0,5820.0,premium
Jesus Maria,211.4,3,2,31.0,1,4550.0,premium
Chorrillos,101.3,2,2,21.0,1,3110.0,premium
Pueblo Libre,89.8,1,1,20.0,0,2470.0,moderado
San Borja,88.9,5,2,21.0,1,4800.0,premium
Surco,144.8,2,2,10.0,1,5200.0,premium
Surco,63.6,3,1,36.0,1,3820.0,premium
San Miguel,134.2,2,1,,1,4080.0,premium
Barranco,131.3,4,1,4.0,1,5300.0,premium
Barranco,143.7,1,1,35.0,0,3630.0,premium
La Molina,200.2,5,3,25.0,0,5950.0,premium
Lince,99.5,4,1,12.0,0,3620.0,premium
Pueblo Libre,65.8,2,2,8.0,1,3220.0,premium
Surco,193.8,4,2,4.0,1,6650.0,premium
Lince,95.2,3,2,8.0,0,3540.0,premium
Lince,79.1,3,3,34.0,0,2700.0,moderado
Barranco,176.6,4,1,32.0,1,5360.0,premium
Barranco,194.6,1,1,22.0,1,4830.0,premium
San Borja,89.1,1,1,21.0,0,3910.0,premium
CHORRILLOS,,1,1,9.0,1,2470.0,moderado
Carabayllo,80.9,1,1,18.0,1,1730.0,moderado
Pueblo Libre,211.4,2,1,35.0,1,3990.0,premium
Pueblo Libre,164.4,4,2,13.0,1,4700.0,premium
San Borja,,3,3,1.0,1,6960.0,premium
San Juan de Lurigancho,134.5,1,1,,0,1750.0,moderado
Barranco,146.2,1,1,9.0,1,4720.0,premium
San Miguel,90.2,1,1,4.0,0,3330.0,premium
La Molina,99.7,1,1,0.0,1,4780.0,premium
Ate,170.5,3,3,28.0,1,3550.0,premium
Jesus Maria,204.9,2,2,26.0,0,4040.0,premium
San Juan de Lurigancho,132.3,4,3,35.0,0,2690.0,moderado
Jesus Maria,65.0,4,1,20.0,0,3310.0,premium
PUEBLO LIBRE,,4,3,11.0,0,5250.0,premium
Surco,137.7,1,1,38.0,1,4550.0,premium
San Isidro,51.7,4,1,35.0,0,4640.0,premium
San Borja,,5,1,19.0,1,4940.0,premium
Magdalena,219.8,3,1,35.0,0,4560.0,premium
Chorrillos,181.4,3,1,15.0,1,4340.0,premium
Ate,166.9,5,1,29.0,0,3430.0,premium
Miraflores,54.5,4,3,30.0,1,5090.0,premium
Barranco,90.6,2,1,28.0,0,3670.0,premium
Pueblo Libre,157.7,2,2,10.0,0,3880.0,premium
Miraflores,160.9,1,1,14.0,1,5790.0,premium
Magdalena,82.7,5,3,24.0,1,3910.0,premium
San Borja,208.2,4,3,28.0,1,5970.0,premium
San Juan de Lurigancho,91.3,4,2,23.0,0,2120.0,moderado
Magdalena,217.4,1,1,29.0,0,4220.0,premium
San Juan de Lurigancho,61.0,5,1,29.0,1,2210.0,moderado
Surco,103.3,3,1,26.0,1,4640.0,premium
San Isidro,203.3,2,2,35.0,1,6520.0,premium
San Juan de Lurigancho,74.4,3,3,34.0,1,2070.0,moderado
Jesus Maria,156.1,5,1,12.0,1,4730.0,premium
Lince,133.5,1,1,16.0,1,3210.0,premium
San Borja,167.6,3,3,14.0,1,6070.0,premium
San Juan de Lurigancho,157.1,2,2,0.0,1,3680.0,premium
Jesus Maria,109.5,4,2,34.0,1,3640.0,premium
